time,value
1576861677299,1495964.0
1576861677347,1498002.0
1576861677402,1511700.0
1576861677444,1521286.0
1576861677491,1526009.0
1576861677539,1532160.0
1576861677587,1541254.0
1576861677640,1553336.0
1576861677685,1567317.0
1576861677732,1580763.0
1576861677784,1588201.0
1576861677829,1553166.0
1576861677886,1527893.0
1576861677926,1525355.0
1576861677978,1536595.0
1576861678027,1548220.0
1576861678084,1555472.0
1576861678122,1560951.0
1576861678175,1567989.0
1576861678222,1576669.0
1576861678273,1589741.0
1576861678318,1604553.0
1576861678362,1616532.0
1576861678415,1596452.0
1576861678465,1564550.0
1576861678512,1557560.0
1576861678554,1566992.0
1576861678605,1580643.0
1576861678651,1587230.0
1576861678708,1588939.0
1576861678752,1594853.0
1576861678794,1603035.0
1576861678851,1614396.0
1576861678898,1623545.0
1576861678945,1634322.0
1576861678995,1619137.0
1576861679036,1581291.0
1576861679088,1569631.0
1576861679131,1573792.0
