time,value
1574267654485,3664361.0
1574267654530,3672372.0
1574267654582,3681659.0
1574267654627,3687354.0
1574267654679,3688630.0
1574267654725,3692003.0
1574267654776,3690719.0
1574267654824,3692103.0
1574267654875,3694596.0
1574267654924,3699486.0
1574267654975,3697917.0
1574267655021,3698438.0
1574267655071,3697783.0
1574267655117,3700366.0
1574267655162,3698757.0
1574267655421,3703159.0
1574267655421,3703998.0
1574267655421,3705736.0
1574267655421,3708052.0
1574267655421,3711985.0
1574267655480,3712430.0
1574267655568,3715894.0
1574267655569,3715141.0
1574267655601,3708302.0
1574267655646,3703655.0
1574267655696,3702615.0
1574267655744,3703639.0
1574267655792,3705274.0
1574267655844,3703403.0
1574267655889,3704200.0
1574267655942,3704998.0
1574267655990,3704569.0
1574267656036,3705518.0
1574267656089,3705760.0
1574267656131,3708899.0
1574267656185,3709754.0
1574267656230,3712052.0
1574267656282,3716549.0
1574267656327,3716163.0
1574267656379,3706701.0
1574267656422,3697489.0
1574267656474,3695309.0
1574267656522,3694486.0
1574267656570,3697221.0
1574267656620,3694293.0
1574267656668,3695510.0
1574267656716,3694553.0
1574267656764,3695333.0
1574267656812,3694711.0
1574267656862,3695609.0
1574267656909,3696282.0
1574267656958,3700408.0
1574267657006,3700366.0
1574267657055,3702733.0
1574267657105,3705384.0
1574267657151,3703044.0
1574267657201,3692121.0
1574267657253,3685879.0
1574267657304,3688990.0
1574267657346,3687111.0
1574267657399,3689628.0
1574267657444,3687296.0
1574267657497,3687950.0
1574267657542,3685995.0
1574267657589,3688882.0
1574267657637,3690290.0
1574267657690,3693572.0
1574267657735,3694955.0
1574267657786,3697036.0
1574267657831,3701390.0
1574267657880,3705803.0
1574267657932,3705559.0
1574267657983,3696524.0
1574267658028,3690995.0
1574267658079,3690920.0
1574267658125,3691298.0
1574267658177,3691818.0
1574267658221,3694738.0
1574267658268,3694317.0
1574267658317,3694553.0
1574267658367,3696952.0
1574267658413,3700307.0
1574267658468,3704057.0
1574267658510,3707127.0
1574267658559,3708832.0
1574267658607,3710835.0
1574267658661,3714771.0
1574267658708,3709033.0
1574267658758,3699746.0
1574267658806,3696717.0
1574267658855,3697733.0
1574267658906,3697875.0
1574267658946,3697808.0
1574267658997,3696910.0
1574267659044,3696709.0
1574267659094,3698545.0
1574267659147,3700317.0
1574267659190,3701038.0
1574267659240,3702036.0
1574267659289,3704401.0
1574267659335,3707095.0
1574267659389,3710827.0
1574267659432,3704200.0
1574267659484,3688445.0
1574267659532,3681582.0
1574267659583,3680627.0
1574267659626,3677758.0
1574267659676,3678982.0
1574267659730,3678145.0
1574267659784,3673780.0
1574267659826,3672498.0
1574267659876,3671482.0
1574267659924,3672775.0
1574267659966,3674898.0
1574267660019,3676448.0
1574267660072,3677791.0
1574267660112,3681005.0
1574267660163,3674552.0
1574267660209,3650996.0
1574267660259,3638152.0
1574267660307,3632256.0
1574267660353,3632256.0
1574267660406,3630317.0
1574267660452,3628001.0
1574267660502,3618531.0
1574267660550,3614982.0
1574267660604,3612810.0
1574267660645,3613086.0
1574267660700,3614496.0
1574267660747,3613724.0
1574267660798,3616239.0
1574267660843,3618253.0
1574267660893,3610745.0
1574267660938,3581492.0
1574267660991,3563213.0
1574267661040,3558052.0
1574267661093,3552148.0
1574267661136,3550746.0
1574267661185,3547306.0
1574267661229,3540469.0
1574267661283,3536820.0
1574267661326,3535351.0
1574267661385,3535185.0
1574267661424,3537123.0
1574267661474,3538783.0
1574267661521,3541367.0
1574267661567,3546089.0
1574267661618,3548724.0
1574267661666,3525922.0
