time,value,accuracy
1586133251642,84.39869,2
1586133252619,84.39869,2
1586133253599,84.39869,2
1586133254570,84.285355,3
1586133255544,84.285355,3
1586133256531,84.29102,2
1586133257508,85.322235,2
1586133258489,87.074005,2
1586133259458,89.637856,2
1586133260438,91.968704,1
1586133261418,91.968704,1
1586133262397,94.65853,1
1586133263376,97.981445,1
1586133264354,100.46357,2
1586133265328,104.59468,2
1586133266306,109.165306,1
1586133267293,109.165306,1
1586133268267,110.77687,1
1586133269245,109.02102,2
1586133270220,110.71651,3
1586133271200,111.04287,2
1586133272179,112.09553,2
1586133273153,112.09553,2
1586133274132,112.22051,2
1586133275111,112.24274,2
1586133276088,112.245514,1
1586133277060,112.23926,1
1586133278042,110.353195,1
1586133279136,110.353195,1
1586133279996,111.18189,1
1586133281132,111.14485,1
1586133281947,111.14022,1
1586133282929,111.26881,1
1586133283909,110.78488,1
1586133284883,110.78488,1
1586133285865,110.786896,1
1586133286841,110.930664,1
1586133287819,110.94864,1
1586133288800,111.45088,0
1586133289774,111.66595,1
1586133290750,111.66595,1
1586133291730,112.089874,1
1586133292711,112.539185,3
1586133293686,112.595345,3
1586133294665,112.60236,3
1586133295638,92.261246,3
1586133296614,92.261246,3
1586133297595,86.79368,2
1586133298576,86.11024,1
1586133299554,86.0248,1
1586133300533,88.1816,1
1586133301505,87.12566,1
1586133302484,87.12566,1
1586133303467,87.243675,1
1586133304445,87.32369,1
1586133305423,87.59806,1
1586133306403,87.7452,1
1586133307379,87.84732,1
1586133308362,87.84732,1
1586133309335,87.92056,1
1586133310490,87.970955,1
1586133311290,88.00231,0
1586133312269,86.62294,1
1586133313245,85.85947,2
1586133314224,85.85947,2
1586133315200,85.43721,1
1586133316178,84.41798,1
1586133317154,83.85112,1
1586133318133,83.36632,1
1586133319109,82.892975,1
1586133320090,82.892975,1
1586133321068,82.2247,1
1586133322036,81.149254,1
1586133323022,82.52658,1
1586133323999,80.19093,1
1586133324970,81.35054,1
1586133325946,81.35054,1
1586133326926,80.14411,1
1586133328085,79.74751,0
1586133328883,79.40592,1
1586133329853,79.20222,1
1586133330828,79.102844,2
1586133331801,79.102844,2
1586133332790,79.088135,1
1586133333767,79.07568,1
1586133334738,79.07413,1
1586133335718,79.232346,1
1586133336695,78.89522,2
1586133337672,78.89522,2
1586133338685,78.734474,3
1586133339627,77.97447,3
1586133340604,74.53716,3
1586133341580,73.68648,2
1586133342559,73.73143,2
1586133343536,73.73143,2
1586133344511,73.025604,2
1586133345485,72.86123,2
1586133346467,71.71568,2
1586133347444,71.71311,2
1586133348422,71.71279,1
1586133349391,71.71279,1
1586133350375,71.71275,2
1586133351353,71.41254,1
1586133352330,71.22653,1
1586133353307,71.05965,1
1586133354282,71.52262,1
1586133355255,71.52262,1
1586133356347,70.94923,1
1586133357329,70.80676,1
1586133358190,70.66471,1
1586133359167,70.52328,1
1586133360135,70.49905,1
1586133361119,70.49905,1
1586133362098,70.423,1
1586133363074,70.32629,1
1586133364051,69.49936,1
1586133365020,69.54316,2
1586133366003,69.29433,2
1586133366979,69.29433,2
1586133367961,68.07167,2
1586133368935,65.0194,2
1586133369914,64.63787,2
1586133370891,64.59018,3
1586133371867,65.255264,3
1586133372846,65.255264,3
1586133373820,67.44056,3
1586133374791,67.83632,3
1586133375774,68.74111,3
1586133376752,69.07061,3
1586133377729,69.27327,3
1586133378703,69.27327,3
1586133379680,70.10951,3
1586133380667,71.06958,3
1586133381634,71.31703,3
1586133382609,70.72297,3
1586133383584,70.72684,3
1586133384556,70.72684,3
1586133385537,71.81941,3
1586133386512,71.81535,3
1586133387482,71.81485,3
1586133388466,71.85498,3
1586133389444,71.91704,3
1586133390417,71.91704,3
1586133391392,72.42477,3
1586133392371,73.32206,3
1586133393346,73.6217,3
1586133394322,74.19148,3
1586133395297,74.2627,3
1586133396275,74.2627,3
1586133397251,74.27161,3
1586133398223,74.2304,3
1586133399389,73.24434,2
1586133400174,73.12108,2
1586133401156,73.105675,2
1586133402129,73.105675,2
1586133403099,73.15464,2
1586133404075,74.13042,1
1586133405051,74.25239,1
1586133406031,74.26763,2
1586133407009,74.26954,2
1586133407987,74.26954,2
1586133408965,74.269775,3
1586133409936,75.34421,3
1586133410913,75.4805,3
1586133411890,75.49753,3
1586133412861,74.99768,3
1586133413837,74.99768,3
1586133414815,74.9886,3
1586133415795,75.48593,3
1586133416765,75.47438,2
1586133417746,75.472275,2
1586133418720,75.42637,2
1586133419696,75.42637,2
1586133420673,75.3225,1
1586133421648,75.27005,2
1586133422617,75.16702,2
1586133423601,75.140915,3
1586133424577,73.88035,3
1586133425552,73.88035,3
1586133426526,72.85849,3
1586133427505,72.51996,3
1586133428478,71.61922,2
1586133429449,71.29411,2
1586133430428,69.60368,2
1586133431405,69.60368,2
1586133432378,68.37644,2
1586133433346,67.23707,2
1586133434330,67.09465,2
1586133435306,67.07684,3
1586133436280,68.23266,3
1586133437257,68.23266,3
1586133438232,70.98948,3
1586133439211,71.70501,3
1586133440176,71.92844,3
1586133441150,71.95637,3
1586133442131,71.95986,3
1586133443104,71.95986,3
