"time","x","y","z"
"1574266156354","-0.35488886","1.1916051","0.90347195"
"1574266156355","-0.57734096","-1.7182024","0.5700674"
"1574266156355","0.6916704","-2.1567278","0.08569813"
"1574266156361","0.9286028","-0.6918409","-0.12449169"
"1574266156523","0.1872212","0.439538","-0.13231468"
"1574266156550","-0.009571612","0.52073455","-0.18883324"
"1574266156562","-0.00921914","0.35568","-0.54852104"
"1574266156578","-0.29459202","0.36153507","-0.54121494"
"1574266156578","-0.2759562","0.5575938","-0.19692135"
"1574266156635","0.081665754","0.38179827","-0.1083889"
"1574266156637","0.26837465","0.040798187","-0.19268036"
"1574266156639","0.13106674","-0.06865311","-0.09736729"
"1574266156651","-0.0029980838","-0.08010626","-0.022852898"
"1574266156652","-0.011634439","-0.08880186","-0.082728386"
"1574266156655","0.012142658","0.0136322975","-0.15880775"
"1574266156659","0.03307566","0.10404825","-0.03500843"
"1574266156661","0.03151411","0.019821167","-0.15762234"
"1574266156664","0.035691082","0.1115098","-0.1532259"
"1574266156668","0.00676775","0.20450926","-0.13577366"
"1574266156670","0.032867968","0.18532467","-0.08552647"
"1574266156708","0.012865245","0.008295059","-0.07521629"
"1574266156720","0.004618287","-0.077867985","-0.1167593"
"1574266156731","-6.4727664E-4","0.05840254","-0.038461685"
"1574266156748","0.0216268","0.06221676","-0.06993103"
"1574266156768","0.05647403","-0.036271572","-0.010190964"
"1574266156791","0.019612044","-0.16008615","-0.10951805"
"1574266156808","0.024840355","0.14406538","-0.12345028"
"1574266156834","-0.0051837564","0.26551056","-0.02021122"
"1574266156849","-0.029495537","-0.063467026","0.17512608"
"1574266156868","0.05277434","-0.50548816","-0.1693592"
"1574266156888","0.09776783","-0.097010136","-0.26732254"
"1574266156912","0.016149491","0.5127511","0.07930565"
"1574266156939","-0.069977045","0.40543318","-0.049289703"
"1574266156949","0.03257677","-0.026396751","-0.2874117"
"1574266156970","-0.0043955445","-0.07290125","-0.07366371"
"1574266156989","-0.073759556","-0.03470993","-0.05201912"
"1574266157011","0.061724603","0.09458065","-0.028670311"
"1574266157032","0.07093084","-0.119529724","0.09879875"
"1574266157051","-0.008594781","-0.487818","0.085725784"
"1574266157076","0.029956698","-0.3191948","-0.05207157"
"1574266157095","0.051074296","0.29435158","-0.07088947"
"1574266157116","-0.026668906","0.43718863","0.06830597"
"1574266157130","-0.021128029","-0.17272997","0.061976433"
"1574266157156","0.025683284","-0.4782238","-0.28127575"
"1574266157179","0.051481724","0.078650475","-0.09508705"
"1574266157190","-0.01407066","0.30507946","0.1817646"
"1574266157214","0.0019067526","-0.08215666","0.04265213"
"1574266157236","0.07313964","-0.15360498","-0.24276066"
"1574266157256","0.080394596","0.75432825","-0.47731304"
"1574266157273","-0.008182585","0.4333167","-0.29805374"
"1574266157295","-0.038833648","-0.2059536","-0.052776337"
"1574266157315","-0.04909253","-0.44119835","0.07959747"
"1574266157330","0.009500414","-0.060216904","0.19031811"
"1574266157353","-0.012411207","0.027833939","0.36793613"
"1574266157376","-0.011629313","-0.41772938","0.12892342"
"1574266157397","0.026372671","-0.38640785","-0.21724081"
"1574266157422","0.066913664","0.0698452","-0.18608475"
"1574266157441","0.048366815","-0.29781532","-0.019216537"
"1574266157458","-0.0760366","-0.15932465","0.42932415"
"1574266157478","-0.09622955","-0.015817165","0.035871506"
"1574266157496","0.0820072","0.31397676","-0.49158335"
"1574266157518","0.1257999","0.16265917","-0.13800097"
"1574266157541","0.018421113","0.16617346","0.48606205"
"1574266157559","0.023513764","0.4645877","0.012294769"
"1574266157577","0.07780561","0.32848787","-1.12008"
"1574266157598","-0.23802702","-0.41882133","0.008211136"
"1574266157613","-0.0824883","-0.7112546","0.77122307"
"1574266157640","0.38032123","-1.0527725","0.37585497"
"1574266157663","0.14620548","0.48659706","-0.22762537"
"1574266157676","-0.009061098","0.9759884","-0.6980548"
"1574266157697","0.01937303","-0.4635067","-0.38657522"
"1574266157713","0.11891425","-0.6960201","0.030895233"
"1574266157733","0.0615229","0.34998322","-0.50868416"
"1574266157761","0.15744403","1.080872","-0.8087001"
"1574266157773","0.044423252","-0.5835161","1.3375669"
"1574266157792","-0.36352998","-0.47972012","1.8441887"
"1574266157811","0.021782726","0.5543132","-0.10937977"
"1574266157833","-0.2605589","2.3009624","-1.1489267"
"1574266157857","-0.35829872","1.8369055","-1.0340962"
"1574266157872","0.43745783","2.4557846","-1.2462039"
"1574266157899","0.08722851","0.15916014","-2.02872"
"1574266157912","-0.5363107","2.012251","-1.4402785"
"1574266157932","0.21513683","0.6108773","0.7352133"
