"1574266156782","3744062.0"
"1574266156837","3747577.0"
"1574266156880","3754504.0"
"1574266156930","3755448.0"
"1574266156979","3762637.0"
"1574266157026","3771329.0"
"1574266157078","3780234.0"
"1574266157128","3790510.0"
"1574266157175","3806029.0"
"1574266157224","3819008.0"
"1574266157273","3832161.0"
"1574266157318","3843878.0"
"1574266157366","3859208.0"
"1574266157422","3872367.0"
"1574266157461","3877656.0"
"1574266157516","3878696.0"
"1574266157559","3897522.0"
"1574266157612","3906578.0"
"1574266157662","3988057.0"
"1574266157704","4005859.0"
"1574266157751","3988175.0"
"1574266157801","3918935.0"
"1574266157850","3846834.0"
"1574266157900","3783820.0"
"1574266157946","3654601.0"
"1574266158000","3961577.0"
"1574266158044","4098639.0"
"1574266158092","3919171.0"
"1574266158143","3780636.0"
"1574266158191","3835312.0"
"1574266158244","3849394.0"
"1574266158289","4058920.0"
"1574266158338","3985448.0"
"1574266158380","3928454.0"
"1574266158437","3865291.0"
"1574266158480","3759792.0"
"1574266158531","3522007.0"
"1574266158586","3333705.0"
"1574266158621","3197645.0"
"1574266158678","3216936.0"
"1574266158720","3696304.0"
"1574266158774","3557597.0"
"1574266158818","3550488.0"
"1574266158866","3539021.0"
"1574266158913","3686690.0"
"1574266158961","3665917.0"
"1574266159010","3575296.0"
"1574266159058","3436651.0"
"1574266159107","3455258.0"
"1574266159160","3374323.0"
"1574266159203","3305595.0"
"1574266159253","3332248.0"
"1574266159299","3362336.0"
"1574266159348","3345525.0"
"1574266159398","3336590.0"
"1574266159448","3323129.0"
"1574266159498","3306524.0"
"1574266159544","3296217.0"
"1574266159594","3278730.0"
"1574266159643","3263362.0"
"1574266159688","3248932.0"
"1574266159739","3233194.0"
"1574266159787","3221798.0"
"1574266159838","3207346.0"
"1574266159880","3181773.0"
"1574266159934","3162016.0"
"1574266159980","3139801.0"
"1574266160028","3122927.0"
"1574266160079","3111328.0"
"1574266160257","3099018.0"
"1574266160257","3076226.0"
"1574266160257","3063365.0"
"1574266160303","3059575.0"
"1574266160376","3050219.0"
"1574266160376","3051891.0"
"1574266160415","3057123.0"
"1574266160461","3060482.0"
"1574266160513","3047084.0"
"1574266160559","3049803.0"
"1574266160614","3041426.0"
"1574266160660","3013881.0"
"1574266160710","2996175.0"
"1574266160756","2993533.0"
"1574266160803","2992367.0"
"1574266160850","2987899.0"
"1574266160900","2984305.0"
"1574266160950","2979451.0"
"1574266160997","2980705.0"
"1574266161045","2984897.0"
"1574266161095","2989594.0"
"1574266161142","2996859.0"
"1574266161190","2999745.0"
"1574266161241","3005756.0"
"1574266161288","3014465.0"
"1574266161341","3022819.0"
"1574266161388","3030306.0"
"1574266161440","3033876.0"
"1574266161480","3027019.0"
"1574266161530","3014883.0"
"1574266161579","3008737.0"
"1574266161658","3006142.0"
"1574266161683","3006325.0"
"1574266161778","3007459.0"
"1574266161778","3012370.0"
"1574266161841","3003733.0"
"1574266161869","2993519.0"
"1574266161919","3001376.0"
"1574266161963","3043537.0"
"1574266162013","3043797.0"
"1574266162062","3042182.0"
"1574266162109","3050756.0"
"1574266162324","3085968.0"
"1574266162326","3102713.0"
"1574266162326","3072735.0"
"1574266162327","3098632.0"
"1574266162375","3076258.0"
"1574266162448","3064580.0"
"1574266162459","3083682.0"
"1574266162499","3105275.0"
"1574266162547","3112248.0"
"1574266162596","3247678.0"
"1574266162646","3201135.0"
"1574266162693","3192145.0"
"1574266162746","3165381.0"
"1574266162789","3146861.0"
"1574266162842","3149005.0"
"1574266162886","3134805.0"
"1574266162936","3131408.0"
"1574266162984","3142479.0"
"1574266163032","3092453.0"
"1574266163080","3177691.0"
"1574266163129","3139098.0"
"1574266163178","3156886.0"
"1574266163225","3152440.0"
"1574266163275","3138958.0"
"1574266163323","3140280.0"
"1574266163370","3145671.0"
"1574266163420","3152961.0"
"1574266163468","3160494.0"
"1574266163517","3164034.0"
"1574266163565","3170637.0"
"1574266163613","3174515.0"
"1574266163663","3178101.0"
"1574266163710","3186297.0"
"1574266163759","3193437.0"
"1574266163807","3191562.0"
"1574266163855","3194020.0"
"1574266163902","3201521.0"
"1574266163950","3205187.0"
"1574266163998","3204146.0"
"1574266164050","3200757.0"
"1574266164097","3198126.0"
"1574266164282","3197155.0"
"1574266164282","3199835.0"
"1574266164282","3200568.0"
"1574266164305","3199583.0"
"1574266164383","3205447.0"
"1574266164393","3207984.0"
"1574266164440","3210538.0"
"1574266164485","3213659.0"
"1574266164538","3212909.0"
"1574266164582","3214541.0"
"1574266164629","3221697.0"
"1574266164679","3226394.0"
"1574266164724","3234935.0"
"1574266164776","3237892.0"
"1574266164826","3243668.0"
"1574266164870","3251368.0"
"1574266164921","3258042.0"
"1574266164966","3258412.0"
"1574266165015","3251210.0"
"1574266165066","3239105.0"
"1574266165122","3242225.0"
"1574266165167","3237719.0"
"1574266165215","3242573.0"
"1574266165260","3244684.0"
"1574266165308","3240610.0"
