time,x,y,z
1583189655561,-0.10948953,0.16796571,-0.8932221
1583189655561,-0.10917947,0.17205034,-0.8928643
1583189655564,-0.108977474,0.17652549,-0.8925128
1583189655565,-0.10780911,0.17859863,-0.8921767
1583189655574,-0.10675898,0.17793792,-0.89206207
1583189655574,-0.10584026,0.1774053,-0.89195484
1583189655701,-0.10566687,0.17796516,-0.8918579
1583189655745,-0.105689935,0.17774735,-0.8918875
1583189655745,-0.106665485,0.17715403,-0.89213604
1583189655766,-0.10749419,0.17670274,-0.89234054
1583189655767,-0.10754724,0.17623487,-0.89240414
1583189655784,-0.10729387,0.17617211,-0.89236474
1583189655784,-0.10708026,0.17641382,-0.8922977
1583189655787,-0.10690303,0.17708695,-0.8921875
1583189655789,-0.107069366,0.17790015,-0.89212346
1583189655802,-0.10737697,0.17881675,-0.89198023
1583189655804,-0.10764765,0.17943405,-0.891834
1583189655846,-0.1079044,0.179611,-0.8917014
1583189655849,-0.10822054,0.17972632,-0.8914929
1583189655851,-0.108584985,0.18018968,-0.89117664
1583189655876,-0.10896077,0.18133418,-0.8907879
1583189655889,-0.10915904,0.18222581,-0.8903863
1583189655913,-0.10952442,0.18284342,-0.8900504
1583189655933,-0.11009117,0.18310113,-0.8897535
1583189655953,-0.1109556,0.18339819,-0.88951373
1583189655977,-0.11157422,0.18372175,-0.88920355
1583189655989,-0.11180155,0.1841177,-0.88898486
1583189656014,-0.11190208,0.18463932,-0.8890577
1583189656032,-0.11163415,0.18383011,-0.8890564
1583189656053,-0.112153664,0.1846762,-0.8888287
1583189656079,-0.11294733,0.18676643,-0.8886677
1583189656090,-0.113434575,0.18791905,-0.88896453
1583189656113,-0.11255714,0.18806078,-0.88941956
1583189656129,-0.111001596,0.18723443,-0.8898854
1583189656153,-0.10967895,0.1865052,-0.890366
1583189656178,-0.10832735,0.1862313,-0.8906268
1583189656194,-0.10725333,0.18677081,-0.89056796
1583189656214,-0.10649979,0.18796366,-0.8902043
1583189656229,-0.10650362,0.18956633,-0.88967955
1583189656253,-0.106978156,0.19023755,-0.8887975
1583189656275,-0.108208865,0.19103837,-0.8873331
1583189656294,-0.109914504,0.19250356,-0.8850153
1583189656314,-0.11265659,0.19427614,-0.88184005
1583189656328,-0.11841419,0.20029183,-0.8762925
1583189656353,-0.12792748,0.21091115,-0.8688452
1583189656373,-0.14084053,0.22417869,-0.85871696
1583189656394,-0.15770774,0.2380132,-0.8447931
