time,value
1586946904286,0
1586946905256,0
1586946906223,0
1586946907188,0
1586946908157,0
1586946909124,0
1586946910093,0
1586946911061,0
1586946912028,0
1586946912994,0
1586946913963,0
1586946914960,0
1586946915928,0
1586946916903,0
1586946917869,0
1586946919319,0
1586946920286,0
1586946921276,0
1586946922242,0
1586946922948,0
1586946923931,0
1586946924861,0
1586946926306,0
1586946927756,0
1586946927882,0
1586946929331,0
1586946929863,102
1586946931311,102
1586946932278,102
1586946933253,102
1586946934715,103
1586946934856,103
1586946936305,103
1586946937271,103
1586946938239,103
1586946939208,103
1586946940176,103
1586946941141,103
1586946942109,103
1586946943558,103
1586946944525,102
1586946945013,102
1586946945978,101
1586946946946,100
1586946947915,100
1586946948884,100
1586946950331,100
1586946951298,100
1586946952746,100
1586946952954,100
1586946953923,100
1586946954891,99
1586946955856,98
1586946957777,96
1586946957905,94
1586946959351,92
1586946960321,92
1586946961296,94
1586946962263,97
1586946963231,100
1586946964198,103
1586946965166,104
1586946966141,105
1586946967123,104
1586946968104,103
1586946969071,102
1586946970031,102
1586946971001,103
1586946971966,104
1586946972934,104
1586946973903,104
1586946974871,103
1586946976318,102
1586946977286,101
1586946978253,101
1586946979236,100
1586946980202,99
1586946981170,98
1586946981853,98
1586946983301,98
1586946984266,98
1586946984876,98
1586946986324,99
1586946986856,100
1586946987876,101
1586946989323,101
1586946989871,101
1586946991318,100
1586946992286,99
1586946993276,99
1586946993881,99
1586946995336,99
1586946995886,99
1586946996860,99
1586946997926,100
1586946999913,102
1586946999914,104
1586947000865,105
1586947002794,107
1586947002860,109
1586947004306,111
1586947005409,113
1586947006281,115
1586947007248,117
1586947008214,117
1586947009198,118
1586947010186,119
1586947011051,120
1586947012295,121
1586947012880,122
1586947014328,123
1586947015189,123
1586947016173,124
1586947016891,125
1586947017868,126
1586947019316,127
1586947020284,128
1586947021130,128
1586947022098,129
1586947023073,129
1586947024041,130
1586947025009,131
1586947025975,132
1586947026943,132
1586947027911,132
1586947028878,132
1586947030326,132
1586947031293,132
1586947032738,132
1586947032868,132
1586947034314,133
1586947035283,134
1586947036730,134
1586947036911,135
1586947037878,136
1586947039324,138
1586947040293,139
1586947041261,139
1586947042226,139
1586947043196,139
1586947044178,139
1586947045138,140
1586947045931,142
1586947046892,143
1586947047861,143
1586947049308,144
1586947050763,144
1586947050868,144
1586947051857,145
1586947053319,145
1586947054288,145
1586947055302,145
1586947055908,146
1586947056876,146
1586947057864,146
1586947058899,146
1586947059867,145
1586947061323,145
1586947061923,145
1586947062888,145
1586947063858,146
1586947065306,146
1586947066272,147
1586947067241,147
1586947068201,147
1586947069168,147
1586947070136,147
1586947071117,147
1586947072086,148
1586947073059,149
1586947073967,149
1586947075662,150
1586947076150,151
1586947077118,152
1586947078084,152
1586947079051,152
1586947080033,152
1586947081003,152
1586947081969,152
1586947083418,151
1586947083906,151
1586947084871,150
1586947086274,150
1586947087610,150
1586947087856,150
1586947089776,150
1586947089906,151
1586947090873,151
1586947092319,152
1586947093288,153
1586947093888,154
1586947094870,154
1586947096318,155
1586947097283,155
1586947098261,156
1586947099227,156
1586947100196,156
1586947101161,0
1586947102129,0
1586947103111,0
1586947104071,0
1586947105041,0
1586947106008,0
1586947106991,158
1586947107956,158
1586947108926,159
1586947109893,159
1586947110859,159
1586947112308,159
1586947113276,159
1586947114241,159
1586947115208,159
1586947116178,160
1586947117151,161
1586947118165,161
1586947119133,162
1586947120101,162
1586947121068,163
1586947122036,163
1586947123010,164
1586947123970,0
1586947124938,0
1586947125906,0
1586947126873,0
1586947128321,0
1586947129288,163
1586947130256,163
1586947131223,163
1586947132191,163
1586947133156,163
1586947134123,163
1586947135092,163
1586947136076,164
1586947137043,166
1586947138026,166
1586947138991,167
1586947139961,167
1586947140928,167
1586947141895,167
1586947142863,167
1586947144310,167
1586947145278,168
1586947146246,168
1586947147213,169
1586947148181,168
1586947149148,168
1586947150596,167
1586947151082,168
1586947152051,168
1586947153054,169
1586947154021,168
1586947154991,167
1586947156438,167
1586947156924,167
1586947157893,167
1586947159347,167
1586947160324,167
1586947161288,167
1586947162266,167
1586947162903,0
1586947163886,0
1586947164852,168
1586947166294,169
1586947167268,169
1586947168236,169
1586947169203,169
1586947170171,169
1586947171138,169
1586947172104,169
1586947173073,169
1586947174047,169
1586947175016,169
1586947175983,170
1586947176950,170
1586947177918,170
1586947178886,170
1586947179853,170
1586947181308,171
1586947182289,170
1586947183258,170
1586947184241,169
1586947185208,168
1586947186173,168
1586947187143,169
1586947188116,168
1586947189574,167
1586947190030,166
1586947190999,166
1586947191913,167
1586947192896,166
1586947193868,166
1586947195318,164
1586947196224,164
1586947197193,164
1586947197919,165
1586947198887,167
1586947199856,167
1586947201296,167
1586947202263,166
1586947203223,165
1586947204191,165
1586947205156,165
1586947206126,166
1586947207108,166
1586947208073,166
1586947209056,166
1586947210026,166
1586947211008,165
1586947211976,165
1586947212941,165
1586947213910,164
1586947214878,164
1586947216324,163
1586947217293,163
1586947218261,163
1586947220186,163
1586947220187,162
1586947220863,162
1586947222311,162
1586947223278,163
1586947224246,163
1586947225212,163
1586947227138,162
1586947227142,162
1586947228108,161
1586947228851,160
1586947230183,159
1586947231153,157
1586947232599,156
1586947233568,155
1586947234056,155
1586947235021,155
1586947235989,156
1586947236972,156
1586947237939,156
1586947238906,157
1586947239876,157
1586947241323,158
1586947242769,158
1586947242898,158
1586947243866,159
1586947245311,160
1586947246278,161
1586947247248,162
1586947248214,162
1586947249190,162
1586947250166,161
1586947251133,162
1586947252099,162
1586947253068,163
1586947254058,162
1586947254988,162
1586947255956,163
1586947256938,164
1586947257904,164
1586947258873,164
1586947260276,164
1586947261326,165
1586947262293,166
1586947263261,166
1586947264708,166
1586947266154,165
1586947266154,166
1586947267123,166
1586947268091,167
1586947269087,166
1586947269920,166
1586947271344,167
1586947272365,168
1586947275666,168
1586947275666,169
1586947275668,169
1586947276151,169
1586947277121,169
1586947278086,169
1586947279536,169
1586947280023,169
1586947280988,170
1586947281972,170
1586947282941,170
1586947283929,170
1586947285378,170
1586947285863,170
1586947287313,170
1586947288288,170
1586947289254,170
1586947290236,170
1586947291205,170
1586947292113,170
1586947294038,171
1586947294040,171
1586947295008,171
1586947295976,172
1586947296942,172
1586947297911,172
1586947298886,172
1586947299853,172
1586947301301,172
1586947302266,172
1586947303243,172
1586947304232,172
1586947305028,173
1586947305996,173
1586947307443,173
1586947307930,173
