"1573038261148","(0.07315744, 0.030022094, -0.59496814)"
"1573038261156","(0.07275679, 0.029773628, -0.5874426)"
"1573038261228","(0.072340325, 0.029159388, -0.59863734)"
"1573038261246","(0.07206062, 0.02820122, -0.6148298)"
"1573038261262","(0.070945196, 0.028710634, -0.6182088)"
"1573038261264","(0.06807274, 0.031391524, -0.61734796)"
"1573038261275","(0.064331785, 0.0338736, -0.62491894)"
"1573038261282","(0.061702378, 0.03476168, -0.641894)"
"1573038261289","(0.06010252, 0.035371188, -0.65184265)"
"1573038261328","(0.057567406, 0.036310825, -0.65286964)"
"1573038261328","(0.05354026, 0.037996925, -0.6488154)"
"1573038261414","(0.048783343, 0.039247196, -0.6446208)"
"1573038261425","(0.04367063, 0.040140137, -0.6359832)"
"1573038261443","(0.037161123, 0.04124498, -0.6207375)"
"1573038261446","(0.029750856, 0.04218631, -0.6038904)"
"1573038261448","(0.023735102, 0.043589696, -0.5903432)"
"1573038261453","(0.01837527, 0.04590258, -0.5821307)"
"1573038261470","(0.012374048, 0.04972055, -0.57642275)"
"1573038261516","(0.0055263904, 0.054040395, -0.5720499)"
"1573038261530","(-9.7296946E-4, 0.05771466, -0.5672)"
"1573038261530","(-0.007273975, 0.06235954, -0.5607836)"
"1573038261552","(-0.013494742, 0.06791331, -0.5460073)"
"1573038261565","(-0.01766794, 0.07286244, -0.5196346)"
"1573038261586","(-0.020758795, 0.07760834, -0.49650556)"
"1573038261614","(-0.022580221, 0.08240421, -0.488028)"
"1573038261625","(-0.022205997, 0.085577175, -0.48671263)"
"1573038261647","(-0.020351477, 0.08613004, -0.4737562)"
"1573038261665","(-0.019442696, 0.08768361, -0.4536853)"
"1573038261684","(-0.020649184, 0.0913604, -0.43871656)"
"1573038261712","(-0.019832695, 0.09474652, -0.43506202)"
"1573038261725","(-0.015347828, 0.09693481, -0.44034275)"
"1573038261749","(-0.01180754, 0.09871122, -0.43918148)"
"1573038261765","(-0.012059789, 0.10236304, -0.43303517)"
"1573038261785","(-0.011664686, 0.10647257, -0.42833817)"
"1573038261810","(-0.0074092867, 0.109376386, -0.43482453)"
"1573038261825","(-0.002217425, 0.11016077, -0.43808678)"
"1573038261851","(9.2816073E-4, 0.1099993, -0.43741068)"
"1573038261868","(0.003025644, 0.11153026, -0.4524163)"
"1573038261886","(0.0045456924, 0.11391473, -0.4696124)"
"1573038261906","(0.003931912, 0.11571336, -0.47267297)"
"1573038261925","(0.004783074, 0.116739884, -0.47518474)"
"1573038261952","(0.00789207, 0.11693719, -0.47405225)"
"1573038261966","(0.012230202, 0.11755059, -0.46936557)"
"1573038261985","(0.017447788, 0.118339375, -0.47101772)"
"1573038262008","(0.019142054, 0.11902349, -0.46421152)"
"1573038262026","(0.017225605, 0.12070745, -0.4574191)"
"1573038262054","(0.016713886, 0.12215387, -0.45666218)"
"1573038262066","(0.01860669, 0.12279012, -0.45838186)"
"1573038262086","(0.020979013, 0.1230744, -0.45954108)"
"1573038262106","(0.024765752, 0.12335696, -0.4688032)"
"1573038262125","(0.027384862, 0.12539443, -0.47189313)"
"1573038262152","(0.030433036, 0.1283712, -0.4600426)"
"1573038262165","(0.043407854, 0.1300899, -0.4738636)"
"1573038262195","(0.059110217, 0.12884635, -0.49598014)"
"1573038262205","(0.06468076, 0.12840776, -0.49041215)"
"1573038262225","(0.06288185, 0.12951198, -0.4778324)"
"1573038262250","(0.059200972, 0.12971157, -0.47295502)"
"1573038262264","(0.0537061, 0.12880383, -0.46930236)"
"1573038262294","(0.04630544, 0.12787259, -0.46211538)"
"1573038262306","(0.03802327, 0.12674972, -0.45766073)"
"1573038262326","(0.030706996, 0.12534995, -0.45681375)"
"1573038262347","(0.024779525, 0.12279006, -0.45633805)"
"1573038262365","(0.019305808, 0.118819, -0.45434794)"
"1573038262394","(0.012805433, 0.115048476, -0.45090672)"
"1573038262406","(0.0058610127, 0.11162423, -0.4538486)"
"1573038262426","(-0.003546878, 0.10875938, -0.45604)"
"1573038262447","(-0.020197457, 0.10794872, -0.45207822)"
"1573038262466","(-0.043940775, 0.111466974, -0.4549389)"
"1573038262495","(-0.06489437, 0.11613403, -0.47075498)"
"1573038262511","(-0.08872255, 0.12102785, -0.47434253)"
"1573038262525","(-0.11820902, 0.1283074, -0.46995723)"
"1573038262548","(-0.14929296, 0.13723497, -0.46002704)"
"1573038262566","(-0.1804694, 0.14627945, -0.44091657)"
"1573038262592","(-0.20867074, 0.15538338, -0.4177926)"
"1573038262605","(-0.23208378, 0.1644682, -0.39100504)"
"1573038262627","(-0.25512666, 0.17337205, -0.359788)"
"1573038262645","(-0.28228438, 0.1833995, -0.3260033)"
"1573038262664","(-0.3119049, 0.19165544, -0.2870974)"
"1573038262691","(-0.33781248, 0.19727828, -0.24743691)"
"1573038262706","(-0.3573709, 0.19872525, -0.20449679)"
"1573038262730","(-0.3716924, 0.20064569, -0.1692153)"
"1573038262746","(-0.38680264, 0.19835109, -0.13022937)"
"1573038262765","(-0.40139735, 0.19298558, -0.09102508)"
"1573038262791","(-0.41091993, 0.18622859, -0.05469657)"
"1573038262806","(-0.41252202, 0.17921141, -0.021913247)"
"1573038262832","(-0.410177, 0.17159936, 0.00979795)"
