time,value
1586005249078,0
1586005250084,0
1586005251080,0
1586005252078,0
1586005253054,0
1586005254049,0
1586005255024,0
1586005256023,76
1586005257464,80
1586005258916,85
1586005259076,85
1586005260071,85
1586005261580,86
1586005262128,86
1586005263125,88
1586005264122,91
1586005265188,93
1586005266328,95
1586005267303,96
1586005268301,97
1586005269298,98
1586005270153,98
1586005271150,98
1586005272110,98
1586005273113,99
1586005274112,101
1586005275141,103
1586005276136,105
1586005277120,108
1586005278116,110
1586005279116,111
1586005280113,112
1586005281110,112
1586005282107,112
1586005283082,113
1586005284080,113
1586005285078,114
1586005286075,113
1586005287109,112
1586005288086,111
1586005289060,109
1586005290539,107
1586005291054,107
1586005292053,107
1586005293051,107
1586005294048,108
1586005295022,110
1586005296019,111
1586005297460,113
1586005298458,113
1586005299936,114
1586005300033,113
1586005301030,112
1586005302027,110
1586005303025,109
1586005304466,107
1586005305463,104
1586005306438,101
1586005307471,97
1586005308395,94
1586005309874,91
1586005310031,90
1586005311028,90
1586005312025,90
1586005313466,91
1586005314461,93
1586005315468,94
1586005316496,96
1586005317492,97
1586005318946,98
1586005319104,99
1586005320101,99
1586005321130,99
1586005322127,99
1586005323186,97
1586005324211,96
1586005325338,95
1586005326426,94
1586005327423,94
1586005328434,94
1586005329433,93
1586005330460,93
1586005331456,92
1586005332461,92
1586005333461,92
1586005335418,91
1586005335448,90
1586005336476,90
1586005337458,90
1586005338455,90
1586005339428,89
1586005340427,89
1586005341426,89
1586005342423,89
1586005343420,89
1586005344334,89
1586005345333,89
1586005346331,90
1586005347066,90
1586005348062,90
1586005349060,88
1586005350516,87
1586005351033,85
1586005352030,83
1586005353027,82
1586005354025,82
1586005355466,83
1586005356464,85
1586005357462,86
1586005358458,87
1586005359453,87
1586005360452,87
1586005361429,85
1586005362403,84
1586005363376,81
1586005364354,79
1586005365378,77
1586005366356,76
1586005367353,75
1586005368356,75
1586005369333,76
1586005370330,77
1586005371276,79
1586005372273,81
1586005373270,81
1586005374267,80
1586005375243,79
1586005376458,78
1586005377455,77
1586005378431,76
1586005379391,74
1586005380390,73
1586005381394,71
1586005382391,69
1586005383388,68
1586005384385,67
1586005385360,66
1586005386359,64
1586005387362,63
1586005388361,63
1586005389784,64
1586005390063,66
1586005391038,67
1586005392035,68
1586005393032,68
1586005394030,68
1586005395028,66
1586005396025,65
1586005397466,63
1586005398462,62
1586005399461,62
1586005400458,63
1586005401455,64
1586005402453,64
1586005403429,64
1586005404425,62
1586005405423,61
1586005406421,59
1586005407418,57
1586005408394,56
1586005409389,56
1586005410366,57
1586005411364,59
1586005412359,61
1586005413336,63
1586005414309,64
1586005415345,65
1586005416342,65
1586005417303,64
1586005418217,63
1586005419216,62
1586005420213,62
1586005421255,63
1586005422230,64
1586005423204,65
1586005424205,67
1586005425200,69
1586005426176,70
1586005427172,72
1586005428118,73
1586005429113,75
1586005430111,78
1586005431111,81
1586005432086,83
1586005433563,85
1586005434620,86
1586005435116,86
1586005436113,85
1586005437110,84
1586005438121,83
1586005439121,81
1586005440178,80
1586005441176,79
1586005442172,77
1586005443169,76
1586005444146,74
1586005445150,72
1586005446126,71
1586005447184,69
1586005448129,68
1586005449132,68
1586005450055,69
1586005451031,70
1586005452028,72
1586005453025,73
1586005454466,73
1586005455462,73
1586005456461,72
1586005457458,71
1586005458433,69
1586005459429,68
1586005460428,66
1586005461424,66
1586005462423,67
1586005463420,68
1586005464417,68
1586005465413,68
1586005466413,67
1586005467412,66
1586005468408,64
1586005469383,62
1586005470379,61
1586005471379,60
1586005472377,61
1586005473371,61
1586005474348,61
1586005475344,61
1586005476343,60
1586005477400,59
1586005478398,59
1586005479374,60
1586005480370,60
1586005481368,60
1586005482366,60
1586005483311,61
1586005484286,60
1586005485283,59
1586005486280,58
1586005487239,57
1586005488243,56
1586005489214,57
