time,value,accuracy
1586005254604,84.56014,2
1586005255582,84.56014,3
1586005256559,84.56014,3
1586005257534,84.45036,3
1586005258508,84.45036,3
1586005259482,84.46512,3
1586005260458,84.466965,2
1586005261438,84.46719,1
1586005262409,84.34413,1
1586005263381,85.45375,1
1586005264351,85.45375,1
1586005265328,85.6974,1
1586005266297,84.37182,1
1586005267274,84.40993,1
1586005268251,84.43931,1
1586005269221,84.507545,1
1586005270196,84.507545,1
1586005271174,87.165794,1
1586005272144,88.440796,1
1586005273122,89.84351,1
1586005274096,90.127464,1
1586005275072,90.144226,1
1586005276044,90.144226,1
1586005277020,90.07471,1
1586005277991,91.30617,1
1586005278967,89.8763,2
1586005279943,89.808136,2
1586005280912,91.31395,2
1586005281889,91.31395,2
1586005282866,91.612915,1
1586005283835,91.70846,1
1586005284810,93.54925,1
1586005285788,96.91789,1
1586005286759,100.72089,1
1586005287730,100.72089,1
1586005288706,101.12217,1
1586005289683,100.31201,2
1586005290659,100.33574,2
1586005291633,102.18586,2
1586005292605,102.428085,2
1586005293583,102.428085,2
1586005294553,102.45837,2
1586005295525,102.45119,2
1586005296503,102.38502,2
1586005297475,102.330246,2
1586005298448,102.3234,2
1586005299423,102.3234,2
1586005300395,102.32255,1
1586005301373,102.33896,1
1586005302349,102.9041,1
1586005303322,103.12624,1
1586005304298,103.29104,1
1586005305271,103.29104,1
1586005306244,103.44405,1
1586005307219,103.593216,1
1586005308198,103.74013,1
1586005309165,103.88506,1
1586005310140,104.02817,1
1586005311114,104.02817,1
1586005312094,104.04605,1
1586005313070,104.512276,0
1586005314036,104.63997,1
1586005315010,105.02028,1
1586005315986,105.03707,1
1586005316953,105.03707,1
1586005317931,105.16401,1
1586005318908,105.15266,1
1586005319877,105.36589,1
1586005320853,105.74025,1
1586005321825,107.67025,1
1586005322799,107.67025,1
1586005323773,108.44145,1
1586005324744,108.43362,1
1586005325719,107.150764,1
1586005326697,106.79494,1
1586005327663,106.79649,0
1586005328638,106.79649,0
1586005329615,106.79669,1
1586005330586,104.326614,2
1586005331562,99.95848,2
1586005332534,97.28358,2
1586005333510,96.3855,1
