time,value,accuracy
1586777886578,108.92624,2
1586777887545,108.92624,2
1586777888515,108.92624,2
1586777889489,108.92624,2
1586777890466,108.92624,3
1586777891438,108.92624,2
1586777892407,109.32645,3
1586777893379,109.32645,3
1586777894354,109.3905,3
1586777895327,109.40193,3
1586777896296,110.36533,3
1586777897271,111.268936,3
1586777898239,112.41402,3
1586777899204,112.41402,3
1586777900190,112.618385,3
1586777901152,113.66681,3
1586777902128,114.843765,3
1586777903107,115.308914,2
1586777904079,115.36706,2
1586777905043,115.36706,2
1586777906015,115.37433,2
1586777906991,115.34077,2
1586777907960,114.31379,2
1586777908934,113.30668,2
1586777909906,111.11353,2
1586777910875,111.11353,2
1586777911856,110.80558,2
1586777912826,110.76709,3
1586777913800,110.762276,3
1586777914770,110.79948,3
1586777915746,110.83792,3
1586777916716,110.83792,3
1586777917691,110.86812,3
1586777918663,110.88538,3
1586777919635,110.89494,3
1586777920608,110.89825,2
1586777921579,110.90408,2
1586777922552,110.90408,2
1586777923529,111.91644,2
1586777924498,113.10975,1
1586777925472,114.61243,1
1586777926444,115.19899,1
1586777927418,116.69433,1
1586777928390,116.69433,1
1586777929364,118.014626,1
1586777930336,119.38436,1
1586777931306,120.95814,1
1586777932280,121.391174,1
1586777933249,121.45134,1
1586777934221,121.45134,1
1586777935194,121.77704,1
1586777936175,121.68234,3
1586777937145,127.7624,3
1586777938118,134.2607,2
1586777939087,135.60739,2
1586777940053,135.60739,2
1586777941036,136.25467,1
1586777942008,136.40479,1
1586777942981,138.07425,1
1586777943944,138.72649,1
1586777944919,139.53775,1
1586777945892,139.53775,1
1586777946870,139.76413,1
1586777947838,139.75186,2
1586777948808,143.57602,2
1586777949783,144.55768,1
1586777950752,145.44946,1
1586777951725,145.44946,1
1586777952705,145.57335,1
1586777953679,145.46198,1
1586777954653,145.18542,3
1586777955617,152.62231,3
1586777956602,155.85236,3
1586777957575,155.85236,3
1586777958547,157.11896,3
1586777959516,157.87576,3
1586777960494,159.03992,2
1586777961463,159.32079,1
1586777962445,159.67555,1
1586777963414,159.67555,1
1586777964391,159.73944,1
1586777965365,159.57445,1
1586777966330,159.69748,1
1586777967314,159.91896,1
1586777968285,158.86519,2
1586777969258,158.86519,2
1586777970239,160.46954,1
1586777971201,160.73134,1
1586777972180,161.00136,1
1586777973146,161.2776,1
1586777974132,161.55876,1
1586777975101,161.55876,1
1586777976079,161.84337,1
1586777977050,162.1303,1
1586777978028,162.41873,1
1586777979003,162.70781,1
1586777979979,162.99683,1
1586777980950,162.99683,1
1586777981926,163.28542,1
1586777982899,163.573,1
1586777983874,163.85909,1
1586777984844,164.14343,1
1586777985820,164.4259,1
1586777986798,164.4259,1
1586777987775,164.70616,1
1586777988746,164.98407,1
1586777989722,164.93062,2
1586777990699,164.84897,1
1586777991667,164.04375,1
1586777992645,164.04375,1
1586777993614,162.11636,1
1586777994591,161.71533,1
1586777995572,160.89934,1
1586777996547,159.99117,1
1586777997523,159.34715,1
1586777998500,159.34715,1
1586777999474,158.77913,1
1586778000448,158.80527,1
1586778001417,158.89108,1
1586778002393,159.13922,2
1586778003374,163.45422,2
1586778004349,163.45422,2
1586778005321,164.5802,3
1586778006293,165.25948,3
1586778007276,168.21411,3
1586778008252,168.92964,3
1586778009226,169.7105,3
1586778010201,169.7105,3
1586778011183,169.61597,3
1586778012148,169.44084,3
1586778013131,169.24886,3
1586778014104,169.10796,3
1586778015083,168.99097,3
1586778016060,168.99097,3
1586778017037,169.41089,3
1586778018010,169.37361,3
1586778018987,169.29265,3
1586778019965,168.31477,3
1586778020940,168.04443,3
1586778021916,168.04443,3
1586778022887,167.0167,3
1586778023870,166.69826,3
1586778024845,165.61801,3
1586778025824,165.51405,3
1586778026802,165.55101,3
1586778027779,165.55101,3
1586778028753,165.59808,3
1586778029731,166.99893,3
1586778030707,167.21223,3
1586778031677,168.37952,3
1586778032656,168.48225,3
1586778033631,168.48225,3
1586778034619,168.45287,3
1586778035593,168.41014,2
1586778036572,168.42842,3
1586778037543,169.73256,2
1586778038527,171.12851,2
1586778039504,171.12851,2
1586778040480,171.19684,1
1586778041449,171.11516,1
1586778042429,171.01306,1
1586778043406,170.9015,1
1586778044386,170.83379,1
1586778045367,170.83379,1
1586778046344,170.7796,2
1586778047321,170.73395,3
1586778048299,170.69522,3
1586778049275,170.62129,3
1586778050250,170.57799,3
