time,value
1582914363741,0
1582914364640,0
1582914365663,0
1582914366663,0
1582914367658,0
1582914368647,0
1582914369684,0
1582914370631,0
1582914371709,85
1582914372740,99
1582914373639,112
1582914374675,111
1582914375711,110
1582914376699,109
1582914377690,107
1582914378635,106
1582914379670,104
1582914380662,102
1582914381652,99
1582914382640,97
1582914383634,96
1582914384664,96
1582914385655,96
1582914386655,98
1582914387682,100
1582914388671,101
1582914389694,102
1582914390728,103
1582914391639,104
1582914392620,105
1582914393620,106
1582914394655,107
1582914395690,108
1582914396635,109
1582914397627,111
1582914398604,112
1582914399651,114
1582914400732,116
1582914401632,118
1582914402711,119
1582914403655,121
1582914404736,122
1582914405681,123
1582914406625,124
1582914407660,124
1582914408740,125
1582914409641,125
1582914410619,126
1582914411619,126
1582914412698,126
1582914413645,126
1582914414726,126
1582914415669,125
1582914416705,125
1582914417741,125
1582914418641,124
1582914419677,123
1582914420619,124
1582914421654,124
1582914422690,125
1582914423726,125
1582914424716,126
1582914425619,128
1582914426744,130
1582914427735,132
1582914428683,133
1582914429624,134
1582914430659,134
1582914431648,135
1582914432683,136
1582914433672,137
1582914434712,137
1582914435753,136
1582914436688,136
1582914437722,137
1582914438623,137
1582914439658,136
1582914440697,135
1582914441685,134
1582914442724,135
1582914443709,135
1582914444746,135
1582914445644,135
1582914446680,135
1582914447625,135
1582914448658,136
1582914449648,137
1582914450638,137
1582914451676,137
1582914452622,138
1582914453700,139
1582914454644,139
1582914455634,138
1582914456624,138
1582914457710,138
1582914458649,139
1582914459684,139
1582914460627,138
1582914461709,138
1582914462745,138
1582914463644,139
1582914464726,139
1582914465714,139
1582914466658,138
1582914467649,138
1582914468684,139
1582914469722,140
1582914470744,140
1582914471748,140
1582914472741,140
1582914473635,138
1582914474669,137
1582914475659,137
1582914476649,139
1582914477639,140
1582914478713,140
1582914479709,140
1582914480752,139
1582914481686,139
1582914482714,139
1582914483624,139
1582914484660,139
1582914485651,138
1582914486743,137
1582914487674,138
1582914488709,139
1582914489654,139
1582914490644,139
1582914491680,138
1582914492623,138
1582914493704,139
1582914494739,140
1582914495729,140
1582914496673,139
1582914497619,138
1582914498702,137
1582914499644,137
1582914500723,138
1582914501624,139
1582914502735,140
1582914503649,140
1582914504683,139
1582914505724,138
1582914506709,138
1582914507744,137
1582914508646,136
1582914509725,136
1582914510624,136
1582914511660,136
1582914512648,136
1582914513731,137
1582914514722,137
1582914515667,138
1582914516653,138
1582914517687,137
1582914518624,137
1582914519705,138
1582914520660,139
1582914521648,141
1582914522688,141
1582914523716,141
1582914524708,140
1582914525699,140
1582914526643,139
1582914527679,139
1582914528715,138
1582914529661,137
1582914530647,136
1582914531672,136
1582914532675,136
1582914533709,135
1582914534653,135
1582914535676,135
1582914536633,136
1582914537669,137
1582914538751,137
1582914539695,137
1582914540639,136
1582914541672,135
1582914542618,135
1582914543744,135
1582914544642,134
1582914545681,133
1582914546626,132
1582914547661,132
1582914548650,131
1582914549684,130
1582914550628,130
1582914551708,130
1582914552744,130
1582914553643,130
1582914554728,130
1582914555624,130
1582914556705,130
1582914557695,131
1582914558641,131
1582914559674,132
1582914560707,132
1582914561699,133
1582914562734,134
1582914563637,134
1582914564670,135
1582914565659,136
1582914566648,136
1582914567684,137
1582914568676,136
1582914569710,136
1582914570701,136
1582914571642,136
1582914572633,135
1582914573712,134
1582914574614,133
1582914575649,133
1582914576639,133
1582914577675,133
1582914578708,133
1582914579661,132
1582914580642,132
1582914581637,132
1582914582629,132
1582914583660,132
1582914584649,133
1582914585684,134
1582914586673,135
1582914587712,136
1582914588743,137
1582914589643,137
1582914590725,137
1582914591621,137
1582914592655,137
1582914593690,138
1582914594685,138
1582914595628,138
1582914596708,138
1582914597744,137
1582914598646,137
1582914599679,138
1582914600713,139
1582914601701,140
1582914602649,139
1582914603641,138
1582914604681,138
1582914605710,139
1582914606656,139
1582914607734,138
1582914608638,136
1582914609625,134
1582914610660,133
1582914611703,133
1582914612685,132
1582914613629,133
1582914614668,133
1582914615703,135
1582914616642,136
1582914617634,137
1582914618624,138
1582914619615,138
1582914620653,138
1582914621642,140
1582914622631,141
1582914623710,141
1582914624653,140
1582914625746,139
1582914626635,140
1582914627628,141
1582914628704,141
1582914629693,140
1582914630715,139
1582914631678,138
1582914632665,138
1582914633653,138
1582914634690,138
1582914635686,136
1582914636625,135
1582914637705,134
1582914638726,134
1582914639684,133
1582914640628,133
1582914641621,133
1582914642654,133
1582914643689,132
1582914644725,132
1582914645623,132
1582914646661,132
1582914647697,132
1582914648639,132
1582914649675,132
1582914650711,132
1582914651702,132
1582914652733,133
1582914653681,134
1582914654625,135
1582914655661,136
1582914656651,136
1582914657685,136
1582914658675,136
1582914659715,136
1582914660698,136
1582914661643,135
1582914662633,135
1582914663622,134
1582914664615,133
1582914665652,133
1582914666639,132
1582914667675,132
1582914668671,131
1582914669652,131
1582914670735,131
1582914671635,130
1582914672629,130
1582914673751,131
1582914674653,132
1582914675743,133
1582914676672,134
1582914677619,134
1582914678699,134
1582914679654,134
1582914680723,133
1582914681713,133
1582914682658,133
1582914683739,133
1582914684639,132
1582914685717,132
1582914686619,134
1582914687743,135
1582914688734,137
1582914689724,137
1582914690670,137
1582914691751,136
1582914692649,135
1582914693645,136
1582914694674,137
1582914695663,139
1582914696699,139
1582914697739,139
1582914698634,137
1582914699724,136
1582914700661,135
1582914701650,135
1582914702683,135
1582914703629,135
1582914704710,134
1582914705699,133
1582914706648,133
1582914707632,132
1582914708626,132
1582914709750,132
1582914710650,133
1582914711637,134
1582914712673,135
1582914713709,136
1582914714652,136
1582914715690,135
1582914716724,134
1582914717625,135
1582914718614,136
1582914719648,137
1582914720637,136
1582914721674,135
1582914722709,133
1582914723699,132
1582914724650,132
1582914725724,132
1582914726714,132
1582914727614,132
1582914728699,133
1582914729638,133
1582914730720,133
1582914731664,133
1582914732700,133
1582914733645,134
1582914734723,134
1582914735623,135
1582914736658,135
