time,value,accuracy
1585860512213,76.96519,1
1585860513181,76.96519,1
1585860514156,76.96519,1
1585860515123,77.53124,1
1585860516091,77.70556,1
1585860517062,77.70556,1
1585860518032,79.60777,3
1585860519005,83.65616,3
1585860519975,86.890854,3
1585860520945,89.28807,3
1585860521916,89.5096,3
1585860522885,89.5096,3
1585860523856,89.537285,3
1585860524829,89.56551,2
1585860525797,89.56904,2
1585860526772,89.64438,1
1585860527740,89.65379,1
1585860528712,89.65379,1
1585860529683,90.62942,1
1585860530657,86.88296,1
1585860531624,82.28633,3
1585860532597,78.43629,3
1585860533564,71.26419,1
1585860534538,71.26419,1
1585860535508,72.386765,1
1585860536484,70.34713,1
1585860537451,70.09218,1
1585860538424,70.06031,1
1585860539392,70.59819,3
1585860540364,70.59819,3
1585860541333,70.52393,3
1585860542311,69.53949,3
1585860543277,69.399345,3
1585860544251,69.38148,2
1585860545218,69.37925,2
1585860546191,69.37925,2
1585860547161,69.37897,3
1585860548134,69.34753,2
1585860549102,67.665634,1
1585860550072,67.507,1
1585860551043,67.251595,1
1585860552011,67.251595,1
1585860552986,67.19219,1
1585860553957,67.14384,1
1585860554927,67.137794,1
1585860555899,67.13704,3
1585860556870,67.13695,1
1585860557836,67.13695,1
1585860558810,74.07404,3
1585860559778,79.85248,3
1585860560751,84.26003,1
1585860561720,84.810974,1
1585860562693,84.879845,1
1585860563661,84.879845,1
1585860564635,83.83744,1
1585860565602,84.07581,1
1585860566571,84.043106,1
1585860567542,84.03902,1
1585860568512,85.39559,2
1585860569482,85.39559,2
1585860570453,85.70579,2
1585860571425,85.74457,2
1585860572394,84.60641,2
1585860573366,84.46365,2
1585860574335,84.048325,2
1585860575306,84.048325,2
1585860576278,83.87849,2
1585860577250,84.37814,2
1585860578220,82.822556,2
1585860579194,80.21712,2
1585860580164,78.577484,2
1585860581133,78.577484,2
1585860582106,79.02262,2
1585860583076,78.01804,2
1585860584047,77.62442,2
1585860585021,77.57521,1
1585860585990,76.8038,1
1585860587060,76.8038,1
1585860587934,76.78551,1
1585860588905,76.810814,1
1585860589876,76.81397,2
1585860590848,76.81437,3
1585860591937,77.06735,3
1585860592785,77.06735,3
1585860593758,77.15962,3
