time,x,y,z
1585860502898,-0.066250086,-0.35941458,0.05120659
1585860502917,-0.036380887,-0.24174333,0.029138565
1585860502937,-0.090970635,-0.13079333,0.029771805
1585860502957,-0.057530165,-0.008003712,0.02516079
1585860502977,-0.10856187,-0.1585176,0.046869278
1585860502997,-0.0227108,-0.1714747,0.04228115
1585860503018,-0.08880496,-0.32457566,0.060041428
1585860503037,-0.31756377,-0.07638383,0.08464718
1585860503057,-0.57195663,0.37902045,0.14245892
1585860503077,0.35878193,0.3328488,-0.054689407
1585860503097,-0.04617846,0.0984683,-0.023440361
1585860503117,-0.0122330785,-0.6539817,0.055377007
1585860503137,-0.09584868,-0.5179205,0.15267277
1585860503158,-0.012461662,0.00679636,0.042941093
1585860503176,-0.052687407,0.22285748,-0.085725784
1585860503198,0.08386725,0.37329364,-0.11034489
1585860503218,-0.01416409,-0.38437247,-0.0077323914
1585860503238,0.039799094,-0.8816203,-0.11601448
1585860503258,0.070242584,-0.3959582,-0.06461239
1585860503278,-0.08681053,0.1609745,0.09182072
1585860503298,-0.07018304,0.24834776,0.016866684
1585860503317,-0.05047512,0.039467573,0.0074310303
1585860503336,-0.035921693,-0.16033578,0.0047369003
1585860503357,0.012949169,-0.28160882,-0.012400627
1585860503378,0.10904318,-0.35938597,-0.020014763
1585860503398,0.14448297,-0.38830364,-0.046693802
1585860503418,-0.040374935,-0.1661973,0.019939423
1585860503438,-0.11346537,0.16510344,0.03883457
1585860503472,-0.13985103,0.4074638,0.047450066
1585860503478,-0.075651824,0.22558117,0.06617355
1585860503498,0.011132538,-0.035743713,-0.013237953
1585860503516,0.023144007,-0.19220757,-0.017985344
1585860503538,-0.011773646,-0.29808342,0.016714096
1585860503558,0.044840038,-0.2199266,-0.01692009
1585860503577,0.09478426,-0.25703382,-4.0245056E-4
1585860503598,0.044137955,-0.3410145,0.018231392
1585860503618,-0.03441167,-0.17891216,0.019039154
1585860503638,-0.105244875,0.05316186,0.033089638
1585860503658,-0.06925124,0.19596267,0.019921303
1585860503678,-0.040641844,0.27177382,0.02653408
1585860503698,-0.062717974,0.05087185,0.07741451
1585860503717,-0.018354416,-0.17333269,0.06323528
1585860503740,0.14354199,-0.21097231,-0.035323143
1585860503758,0.03233713,-0.25624204,-0.02007389
1585860503778,-0.09251279,-0.29659486,-0.012544632
1585860503798,-0.02411282,-0.08047199,-0.014639854
1585860503818,-0.038027644,0.0374043,0.046691895
1585860503839,0.008954644,0.07146335,0.054364204
1585860503858,0.057758033,0.008179903,-0.0028820038
1585860503878,0.0037335753,-0.09120035,-0.025437355
1585860503899,-0.04984671,-0.04055667,0.025964737
1585860503917,-0.020118713,0.0998199,0.050434113
1585860503939,-0.054068863,0.10588074,0.043881416
1585860503956,-0.01772666,0.113731384,-0.00571537
1585860503978,-0.0013929605,-0.011797905,-0.026176453
1585860503998,-0.013482451,-0.10603809,0.020100594
1585860504019,-6.785989E-4,-0.120085,0.0016479492
1585860504039,-0.03019166,0.0049672127,-0.026510239
1585860504058,-0.032229483,0.18582773,-0.023594856
1585860504079,0.007546544,0.06515169,0.019636154
1585860504099,0.024189591,-0.06278992,-0.016635895
1585860504117,0.01845473,-0.16223073,-0.02188778
1585860504139,-0.023638546,-0.12671375,-0.011350632
1585860504159,0.0053363442,-0.046388626,-0.0057048798
1585860504179,0.029277205,-0.0093820095,0.041226387
1585860504199,0.019603968,-0.10206604,0.017935753
1585860504219,-0.007950187,-0.12105036,-0.0037441254
1585860504239,-0.006079614,3.5476685E-4,-0.0016946793
1585860504259,0.010219097,0.1332314,-0.010374069
1585860504279,-0.0076437593,0.14375877,0.025754929
1585860504299,-0.011740744,0.041329622,0.027486801
1585860504318,-0.020655155,-0.09170246,0.011001587
1585860504339,0.017438412,-0.15352273,0.0060596466
1585860504358,0.013216734,-0.2636304,0.0044374466
1585860504379,5.6761503E-4,-0.1497817,-0.00941658
1585860504398,-0.016322732,0.112188816,-0.006251335
1585860504419,-0.025713444,0.2872162,0.030241966
1585860504443,-0.013402045,0.20883393,0.0440979
1585860504458,-0.03451854,0.014989138,0.010634422
1585860504479,0.0010389686,-0.14507174,-8.72612E-4
1585860504500,-7.715225E-4,-0.26093364,0.009408951
1585860504519,0.041697085,-0.17681885,-0.020317078
1585860504539,0.013413012,-0.02004528,0.010811806
1585860504559,-0.04383254,0.20446825,6.8569183E-4
1585860504580,-0.0029566288,0.30847454,-0.0038080215
1585860504599,-0.0062582493,0.14741373,0.027202606
1585860504620,-0.004096687,-0.10117483,0.0039577484
1585860504637,0.013854325,-0.26764965,-0.028962135
1585860504658,-0.0052555203,-0.18711042,-0.026395798
1585860504679,0.009358168,-0.06462932,0.013559341
1585860504700,0.02831918,0.004029274,0.02416706
1585860504718,0.028494477,0.010971785,0.020401955
1585860504739,-0.008558691,-0.025402546,-0.0014324188
1585860504758,-0.026715994,0.0052042007,-0.022835732
1585860504779,-0.012652874,0.03222227,-0.011670113
1585860504798,0.019608796,0.036800146,0.0126514435
1585860504820,0.0049394965,0.021056652,0.012365341
1585860504840,-0.03936994,0.07876325,0.01923275
1585860504859,-0.052372277,0.18562031,0.023460388
1585860504880,-0.009850085,0.14461088,0.011707306
1585860504900,0.037635744,0.005384922,-0.017404556
1585860504919,0.026075363,-0.18167758,-0.024291992
1585860504939,0.016111732,-0.21931076,-9.069443E-4
