time,value,accuracy
1586704088698,82.82334,2
1586704089661,82.82334,2
1586704090630,82.82334,2
1586704091601,82.68531,2
1586704092578,82.68531,2
1586704093536,79.590294,2
1586704094509,78.16159,2
1586704095473,77.71602,2
1586704096444,77.65325,2
1586704097409,77.52596,2
1586704098376,77.52596,2
1586704099350,77.13839,2
1586704100316,77.08994,1
1586704101284,77.08389,1
1586704102254,77.24199,2
1586704103226,79.90811,2
1586704104185,79.90811,2
1586704105156,83.50072,1
1586704106124,85.80902,1
1586704107097,85.51529,1
1586704108062,87.7626,1
1586704109027,89.038284,1
1586704109999,89.038284,1
1586704110967,90.32274,1
1586704111933,90.34781,1
1586704112905,90.34581,1
1586704113874,90.27913,1
1586704114846,90.214226,1
1586704115807,90.214226,1
1586704116777,89.77885,1
1586704117745,89.669075,1
1586704118715,86.96222,1
1586704119681,84.148964,1
1586704120655,83.878784,0
1586704121617,83.878784,0
1586704122586,81.49933,1
1586704123558,81.1051,1
1586704124520,81.055824,1
1586704125487,81.07936,2
1586704126455,81.16963,2
1586704127421,81.16963,2
1586704128391,82.25076,2
1586704129358,82.42012,2
1586704130326,83.50035,2
1586704131294,84.16019,2
1586704132260,84.702805,2
1586704133229,84.702805,2
1586704134196,84.77064,2
1586704135162,84.77911,3
1586704136133,83.747,2
1586704137100,83.61799,2
1586704138069,83.60186,2
1586704139036,83.60186,2
1586704140005,83.61257,2
1586704140968,84.74318,2
1586704141941,85.018814,2
1586704142907,85.487885,2
1586704143873,86.0676,2
1586704144843,86.0676,2
1586704145808,86.32785,1
1586704146776,86.36038,1
1586704147749,86.36444,1
1586704148712,86.303566,1
1586704149677,87.29596,1
1586704150643,87.29596,1
1586704151613,87.295006,1
1586704152579,87.31993,1
1586704153546,87.3488,1
1586704154515,86.378075,1
1586704155479,86.40715,1
1586704156444,86.40715,1
1586704157411,86.4607,1
1586704158381,86.62622,1
1586704159347,86.7333,0
1586704160313,86.74668,1
1586704161284,86.8088,1
