time,value
1586704083920,0
1586704084895,0
1586704085868,0
1586704087348,0
1586704087505,0
1586704088502,0
1586704089499,0
1586704090497,75
1586704091478,78
1586704092958,81
1586704093956,80
1586704094952,79
1586704095949,78
1586704096947,79
1586704097921,80
1586704098865,82
1586704099865,84
1586704100863,85
1586704101859,87
1586704102856,87
1586704103830,87
1586704104830,86
1586704105827,84
1586704106824,83
1586704107823,81
1586704108820,81
1586704110276,81
1586704110553,82
1586704111534,83
1586704112532,84
1586704113529,84
1586704114527,85
1586704115524,85
1586704116500,85
1586704117497,85
1586704118495,84
1586704119919,83
1586704120895,82
1586704121891,81
1586704122890,80
1586704123887,80
1586704124863,81
1586704125837,82
1586704126812,83
1586704127808,84
1586704128785,86
1586704129760,86
1586704130675,87
1586704131672,86
1586704132669,85
1586704133645,84
1586704134620,82
1586704135595,81
1586704136591,79
1586704137590,78
1586704138565,77
1586704139562,77
1586704140559,78
1586704141556,78
1586704142533,79
1586704143507,78
1586704144505,78
1586704145501,78
1586704146958,78
1586704147954,79
1586704148952,79
1586704149897,80
1586704150895,80
1586704151892,80
1586704152890,81
1586704153887,81
1586704154742,82
1586704155715,81
1586704156693,80
1586704157689,79
1586704158687,78
1586704159684,78
1586704160660,78
1586704161657,79
