time,value,accuracy
1586007601914,90.19637,1
1586007602892,90.19637,1
1586007603870,90.19637,1
1586007604850,90.19637,1
1586007605826,90.25552,1
1586007606803,90.365326,1
1586007607782,93.01914,1
1586007608762,95.113625,1
1586007609739,95.27371,1
1586007610719,95.27371,1
1586007611691,98.665535,1
1586007612673,98.9146,1
1586007613642,99.96774,1
1586007614623,101.41337,1
1586007615602,102.81818,1
1586007616585,102.81818,1
1586007617559,102.234055,1
1586007618539,103.253944,0
1586007619514,103.44591,1
1586007620490,104.35577,1
1586007621476,105.588036,1
1586007622456,105.588036,1
1586007623435,105.53381,1
1586007624416,106.72605,1
1586007625394,106.755,1
1586007626370,106.64518,1
1586007627352,108.97439,1
1586007628319,108.97439,1
1586007629309,111.71277,1
1586007630286,113.015274,1
1586007631268,112.8729,1
1586007632245,112.718185,0
1586007633223,114.075806,1
1586007634202,114.075806,1
1586007635179,114.22389,1
1586007636156,114.04406,1
1586007637137,113.85299,1
1586007638115,113.6858,1
1586007639095,113.54824,1
1586007640075,113.54824,1
1586007641056,115.88042,1
1586007642033,117.56145,1
1586007643013,118.258026,1
1586007643993,119.39327,1
1586007644974,120.60249,1
1586007645949,120.60249,1
1586007646930,123.02797,0
1586007647902,123.73229,1
1586007648881,124.12237,1
1586007649860,125.02818,1
1586007650840,124.90163,1
1586007651821,124.90163,1
1586007652809,124.68199,1
1586007653788,124.4813,1
1586007654767,124.34648,1
1586007655741,124.65198,1
1586007656728,124.90995,1
1586007657707,124.90995,1
1586007658681,125.0748,1
1586007659662,124.67171,1
1586007660642,124.90152,0
1586007661624,125.125046,2
1586007662607,126.03554,1
1586007663586,126.03554,1
1586007664560,126.22358,1
1586007665540,126.41381,1
1586007666528,126.60524,1
1586007667509,126.79716,1
1586007668488,126.85896,1
1586007669463,126.85896,1
1586007670440,126.79988,1
1586007671421,126.73793,1
1586007672403,126.67962,1
1586007673388,126.63131,1
1586007674370,126.59262,1
1586007675350,126.59262,1
1586007676327,128.48051,0
1586007677306,129.96577,1
1586007678289,131.42006,1
1586007679267,131.44786,1
1586007680250,131.3991,1
1586007681225,131.3991,1
1586007682213,131.27902,1
1586007683187,133.50801,1
1586007684166,133.62607,1
1586007685147,133.55786,1
1586007686129,133.42944,1
1586007687112,133.42944,1
1586007688092,133.41356,1
1586007689073,136.04546,1
1586007690053,136.24031,0
1586007691033,136.118,1
1586007692015,135.97803,1
1586007692995,135.97803,1
1586007693967,135.85458,1
1586007694954,135.74905,1
1586007695936,136.38701,1
1586007696916,136.61554,1
1586007697899,138.15057,1
1586007698876,138.15057,1
1586007699858,140.25484,1
1586007700831,145.25226,1
1586007701815,148.64249,3
1586007702795,155.48137,1
1586007703777,162.92932,1
1586007704757,162.92932,1
1586007705743,163.86032,1
1586007706724,163.9767,1
1586007707705,163.45067,1
1586007708685,163.38492,1
