time,value,accuracy
1586947796865,106.646996,1
1586947797860,106.646996,2
1586947798845,106.646996,1
1586947799836,105.31626,1
1586947800820,105.31626,1
1586947801806,105.128265,1
1586947802789,103.725586,1
1586947803777,103.59076,1
1586947804775,101.20124,1
1586947805764,101.04952,1
1586947806735,101.04952,1
1586947807741,101.15549,1
1586947808726,101.30708,1
1586947809702,102.93231,1
1586947810704,104.350136,1
1586947811690,104.51298,0
1586947812681,104.51298,0
1586947813660,104.66257,1
1586947814647,105.65117,1
1586947815637,105.78686,1
1586947816633,107.08984,1
1586947817613,111.21999,1
1586947818598,111.21999,1
1586947819596,114.10366,2
1586947820580,118.97173,1
1586947821570,122.50099,1
1586947822560,123.000694,1
1586947823537,123.10747,1
1586947824523,123.10747,1
1586947825523,123.16839,1
1586947826499,123.176,1
1586947827489,123.02179,1
1586947828484,122.76304,1
1586947829473,125.079346,1
1586947830449,125.079346,1
1586947831441,125.18747,1
1586947832430,125.03245,1
1586947833422,124.86577,0
1586947834403,124.687805,1
1586947835395,126.975365,1
1586947836385,126.975365,1
1586947837375,127.10744,1
1586947838356,128.17725,1
1586947839350,128.20393,1
1586947840335,129.77739,1
1586947841323,130.18668,1
1586947842307,130.18668,1
1586947843290,130.19505,1
1586947844292,130.89122,1
1586947845268,130.81816,1
1586947846262,133.50015,1
1586947847246,133.61716,0
1586947848228,133.61716,0
1586947849215,133.44627,1
1586947850208,132.59941,1
1586947851205,132.46388,1
1586947852186,132.34984,1
1586947853172,132.25969,1
1586947854156,132.25969,1
1586947855146,132.93587,1
1586947856141,133.16225,1
1586947857122,133.32779,1
1586947858113,133.48592,1
1586947859105,133.64415,1
1586947860082,133.64415,1
1586947861078,133.80316,1
1586947862062,133.96274,0
1586947863050,134.12254,1
1586947864042,134.28221,1
1586947865029,134.4415,1
1586947866025,134.4415,1
1586947867015,134.60008,1
1586947868003,134.75786,1
1586947868996,134.9146,1
1586947869980,135.0702,1
1586947870966,135.22456,1
1586947871955,135.22456,1
1586947872934,135.37752,1
1586947873936,135.52911,1
1586947874925,135.50443,1
1586947875913,135.56026,0
1586947876904,136.78186,1
1586947877890,136.78186,1
1586947878874,136.91306,1
1586947879870,139.11745,1
1586947880860,140.33186,1
1586947881851,141.6325,1
1586947882831,143.95992,1
1586947883827,143.95992,1
1586947884817,144.55727,1
1586947885803,145.08006,1
1586947886795,156.40399,3
1586947887773,170.7059,1
1586947888773,173.73627,1
1586947889759,173.73627,1
1586947890749,174.3966,1
1586947891730,174.97447,1
1586947892721,175.18733,1
1586947893720,175.92458,1
1586947894708,176.05292,2
1586947895698,176.05292,2
1586947896688,178.96548,3
1586947897670,181.20891,3
1586947898662,182.72618,3
1586947899649,183.3432,3
1586947900636,184.09598,3
1586947901634,184.09598,3
1586947902628,184.35527,3
1586947903603,184.38768,3
1586947904598,184.22653,3
1586947905591,184.17532,2
1586947906576,183.99127,2
1586947907568,183.99127,2
1586947908556,183.76912,2
1586947909539,183.57207,2
1586947910536,183.47841,2
1586947911515,183.41707,2
1586947912515,183.38834,3
1586947913501,183.38834,3
1586947914485,183.31253,2
1586947915481,183.23068,2
1586947916468,183.23746,1
1586947917451,183.73277,1
1586947918443,183.87659,1
1586947919436,183.87659,1
1586947920426,183.91011,2
1586947921410,184.02333,2
1586947922399,183.9936,2
1586947923394,183.95801,1
1586947924385,184.10422,2
1586947925383,184.10422,2
1586947926371,184.068,2
1586947927358,184.028,2
1586947928348,183.99284,2
1586947929336,183.89119,2
1586947930329,183.84207,2
1586947931317,183.84207,2
1586947932306,183.6983,2
1586947933299,183.65765,2
1586947934292,183.32974,2
1586947935273,183.11575,2
