"1573037617694","(0.3477646, -0.60298514, 0.36422968)"
"1573037617694","(0.16399384, -1.2746634, 0.92350006)"
"1573037617698","(0.5618918, 0.4784907, 2.1888485)"
"1573037617764","(1.0091933, 1.5526316, 3.4225254)"
"1573037617764","(0.8113997, 1.3485982, 2.9491153)"
"1573037617764","(0.6388991, 1.2093338, 2.5477824)"
"1573037617806","(0.14542425, -1.7344143, 4.3098392)"
"1573037617832","(-0.51772213, -0.6719354, 2.1355448)"
"1573037617845","(-1.0435827, -0.728485, 0.1881094)"
"1573037617919","(-1.0188175, -1.293164, -0.7969961)"
"1573037617925","(-2.0674932, -0.46097678, -1.0536637)"
"1573037617960","(-4.202768, 0.61432105, -2.9814343)"
"1573037617960","(-6.0427065, -0.2650633, -3.5512204)"
"1573037617973","(-3.7713645, 1.0955541, -4.1777334)"
"1573037617974","(-1.7604322, 1.605925, -3.5046897)"
"1573037617983","(-1.0993584, 1.140672, -2.7332191)"
"1573037618059","(-1.1676211, 0.8956742, -0.7811618)"
"1573037618066","(-2.813758, 0.8424063, 0.984148)"
"1573037618113","(-3.6822731, 0.6655326, 2.563796)"
"1573037618114","(-2.3253324, 0.6785954, 3.4635177)"
"1573037618125","(-1.7114305, -1.53775, 5.4433737)"
"1573037618127","(-2.1108437, -3.3652418, 6.3771944)"
"1573037618127","(-3.2813315, -2.7322857, 6.628764)"
"1573037618136","(-4.439432, -0.9606724, 6.670287)"
"1573037618184","(-4.098565, 0.6202994, 6.454919)"
"1573037618204","(-2.2420173, 0.66671044, 4.6500664)"
"1573037618205","(-0.26967394, -0.26084822, 2.2896118)"
"1573037618214","(0.9345788, -1.1494448, 0.3762083)"
"1573037618233","(1.6031204, -0.3428688, -1.0482464)"
"1573037618257","(2.058204, 0.32645202, -1.8924365)"
"1573037618273","(2.9139974, 0.30028224, -2.790104)"
"1573037618300","(3.85952, 0.014811993, -3.2388763)"
"1573037618313","(3.6026726, 0.17785835, -3.616396)"
"1573037618331","(2.2865255, 0.54055357, -3.886259)"
"1573037618357","(2.2653878, 0.45449483, -3.7995615)"
"1573037618374","(3.1811705, 0.74743986, -2.6418595)"
"1573037618398","(2.1981153, 0.86195946, -1.1251235)"
"1573037618413","(1.1451086, 0.06443453, -0.5179615)"
"1573037618446","(2.8421636, -1.256163, 0.2416935)"
"1573037618454","(3.455247, -3.2814252, 3.0441637)"
"1573037618473","(1.8469048, -4.38019, 6.239498)"
"1573037618497","(3.0359995, -4.21006, 7.970565)"
"1573037618513","(4.3453083, -4.027269, 7.470378)"
"1573037618544","(3.6812422, -4.025731, 5.519847)"
"1573037618555","(2.1559813, -2.9518726, 3.632679)"
"1573037618574","(0.97779894, -1.8552399, 2.4957666)"
"1573037618593","(0.5430627, -0.93614197, 0.17640781)"
"1573037618613","(0.12795734, 0.6173346, -2.2313647)"
"1573037618642","(-0.8141445, 2.0571985, -4.4567575)"
"1573037618656","(-1.666956, 4.119352, -5.928485)"
"1573037618674","(-2.5152762, 3.9465556, -6.0691752)"
"1573037618695","(-3.716517, 3.1576123, -5.997208)"
"1573037618714","(-4.3884153, 3.5143943, -5.781957)"
"1573037618739","(-4.481791, 4.084333, -6.115788)"
"1573037618755","(-4.2774553, 4.4645166, -6.6347857)"
"1573037618774","(-4.3005877, 5.19172, -6.8593283)"
"1573037618793","(-4.86014, 4.8382797, -5.1224356)"
"1573037618813","(-4.706407, 1.5607839, -0.5460739)"
"1573037618840","(-4.0790234, -3.5023308, 6.9849687)"
"1573037618855","(-7.3496985, -7.4659734, 14.05043)"
"1573037618877","(-8.235785, -9.840027, 14.288408)"
"1573037618894","(-6.474737, -12.172373, 12.295771)"
"1573037618914","(-3.4181142, -11.256142, 9.740322)"
"1573037618938","(0.26151776, -5.709872, 7.673603)"
"1573037618954","(2.3141205, -2.1258678, 5.3429556)"
"1573037618981","(3.1507566, -0.9513626, 2.0465817)"
"1573037618995","(4.5271716, -0.873528, -1.3125925)"
"1573037619015","(8.2128935, -0.34023237, -3.0469341)"
"1573037619034","(11.747139, 1.4319777, -3.7577698)"
"1573037619055","(10.983217, 1.7036572, -3.2611961)"
"1573037619082","(6.9310217, 0.6479697, -2.728333)"
"1573037619092","(5.7950487, 2.9056592, -4.496148)"
"1573037619114","(6.4071417, 6.08403, -6.964534)"
"1573037619134","(6.1199856, 7.202461, -7.432626)"
"1573037619154","(5.010041, 4.874535, -5.0053043)"
"1573037619183","(3.2333493, 3.2409601, -3.2851648)"
"1573037619221","(2.209646, 1.8301082, -1.637959)"
"1573037619283","(4.449381, -0.9480972, 0.4555521)"
"1573037619283","(8.696927, -6.937767, 2.039148)"
"1573037619309","(10.549078, -12.930516, 1.9678473)"
"1573037619326","(8.002814, -20.176497, 2.0012112)"
"1573037619343","(3.116285, -22.097834, 0.46807182)"
"1573037619348","(-3.0811346, -20.268497, -0.7980162)"
"1573037619353","(-4.384902, -13.808991, -2.2183821)"
"1573037619355","(-3.541503, -5.130748, -2.2523866)"
"1573037619424","(-4.8818827, 2.0475216, -1.7855055)"
"1573037619436","(-6.90407, 4.0589056, -2.0527995)"
"1573037619447","(-7.160285, 4.1308703, -3.6900113)"
"1573037619451","(-7.2634087, 6.6994023, -5.7474856)"
"1573037619457","(-8.400248, 10.223, -6.055685)"
"1573037619476","(-9.556831, 12.373672, -5.8931494)"
"1573037619492","(-10.058824, 12.494411, -6.328796)"
"1573037619520","(-9.873138, 11.270444, -5.914241)"
"1573037619532","(-10.234829, 10.073986, -5.420915)"
"1573037619552","(-11.597471, 8.937637, -4.4049926)"
"1573037619572","(-11.979226, 6.530359, -3.0532596)"
"1573037619592","(-10.126118, 1.7145324, 0.31447506)"
"1573037619622","(-7.897847, -8.740756, 2.3840175)"
"1573037619632","(-8.260735, -20.31892, 4.4851155)"
"1573037619652","(-6.0024724, -24.301922, 6.2095757)"
"1573037619674","(-6.3383656, -19.768167, 11.564358)"
"1573037619694","(-4.7769866, -16.294338, 13.1461315)"
"1573037619719","(-0.0060458183, -15.065218, 10.633106)"
"1573037619734","(3.6543689, -9.794836, 5.674068)"
"1573037619759","(6.1493464, -6.4256096, 3.2268171)"
"1573037619775","(8.013203, -4.9355974, 0.63748646)"
"1573037619794","(8.336187, -2.142366, -1.748519)"
"1573037619814","(8.146795, 1.2525053, -3.077343)"
"1573037619833","(8.760068, 3.542112, -3.4569783)"
"1573037619861","(9.3836975, 3.7920442, -2.5347505)"
"1573037619874","(9.706112, 5.607163, -4.47392)"
"1573037619894","(11.2648535, 8.499732, -6.53554)"
"1573037619915","(11.834021, 9.617992, -6.4628696)"
"1573037619940","(8.812187, 6.779925, -4.68118)"
"1573037619965","(4.61199, 2.7282672, -2.6363063)"
"1573037619975","(0.7185612, -0.033496857, -2.749361)"
"1573037619994","(0.10048795, -1.3399296, -2.8129473)"
"1573037620014","(5.1635227, -2.517549, 2.7914648)"
