time,value
1586704921481,111
1586704922478,109
1586704923920,107
1586704924482,106
1586704925921,105
1586704926891,103
1586704927855,103
1586704928825,103
1586704929793,105
1586704930758,107
1586704931728,109
1586704932695,111
1586704933661,113
1586704934630,114
1586704935598,113
1586704936565,113
1586704937533,113
1586704938500,113
1586704939949,113
1586704940915,114
1586704941882,115
1586704942851,115
1586704943816,116
1586704944761,116
1586704945736,116
1586704946486,115
1586704947545,114
1586704948511,112
1586704949953,110
1586704950935,109
1586704951903,109
1586704952870,111
1586704953837,114
1586704954805,117
1586704955786,119
1586704956688,120
1586704957653,120
1586704958621,121
1586704959605,123
1586704960536,125
1586704961502,126
1586704962950,127
1586704963481,128
1586704966385,129
1586704966386,129
1586704966512,130
1586704967975,131
1586704968942,131
1586704969910,132
1586704971431,133
1586704971500,134
1586704972925,135
1586704973891,136
1586704974858,137
1586704975828,137
1586704977282,137
1586704977528,136
1586704978497,136
1586704979945,137
1586704980912,138
1586704981880,138
1586704983327,138
1586704983814,139
1586704984780,140
1586704985748,140
1586704986733,140
1586704987700,140
1586704988548,141
1586704989514,141
1586704990482,142
1586704991922,143
1586704992890,144
1586704993856,145
1586704994825,146
1586704995792,147
1586704996752,148
1586704997735,149
1586704998709,151
1586704999713,153
1586705000683,154
1586705001666,154
1586705002646,154
1586705003615,154
1586705004597,155
1586705005565,155
1586705006530,155
1586705007498,156
1586705008945,157
1586705009914,157
1586705010880,157
1586705011849,156
1586705012818,156
1586705013785,156
1586705014752,157
1586705015721,158
1586705016703,157
1586705017670,156
1586705018525,155
1586705019490,156
1586705020940,157
1586705021908,158
1586705023354,159
1586705023480,159
1586705024755,158
1586705025476,158
1586705026925,159
1586705028365,161
1586705029333,161
1586705029821,160
1586705030788,159
1586705032250,159
1586705032941,160
1586705033906,160
1586705034875,160
1586705036322,161
1586705036568,161
1586705037538,163
1586705038520,163
1586705039523,163
1586705040973,162
1586705041940,161
1586705042908,160
1586705043875,161
1586705044840,162
1586705045599,162
1586705046544,162
1586705047519,162
1586705048488,160
1586705049935,159
1586705050903,159
1586705051868,159
1586705052838,159
1586705053805,159
1586705054765,158
1586705055748,158
1586705056713,159
1586705057680,159
1586705059130,160
1586705059616,160
1586705061063,161
1586705061545,162
1586705062512,163
1586705063480,163
1586705064921,162
1586705065909,161
1586705066875,161
1586705067845,161
1586705068812,161
1586705069778,160
1586705070748,159
1586705071714,159
1586705072683,160
1586705073650,161
1586705074615,161
1586705075585,160
1586705076553,160
1586705077518,161
1586705078485,162
1586705079935,162
1586705080902,161
1586705081870,161
1586705082838,162
1586705083820,162
1586705084787,162
1586705086235,162
1586705086482,162
1586705087922,163
1586705088882,163
1586705089745,163
1586705090713,163
1586705091680,164
1586705092648,164
1586705093615,164
1586705094598,163
1586705096045,162
1586705096532,162
1586705097500,163
1586705098947,163
1586705099915,163
1586705100905,162
1586705101872,162
1586705102840,163
1586705103808,163
1586705105255,163
1586705105502,163
1586705106951,163
1586705107915,164
1586705108922,163
1586705109890,163
1586705110857,164
1586705111825,165
1586705112792,165
