time,value,accuracy
1585862987626,72.05359,2
1585862988600,72.05359,2
1585862989567,72.05359,2
1585862990538,72.96218,2
1585862991499,72.96218,2
1585862992467,73.09138,2
1585862993457,73.11244,2
1585862994400,73.11016,2
1585862995370,73.10452,2
1585862996336,73.52779,1
1585862997301,73.52779,1
1585862998276,72.46237,1
1585862999239,72.26021,2
1585863000205,72.19043,2
1585863001176,71.70349,2
1585863002147,71.642624,2
1585863003108,71.642624,2
1585863004074,71.63502,2
1585863005041,73.7257,2
1585863006011,74.38498,1
1585863006977,74.54552,1
1585863007952,74.56558,1
1585863008912,74.56558,1
1585863009880,71.69721,1
1585863010853,71.33867,1
1585863011821,71.293846,1
1585863012789,71.59975,1
1585863013752,72.509254,1
1585863014713,72.509254,1
1585863015693,74.22701,2
1585863016658,77.73388,2
1585863017624,79.04147,2
1585863018585,79.204926,2
1585863019558,79.22536,2
1585863020520,79.22536,2
1585863021499,69.69918,1
1585863022464,68.49953,2
1585863023435,68.34957,1
1585863024400,67.71471,2
1585863025363,67.780045,2
1585863026327,67.780045,2
1585863027301,69.855576,1
1585863028270,70.128006,3
1585863029234,70.1703,3
1585863030207,70.17559,3
1585863031174,70.176254,3
1585863032136,70.176254,3
1585863033111,70.20052,1
1585863034074,70.82855,3
1585863035046,70.86586,3
1585863036008,70.91541,3
1585863036982,71.939705,3
1585863037947,71.939705,3
1585863038911,72.06774,3
1585863039886,72.08374,3
1585863040974,72.059586,1
1585863041823,72.056564,1
1585863042789,73.55619,1
1585863043824,73.55619,1
1585863044719,71.503525,3
1585863045692,71.547325,2
1585863046667,72.81503,2
1585863047631,73.16295,2
1585863048597,73.534904,2
1585863049565,73.534904,2
1585863050562,74.03502,2
1585863051513,74.50106,2
1585863052476,74.994064,1
1585863053437,75.0912,1
1585863054402,75.14299,1
1585863055378,75.14299,1
1585863056343,76.390305,1
1585863057306,77.55662,1
1585863058280,79.43233,3
1585863059248,81.45419,1
1585863060211,86.04352,2
1585863061183,86.04352,2
1585863062157,88.62447,2
1585863063117,87.98222,2
1585863064087,88.67579,1
1585863065054,89.87921,1
1585863066029,90.56745,2
1585863066985,90.56745,2
1585863067958,90.65348,1
1585863068932,90.74421,3
1585863069899,90.675575,3
1585863070866,90.63376,3
1585863071830,85.096054,3
1585863072803,85.096054,3
1585863073772,84.40385,1
1585863074747,84.31732,1
1585863075720,84.8724,1
1585863076681,85.38423,1
1585863077645,85.618675,1
1585863078604,85.618675,1
1585863079763,85.7546,1
1585863080616,85.86264,1
1585863081514,85.96271,1
1585863082600,86.05989,1
1585863083447,86.15548,1
1585863084420,86.15548,1
1585863085389,86.249756,3
1585863086356,86.3428,3
1585863087323,86.883484,1
1585863088294,87.829704,1
1585863089257,87.99145,1
1585863090222,87.99145,1
1585863091189,90.08804,1
1585863092163,88.10011,3
1585863093137,88.025246,3
1585863094101,88.01589,2
1585863095067,84.77871,2
1585863096034,84.77871,2
1585863096998,84.03139,2
1585863097967,83.67444,2
1585863098935,83.62982,1
1585863099911,83.624245,1
1585863100869,84.60954,1
1585863101842,84.60954,1
1585863102808,84.75116,1
1585863103783,85.85028,1
1585863104752,86.49696,1
1585863105722,87.10347,1
1585863106692,89.66417,1
1585863107649,89.66417,1
1585863108618,89.55885,2
1585863109596,90.849365,2
1585863110568,91.28127,2
1585863111525,91.33526,2
1585863112498,91.34201,2
1585863113469,91.34201,2
1585863114435,89.97734,1
1585863115401,89.66024,1
1585863116370,87.678925,2
1585863117340,87.16994,2
1585863118306,85.38983,2
1585863119276,85.38983,2
1585863120242,84.85115,2
1585863121212,84.4393,1
1585863122187,84.38782,2
1585863123155,84.381386,1
1585863124115,84.597084,1
1585863125086,84.597084,1
1585863126062,84.68445,2
1585863127026,84.695366,2
