time,value
1585862983351,0
1585862984317,0
1585862985286,0
1585862986027,0
1585862986914,0
1585862987963,0
1585862988930,0
1585862990379,72
1585862991346,72
1585862991953,73
1585862992921,74
1585862994366,74
1585862995335,74
1585862996303,73
1585862997269,73
1585862998238,72
1585862999203,72
1585862999932,72
1585863001380,73
1585863002348,75
1585863002963,75
1585863003931,75
1585863005378,74
1585863006346,72
1585863007313,71
1585863008281,71
1585863009246,71
1585863010216,73
1585863010943,75
1585863012390,76
1585863013357,77
1585863014334,78
1585863015301,78
1585863016268,77
1585863017233,77
1585863018203,77
1585863019171,77
1585863020136,78
1585863021105,79
1585863022071,80
1585863023039,80
1585863024008,79
1585863024975,78
1585863025942,76
1585863027390,75
1585863028358,73
1585863029325,72
1585863030291,71
1585863031260,71
1585863032226,71
1585863033202,72
1585863034171,73
1585863035135,73
1585863036105,74
1585863037071,73
1585863038038,73
1585863039008,72
1585863039976,72
1585863040942,72
1585863042391,72
1585863043357,72
1585863044325,73
1585863045292,74
1585863046260,76
1585863047226,77
1585863048195,78
1585863049161,80
1585863050131,82
1585863051098,86
1585863052065,90
1585863053034,92
1585863053998,93
1585863054981,93
1585863055950,93
1585863056918,94
1585863058357,95
1585863059324,97
1585863060291,99
1585863061260,101
1585863062226,103
1585863062955,105
1585863063922,106
1585863065371,107
1585863066336,107
1585863067305,106
1585863068271,105
1585863069240,104
1585863070208,102
1585863071182,100
1585863072150,98
1585863073118,97
1585863074084,96
1585863075053,95
1585863076020,94
1585863076986,94
1585863077955,93
1585863078923,92
1585863080369,91
1585863081336,91
1585863082305,91
1585863083271,91
1585863084015,92
1585863085462,91
1585863085950,90
1585863086915,89
1585863088358,87
1585863089338,86
1585863090307,84
1585863090914,83
1585863092355,83
1585863093323,84
1585863094290,85
1585863095258,86
1585863096226,87
1585863096951,88
1585863097920,90
1585863099368,92
1585863100334,94
1585863100943,95
1585863101925,96
1585863103373,96
1585863104338,97
1585863105307,97
1585863106275,98
1585863107242,98
1585863108210,98
1585863108936,97
1585863110385,97
1585863111352,96
1585863112320,95
1585863113288,94
1585863114269,94
1585863115237,93
1585863116203,93
1585863117173,92
1585863117914,91
1585863119356,89
1585863120321,86
1585863121290,84
1585863122270,82
1585863123721,80
1585863123968,79
1585863124942,78
1585863126391,78
1585863127357,79
