time,value
1582915040325,0
1582915041400,0
1582915042391,0
1582915043290,0
1582915044325,0
1582915045359,0
1582915046305,0
1582915047295,82
1582915048283,92
1582915049366,103
1582915050310,105
1582915051298,107
1582915052336,108
1582915053325,108
1582915054302,108
1582915055395,107
1582915056294,106
1582915057330,104
1582915058364,102
1582915059310,100
1582915060300,98
1582915061333,96
1582915062370,94
1582915063360,93
1582915064396,91
1582915065341,89
1582915066374,89
1582915067320,89
1582915068310,91
1582915069300,94
1582915070323,96
1582915071280,99
1582915072404,100
1582915073350,102
1582915074384,102
1582915075285,103
1582915076407,103
1582915077314,104
1582915078333,105
1582915079290,107
1582915080280,108
1582915081359,110
1582915082397,112
1582915083294,115
1582915084375,117
1582915085319,118
1582915086298,119
1582915087300,120
1582915088333,122
1582915089276,123
1582915090314,125
1582915091305,126
1582915092387,127
1582915093377,128
1582915094319,128
1582915095315,129
1582915096301,129
1582915097335,129
1582915098268,129
1582915099318,130
1582915100304,130
1582915101297,131
1582915102374,131
1582915103410,131
1582915104310,132
1582915105299,132
1582915106372,132
1582915107282,132
1582915108358,132
1582915109301,131
1582915110292,131
1582915111286,131
1582915112317,131
1582915113307,131
1582915114332,131
1582915115290,132
1582915116279,133
1582915117405,134
1582915118292,134
1582915119385,135
1582915120328,136
1582915121412,137
1582915122318,139
1582915123391,141
1582915124336,143
1582915125368,144
1582915126359,145
1582915127402,146
1582915128299,147
1582915129285,147
1582915130321,147
1582915131356,146
1582915132304,147
1582915133290,148
1582915134310,148
1582915135362,148
1582915136310,147
1582915137384,146
1582915138286,146
1582915139364,146
1582915140406,147
1582915141349,147
1582915142336,148
1582915143372,148
1582915144361,148
1582915145402,147
1582915146297,147
1582915147333,148
1582915148316,149
1582915149295,150
1582915150285,149
1582915151286,147
1582915152372,147
1582915153317,146
1582915154399,146
1582915155297,145
1582915156334,145
1582915157316,144
1582915158401,144
1582915159303,144
1582915160336,145
1582915161327,146
1582915162316,147
1582915163400,147
1582915164299,146
1582915165282,145
1582915166319,146
1582915167312,148
1582915168385,148
1582915169330,148
1582915170321,148
1582915171313,148
1582915172351,148
1582915173293,148
1582915174329,148
1582915175322,148
1582915176354,148
1582915177301,149
1582915178384,150
1582915179279,151
1582915180360,152
1582915181304,152
1582915182340,152
1582915183286,152
1582915184367,152
1582915185400,152
1582915186300,152
1582915187290,152
1582915188326,153
1582915189362,153
1582915190350,153
1582915191298,153
1582915192376,153
1582915193409,153
1582915194310,153
1582915195304,153
1582915196336,153
1582915197417,154
1582915198362,154
1582915199395,153
1582915200295,153
1582915201329,153
1582915202320,153
1582915203405,154
1582915204300,154
1582915205290,154
1582915206326,155
1582915207320,155
1582915208349,155
1582915209386,155
1582915210288,156
1582915211365,157
1582915212358,157
1582915213391,158
1582915214382,158
1582915215282,158
1582915216408,158
1582915217305,157
1582915218336,157
1582915219375,157
1582915220320,156
1582915221400,156
1582915222301,156
1582915223336,156
1582915224326,156
1582915225318,156
1582915226395,155
1582915227388,155
1582915228286,155
1582915229366,156
1582915230400,155
1582915231301,155
1582915232292,155
1582915233325,155
1582915234360,155
1582915235352,154
1582915236300,154
1582915237285,154
1582915238308,153
1582915239311,153
1582915240310,152
1582915241290,151
1582915242371,151
1582915243361,151
1582915244348,151
1582915245340,151
1582915246375,151
1582915247319,151
1582915248399,151
1582915249299,151
1582915250289,151
1582915251324,152
1582915252357,152
1582915253355,153
1582915254390,154
1582915255285,155
1582915256417,155
1582915257354,156
1582915258303,156
1582915259290,155
1582915260280,155
1582915261316,154
1582915262384,154
1582915263301,154
1582915264286,155
1582915265320,155
1582915266310,156
1582915267300,156
1582915268338,156
1582915269326,156
1582915270405,156
1582915271305,156
1582915272386,156
1582915273287,157
1582915274398,157
1582915275310,157
1582915276348,156
1582915277336,156
1582915278326,155
1582915279360,154
1582915280350,154
1582915281295,153
1582915282285,153
1582915283414,151
1582915284313,151
1582915285344,150
1582915286290,151
1582915287419,151
1582915288316,152
1582915289395,152
1582915290297,152
1582915291375,152
1582915292320,152
1582915293400,152
1582915294348,153
1582915295385,153
1582915296280,154
1582915297359,154
1582915298395,154
1582915299297,155
1582915300291,155
1582915301413,155
1582915302316,155
1582915303303,156
1582915304294,155
1582915305283,155
1582915306362,155
1582915307307,155
1582915308387,154
1582915309374,154
1582915310322,153
1582915311356,153
1582915312355,153
1582915313298,153
1582915314327,153
1582915315392,154
1582915316305,154
1582915317295,155
1582915318287,155
1582915319366,156
1582915320402,156
1582915321302,156
1582915322381,155
1582915323327,155
1582915324316,154
1582915325350,153
1582915326295,152
1582915327376,150
1582915328415,149
1582915329311,149
1582915330393,149
1582915331290,150
1582915332327,151
1582915333317,150
1582915334395,150
1582915335297,150
1582915336337,150
1582915337321,150
1582915338402,152
1582915339303,153
1582915340337,154
1582915341328,155
1582915342363,156
1582915343352,156
1582915344388,157
1582915345294,157
1582915346367,156
1582915347315,156
1582915348349,155
1582915349292,154
1582915350328,153
1582915351361,152
1582915352307,152
1582915353297,152
1582915354383,152
1582915355322,153
1582915356322,154
1582915357308,156
1582915358279,156
1582915359280,157
1582915360319,158
1582915361400,158
1582915362389,159
1582915363287,159
1582915364322,160
1582915365402,160
1582915366303,159
1582915367381,159
1582915368328,158
1582915369407,157
1582915370352,156
1582915371303,155
1582915372286,155
1582915373323,155
1582915374312,155
1582915375392,155
1582915376291,155
1582915377279,155
1582915378317,156
1582915379398,156
1582915380339,156
1582915381287,157
1582915382321,157
1582915383403,157
1582915384302,156
1582915385381,156
1582915386325,156
1582915387318,156
1582915388308,156
1582915389341,157
1582915390288,157
1582915391365,158
1582915392310,158
1582915393345,159
1582915394297,159
1582915395282,159
1582915396407,159
1582915397354,160
1582915398294,160
1582915399379,160
1582915400325,160
1582915401402,160
1582915402301,160
1582915403336,160
1582915404283,160
1582915405317,159
1582915406358,159
1582915407343,158
1582915408290,158
1582915409367,157
1582915410389,157
1582915411305,157
1582915412293,157
1582915413325,157
1582915414316,156
1582915415356,156
1582915416297,156
1582915417287,157
1582915418365,157
1582915419311,158
1582915420303,159
1582915421292,159
1582915422376,160
1582915423317,160
1582915424354,160
1582915425302,159
1582915426291,159
1582915427413,158
1582915428312,157
1582915429301,156
1582915430382,155
1582915431417,154
1582915432363,154
1582915433306,154
1582915434342,153
