time,value
1583189671595,0
1583189672682,0
1583189673576,0
1583189674567,0
1583189675692,0
1583189676592,0
1583189677580,0
1583189678665,77
1583189679650,82
1583189680687,88
1583189681586,89
1583189682572,91
1583189683654,94
1583189684602,96
1583189685595,98
1583189686580,98
1583189687571,98
1583189688650,97
1583189689687,96
1583189690583,95
1583189691565,94
1583189692612,95
1583189693647,95
1583189694636,96
1583189695587,97
1583189696577,97
1583189697652,95
1583189698597,94
1583189699588,93
1583189700577,93
1583189701567,94
1583189702602,95
1583189703635,96
1583189704581,98
1583189705663,100
1583189706651,101
1583189707641,103
1583189708575,105
1583189709578,107
1583189710612,109
1583189711601,110
1583189712591,111
1583189713627,112
1583189714573,112
1583189715697,113
1583189716686,114
1583189717631,114
1583189718578,115
1583189719565,115
1583189720644,117
1583189721589,118
1583189722762,120
1583189723558,121
1583189724641,122
1583189725596,122
1583189726721,123
1583189727671,123
1583189728611,123
1583189729691,124
1583189730641,124
1583189731582,125
1583189732660,125
1583189733696,126
1583189734640,126
1583189735590,127
1583189736561,128
1583189737568,128
1583189738634,129
1583189739713,129
1583189740583,129
1583189741624,129
1583189742700,129
1583189743630,129
1583189744587,129
1583189745666,129
1583189746611,130
1583189747737,130
1583189748682,130
1583189749669,131
1583189750603,132
1583189751681,132
1583189752626,133
1583189753583,134
1583189754662,134
1583189755656,134
1583189756631,134
1583189757669,134
1583189758614,133
1583189759691,133
1583189760696,133
1583189761594,134
1583189762618,134
1583189763575,134
1583189764608,134
1583189765589,133
1583189766578,133
1583189767624,134
1583189768615,135
1583189769606,136
1583189770637,136
1583189771629,135
1583189772608,134
1583189773566,133
1583189774603,133
1583189775726,0
1583189776580,0
1583189777707,0
1583189778649,133
1583189779587,0
1583189780663,0
1583189781563,133
1583189782597,133
1583189783678,133
1583189784724,133
1583189785670,133
1583189786605,133
1583189787684,133
1583189788685,134
1583189789586,134
1583189790576,136
1583189791655,137
1583189792645,138
1583189793680,138
1583189794582,137
1583189795659,138
1583189796651,139
1583189797596,141
1583189798575,140
1583189799564,139
1583189800644,139
1583189801678,139
1583189802581,140
1583189803660,141
1583189804650,140
1583189805682,139
1583189806671,137
1583189807635,136
1583189808666,0
1583189809657,0
1583189810646,0
1583189811623,0
1583189812581,138
1583189813616,138
1583189814683,138
1583189815598,138
1583189816587,138
1583189817578,138
1583189818655,137
1583189819646,137
1583189820681,136
1583189821581,135
1583189822616,134
1583189823695,134
1583189824626,133
1583189825631,132
1583189826576,132
1583189827601,131
1583189828725,131
1583189829634,131
1583189830580,131
1583189831661,131
1583189832694,131
1583189833636,131
1583189834674,131
1583189835578,131
1583189836565,132
1583189837688,133
1583189838636,135
1583189839578,137
1583189840612,138
1583189841648,138
1583189842592,137
1583189843583,137
1583189844572,138
1583189845572,139
1583189846603,138
1583189847639,137
1583189848632,136
1583189849617,137
1583189850653,138
1583189851596,139
1583189852585,138
1583189853579,138
1583189854624,137
1583189855605,136
1583189856590,135
1583189857583,135
1583189858575,136
1583189859599,137
1583189860641,138
1583189861678,137
1583189862580,135
1583189863657,134
1583189864602,133
1583189865596,134
1583189866582,133
1583189867626,133
1583189868648,134
