time,value,value2,value3
1577725529437,1.3459546E7,1.0482684E7,0.0
1577725529496,1.3459887E7,1.0475644E7,0.0
1577725529530,1.343625E7,1.0442733E7,0.0
1577725529579,1.3409943E7,1.0423072E7,0.0
1577725529628,1.3417201E7,1.0406648E7,0.0
1577725529678,1.3381978E7,1.0400764E7,0.0
1577725529728,1.3403956E7,1.0399765E7,0.0
1577725529782,1.3361929E7,1.0397754E7,0.0
1577725529825,1.3318053E7,1.0380617E7,0.0
1577725529882,1.331721E7,1.0379212E7,0.0
1577725529919,1.3315887E7,1.0363154E7,0.0
1577725529970,1.3284072E7,1.0370274E7,0.0
1577725530016,1.3288528E7,1.0376422E7,0.0
1577725530068,1.3281777E7,1.0391361E7,0.0
1577725530116,1.3267925E7,1.0388776E7,0.0
1577725530169,1.3271618E7,1.0395289E7,0.0
1577725530221,1.3282066E7,1.0402698E7,0.0
1577725530268,1.3278952E7,1.0395227E7,0.0
1577725530318,1.3275045E7,1.0360671E7,0.0
1577725530367,1.3293359E7,1.0318581E7,0.0
1577725530416,1.3260904E7,1.0351572E7,0.0
1577725530466,1.3214947E7,1.0364211E7,0.0
1577725530520,1.317851E7,1.0369828E7,0.0
1577725530565,1.3182416E7,1.0370234E7,0.0
1577725530615,1.3177296E7,1.0378945E7,0.0
1577725530658,1.3175898E7,1.0371437E7,0.0
1577725530714,1.314925E7,1.0375222E7,0.0
1577725530757,1.3145372E7,1.0351389E7,0.0
1577725530812,1.3060129E7,1.0306004E7,0.0
1577725530856,1.301338E7,1.0247142E7,0.0
1577725530905,1.3029527E7,1.0248649E7,0.0
1577725530955,1.3051396E7,1.0271261E7,0.0
1577725531009,1.308799E7,1.0327189E7,0.0
1577725531061,1.310865E7,1.035027E7,0.0
1577725531105,1.3130017E7,1.0361808E7,0.0
1577725531162,1.3129386E7,1.0404776E7,0.0
1577725531207,1.3117435E7,1.0407968E7,0.0
1577725531262,1.3115088E7,1.046404E7,0.0
1577725531301,1.3138251E7,1.0518666E7,0.0
1577725531355,1.3180596E7,1.0578914E7,0.0
1577725531400,1.3200384E7,1.0597536E7,0.0
1577725531454,1.3227453E7,1.0535987E7,0.0
1577725531497,1.3243861E7,1.0527645E7,0.0
1577725531553,1.3252096E7,1.0530044E7,0.0
1577725531595,1.3242941E7,1.0526954E7,0.0
1577725531647,1.3241462E7,1.0538086E7,0.0
1577725531694,1.3255708E7,1.0523717E7,0.0
1577725531754,1.3288106E7,1.0513093E7,0.0
1577725531802,1.3330688E7,1.05079E7,0.0
1577725531849,1.3367125E7,1.0494489E7,0.0
1577725531901,1.3379712E7,1.049341E7,0.0
1577725531949,1.3389918E7,1.0477557E7,0.0
1577725531995,1.3389605E7,1.0478676E7,0.0
1577725532047,1.3398812E7,1.0479875E7,0.0
1577725532095,1.3401372E7,1.0467035E7,0.0
1577725532142,1.3405326E7,1.0449572E7,0.0
1577725532187,1.3410526E7,1.046103E7,0.0
1577725532240,1.3415883E7,1.0462577E7,0.0
1577725532292,1.3425114E7,1.0478837E7,0.0
1577725532342,1.3395275E7,1.048238E7,0.0
1577725532390,1.3364119E7,1.0404611E7,0.0
1577725532442,1.3389207E7,1.0426492E7,0.0
1577725532488,1.3517221E7,1.0512768E7,0.0
1577725532538,1.382957E7,1.0589191E7,0.0
1577725532587,1.3639215E7,1.0207575E7,0.0
1577725532633,1.3269034E7,1.0337813E7,0.0
1577725532685,1.3456298E7,1.0136707E7,0.0
1577725532735,1.3489147E7,1.0090506E7,0.0
1577725532784,1.3604731E7,1.0034984E7,0.0
1577725532834,1.3646473E7,1.0005983E7,0.0
1577725532878,1.3637499E7,1.0067039E7,0.0
1577725532934,1.3624704E7,1.0201472E7,0.0
1577725532976,1.3578088E7,1.0504016E7,0.0
1577725533026,1.3633308E7,1.0593506E7,0.0
1577725533075,1.2663248E7,1.0383608E7,0.0
1577725533125,1.0687141E7,9976897.0,0.0
1577725533178,1.2112497E7,1.0256036E7,0.0
1577725533224,1.2004797E7,1.0451748E7,0.0
1577725533277,1.0952713E7,1.0139454E7,0.0
1577725533324,1.0411012E7,1.010278E7,0.0
1577725533377,9856227.0,1.0299121E7,0.0
1577725533472,8998006.0,1.0332401E7,0.0
1577725533473,8567561.0,1.0060507E7,0.0
1577725533564,8628034.0,9743389.0,0.0
1577725533581,9001988.0,9588523.0,0.0
1577725533615,9594477.0,9453992.0,0.0
1577725533667,9752329.0,9395682.0,0.0
1577725533716,9851107.0,9366538.0,0.0
1577725533763,9932183.0,9366699.0,0.0
1577725533818,9962472.0,9403110.0,0.0
1577725533863,9954213.0,9351639.0,0.0
1577725533914,9968436.0,9328193.0,0.0
1577725533962,9948359.0,9283357.0,0.0
1577725534014,9975978.0,9308083.0,0.0
1577725534061,9883268.0,8977634.0,0.0
1577725534112,1.0113436E7,8899521.0,0.0
1577725534160,1.0206625E7,8796394.0,0.0
1577725534211,1.0316216E7,9048261.0,0.0
1577725534259,1.0229997E7,9078421.0,0.0
1577725534309,1.0094151E7,9045185.0,0.0
1577725534358,9976666.0,8866735.0,0.0
1577725534407,9947937.0,8761307.0,0.0
1577725534458,9956721.0,8797026.0,0.0
1577725534505,9964714.0,8739123.0,0.0
1577725534555,1.0190108E7,8841680.0,0.0
1577725534604,1.0312656E7,8568586.0,0.0
1577725534653,1.0467683E7,8521877.0,0.0
1577725534702,1.0550447E7,8551142.0,0.0
1577725534752,1.0591213E7,8673872.0,0.0
1577725534801,1.0706057E7,8727705.0,0.0
1577725534856,1.0746026E7,8798266.0,0.0
1577725534901,1.0716477E7,8786362.0,0.0
1577725534952,1.0633505E7,8904020.0,0.0
1577725535001,1.0498844E7,8735071.0,0.0
1577725535051,1.0310651E7,8715370.0,0.0
1577725535098,1.0183035E7,8658666.0,0.0
1577725535145,1.0090723E7,8498347.0,0.0
1577725535199,1.0414919E7,8304160.0,0.0
1577725535247,1.0675982E7,8193587.0,0.0
1577725535297,1.0896938E7,8294272.0,0.0
1577725535346,1.1115368E7,8600967.0,0.0
1577725535397,1.1139958E7,8477791.0,0.0
1577725535445,1.1233905E7,8472195.0,0.0
1577725535493,1.1524517E7,8416793.0,0.0
1577725535542,1.1630449E7,8441135.0,0.0
1577725535594,1.1813944E7,8634038.0,0.0
1577725535637,1.1710573E7,8688362.0,0.0
1577725535695,1.1676619E7,8636116.0,0.0
1577725535741,1.1747693E7,8761245.0,0.0
1577725535789,1.1648284E7,8685450.0,0.0
1577725535839,1.1606807E7,8635344.0,0.0
1577725535888,1.1667569E7,8545404.0,0.0
1577725535938,1.1668598E7,8460064.0,0.0
1577725535987,1.1685063E7,8430471.0,0.0
1577725536036,1.1682318E7,8489150.0,0.0
1577725536086,1.1621821E7,8532377.0,0.0
1577725536132,1.1434552E7,8517196.0,0.0
1577725536185,1.1362365E7,8488945.0,0.0
1577725536234,1.1238921E7,8538912.0,0.0
1577725536279,1.1107214E7,8545546.0,0.0
1577725536331,1.1077323E7,8465378.0,0.0
1577725536382,1.1231848E7,8362005.0,0.0
1577725536427,1.1357643E7,8348207.0,0.0
1577725536479,1.1488848E7,8471420.0,0.0
1577725536524,1.1508029E7,8509238.0,0.0
1577725536577,1.1670205E7,8540884.0,0.0
1577725536628,1.1701788E7,8542533.0,0.0
1577725536677,1.1678781E7,8470403.0,0.0
1577725536723,1.169279E7,8438410.0,0.0
1577725536775,1.1747986E7,8478504.0,0.0
1577725536821,1.1687803E7,8524767.0,0.0
1577725536876,1.1609604E7,8613628.0,0.0
1577725536919,1.1538341E7,8626530.0,0.0
1577725536973,1.1473099E7,8564128.0,0.0
1577725537025,1.1537208E7,8503131.0,0.0
1577725537071,1.1642661E7,8519881.0,0.0
1577725537120,1.1638153E7,8370878.0,0.0
1577725537169,1.1782044E7,8158193.0,0.0
1577725537214,1.1986436E7,8134136.0,0.0
1577725537268,1.1979524E7,8343014.0,0.0
1577725537319,1.1982402E7,8430350.0,0.0
1577725537363,1.1842517E7,8264170.0,0.0
1577725537418,1.2158245E7,8123776.0,0.0
1577725537467,1.3180041E7,8100472.0,0.0
1577725537517,1.3506877E7,8348123.0,0.0
1577725537559,1.3631355E7,8610918.0,0.0
1577725537615,1.34634E7,8758743.0,0.0
1577725537662,1.3206319E7,8569848.0,0.0
1577725537716,1.3083557E7,8567018.0,0.0
1577725537765,1.3137408E7,8652500.0,0.0
1577725537813,1.3011081E7,8645844.0,0.0
1577725537861,1.2810491E7,8643423.0,0.0
1577725537906,1.2582196E7,8590321.0,0.0
1577725537957,1.2303037E7,8561748.0,0.0
1577725538009,1.1998757E7,8397216.0,0.0
1577725538059,1.1683503E7,8220635.0,0.0
1577725538103,1.1644008E7,8186909.0,0.0
1577725538158,1.1813679E7,8093919.0,0.0
1577725538206,1.1925252E7,8182718.0,0.0
1577725538252,1.2248765E7,8193159.0,0.0
1577725538300,1.2428752E7,8055168.0,0.0
1577725538353,1.2471414E7,8116874.0,0.0
1577725538404,1.2511857E7,8409610.0,0.0
1577725538454,1.23701E7,8561543.0,0.0
1577725538501,1.231797E7,8643159.0,0.0
1577725538547,1.2173786E7,8726992.0,0.0
1577725538595,1.2399255E7,8967888.0,0.0
1577725538643,1.2657602E7,9126985.0,0.0
1577725538695,1.2751786E7,9134983.0,0.0
1577725538742,1.2944545E7,9227977.0,0.0
1577725538792,1.2779017E7,8989114.0,0.0
1577725538844,1.2496796E7,8758231.0,0.0
1577725538893,1.2276546E7,8664528.0,0.0
1577725538942,1.211904E7,8541008.0,0.0
1577725538991,1.2170538E7,8645642.0,0.0
1577725539045,1.221795E7,8874733.0,0.0
1577725539093,1.2285018E7,9213483.0,0.0
1577725539141,1.2359101E7,9334074.0,0.0
1577725539193,1.2551594E7,9547231.0,0.0
1577725539241,1.3062162E7,9892922.0,0.0
1577725539286,1.3275467E7,1.0004659E7,0.0
1577725539339,1.3217189E7,9898397.0,0.0
1577725539389,1.2807405E7,9439177.0,0.0
1577725539439,1.2678788E7,9228017.0,0.0
1577725539483,1.2599186E7,9089393.0,0.0
1577725539537,1.2551594E7,9005092.0,0.0
1577725539582,1.253869E7,8963368.0,0.0
1577725539633,1.2527715E7,8923498.0,0.0
1577725539686,1.2497322E7,8871537.0,0.0
1577725539733,1.25012E7,8867262.0,0.0
1577725539785,1.2488642E7,8850307.0,0.0
1577725539833,1.2468276E7,8813714.0,0.0
1577725539881,1.2431815E7,8783041.0,0.0
1577725539932,1.2413184E7,8756644.0,0.0
1577725539980,1.2394244E7,8727010.0,0.0
1577725540030,1.2367331E7,8699761.0,0.0
1577725540079,1.2355778E7,8679120.0,0.0
1577725540128,1.2326305E7,8648104.0,0.0
1577725540177,1.23028E7,8621341.0,0.0
1577725540222,1.2300136E7,8603593.0,0.0
1577725540278,1.227647E7,8582648.0,0.0
1577725540324,1.2267681E7,8568221.0,0.0
1577725540375,1.2257393E7,8552751.0,0.0
1577725540424,1.2238184E7,8530585.0,0.0
1577725540473,1.222911E7,8519720.0,0.0
1577725540523,1.2214546E7,8503577.0,0.0
1577725540573,1.2192251E7,8489903.0,0.0
1577725540621,1.2187742E7,8476061.0,0.0
1577725540671,1.218249E7,8458620.0,0.0
1577725540717,1.2160621E7,8443863.0,0.0
1577725540770,1.2157188E7,8433016.0,0.0
1577725540819,1.2138695E7,8422250.0,0.0
1577725540864,1.212653E7,8409793.0,0.0
1577725540918,1.2126848E7,8396990.0,0.0
1577725540968,1.2119727E7,8386490.0,0.0
1577725541016,1.2114607E7,8381483.0,0.0
1577725541068,1.211263E7,8375072.0,0.0
1577725541110,1.2108169E7,8363735.0,0.0
1577725541162,1.2097749E7,8359032.0,0.0
1577725541214,1.2088485E7,8350423.0,0.0
1577725541262,1.2071604E7,8342059.0,0.0
1577725541311,1.2071732E7,8328970.0,0.0
1577725541360,1.206746E7,8332331.0,0.0
1577725541409,1.2056907E7,8325288.0,0.0
1577725541459,1.2048436E7,8309068.0,0.0
1577725541503,1.2041604E7,8303531.0,0.0
1577725541558,1.2025538E7,8294107.0,0.0
1577725541610,1.2019285E7,8286862.0,0.0
1577725541653,1.2008282E7,8279698.0,0.0
1577725541712,1.2014824E7,8273612.0,0.0
1577725541755,1.199852E7,8258713.0,0.0
1577725541803,1.1985142E7,8252222.0,0.0
1577725541850,1.1987968E7,8250452.0,0.0
