time,value
1585908349000,122
1585908350025,124
1585908351001,126
1585908351999,127
1585908352995,127
1585908353991,127
1585908354989,126
1585908355986,125
1585908356984,124
1585908357983,124
1585908358980,124
1585908359978,126
1585908360975,127
1585908361973,129
1585908362971,130
1585908363968,131
1585908364965,132
1585908365961,133
1585908366960,135
1585908367959,135
1585908368956,135
1585908369953,134
1585908370950,133
1585908371946,133
1585908372946,133
1585908373726,132
1585908375089,131
1585908376089,130
1585908376836,131
1585908378083,132
1585908379080,134
1585908380076,135
1585908381076,135
1585908381751,135
1585908382748,135
1585908383745,136
1585908385221,137
1585908385741,139
1585908386736,140
1585908387734,140
1585908389190,140
1585908390667,139
1585908390736,139
1585908391763,139
1585908392829,139
1585908393856,140
1585908394771,141
1585908396323,142
1585908396841,143
1585908398071,143
1585908399070,144
1585908400096,144
1585908400951,144
1585908402909,144
1585908402969,145
1585908404024,145
1585908405504,146
1585908405781,146
1585908406778,146
1585908407753,147
1585908408749,147
1585908409748,147
1585908411144,148
1585908411729,148
1585908412726,148
1585908414166,149
1585908415223,150
1585908415739,152
1585908416806,153
1585908418149,155
1585908419145,156
1585908420621,158
1585908420759,160
1585908422199,161
1585908423579,162
1585908423736,162
1585908425273,163
1585908425791,164
1585908426819,165
1585908427815,165
1585908429291,164
1585908429811,165
1585908430791,165
1585908431821,165
1585908432878,165
1585908433809,165
1585908434736,166
1585908435871,166
1585908436936,166
1585908437819,166
1585908439162,165
1585908440161,166
1585908441136,167
1585908442133,168
1585908443391,169
1585908443911,169
1585908444818,169
1585908445756,169
1585908447231,169
1585908447749,170
1585908449108,170
1585908450106,171
1585908451081,170
1585908452076,170
1585908453361,170
1585908453856,170
1585908455339,171
1585908455858,171
1585908456856,172
1585908458153,172
1585908458739,172
1585908459742,172
1585908461198,172
1585908462195,172
1585908462743,173
1585908463974,173
1585908464969,173
1585908465916,174
1585908467063,174
1585908469253,174
1585908469283,174
1585908469921,174
1585908471457,174
1585908471751,175
1585908473709,175
1585908473738,175
1585908475020,175
1585908476266,175
1585908477742,176
1585908477773,176
1585908478770,176
1585908480726,176
1585908480758,176
1585908482986,176
1585908483016,176
1585908483773,176
1585908484769,176
1585908485799,176
1585908486728,176
1585908487725,175
1585908488746,175
1585908490223,175
1585908491220,175
1585908492106,175
1585908494213,175
1585908494241,175
1585908495159,175
1585908495879,176
1585908496903,176
1585908497963,177
1585908498902,176
1585908499899,176
1585908501406,176
1585908501953,177
1585908502948,177
1585908504129,177
1585908505111,177
1585908506109,178
1585908506941,178
1585908508896,178
1585908508926,178
1585908509723,178
1585908510751,178
1585908512219,178
1585908512739,179
1585908513736,179
1585908514793,180
1585908516316,180
1585908517663,180
1585908517731,179
1585908518766,179
1585908519879,179
1585908521101,179
1585908522576,179
1585908522743,179
1585908524632,179
1585908524791,179
1585908526073,179
1585908527070,179
1585908527791,179
1585908529417,179
1585908529936,179
1585908530933,179
1585908531848,179
1585908532906,179
1585908534421,179
1585908534729,178
1585908535964,178
1585908537031,177
1585908538026,177
1585908539489,177
1585908541132,177
1585908541163,176
1585908543021,176
1585908543051,176
1585908545183,176
1585908545213,177
1585908545911,177
1585908547576,177
1585908547951,177
1585908548926,177
1585908549743,177
1585908550740,177
1585908552404,178
1585908553401,178
1585908554401,178
1585908554919,178
1585908556404,178
1585908557491,178
1585908557767,178
1585908558766,177
1585908560136,177
1585908560747,176
1585908562200,176
1585908563709,176
1585908563738,176
1585908564961,176
1585908565956,176
1585908566994,176
1585908568319,177
1585908568838,177
1585908569753,178
1585908570789,177
1585908572319,177
1585908572896,177
1585908573893,178
1585908574888,178
1585908576846,179
1585908576878,179
1585908577875,179
1585908578873,180
1585908579766,180
1585908581183,180
1585908582211,179
1585908582794,179
1585908584431,179
1585908584784,180
1585908585780,180
1585908586869,180
1585908587819,179
1585908588819,179
1585908589876,179
1585908590873,180
1585908592351,180
1585908592869,179
1585908593864,179
1585908594824,179
1585908596526,178
1585908596806,178
1585908597953,178
1585908598949,178
1585908599949,178
1585908600945,178
1585908602423,178
1585908603533,177
1585908603909,177
1585908604823,177
1585908605976,177
1585908606983,177
1585908608459,177
1585908608739,177
1585908609741,178
1585908610726,178
1585908612203,179
1585908613200,179
1585908613853,180
1585908615316,180
1585908616313,180
1585908617948,180
1585908618012,181
1585908619007,181
1585908619867,182
1585908620903,182
1585908621938,183
1585908622741,183
1585908623978,184
1585908625214,183
1585908626191,183
1585908626768,183
1585908627796,183
1585908628793,183
1585908630299,184
1585908631388,184
1585908631951,184
1585908633906,184
1585908633906,184
1585908634905,185
1585908635918,185
1585908637396,185
1585908637913,185
1585908638941,185
1585908639938,185
1585908640851,185
1585908641888,185
1585908642728,185
1585908643725,184
1585908645166,184
1585908646163,184
1585908646749,185
1585908647776,185
1585908648803,185
1585908650529,185
1585908652484,185
1585908652516,184
1585908652831,184
1585908654053,184
1585908655050,183
1585908656047,183
1585908656813,183
1585908658292,184
1585908658808,184
1585908659806,184
1585908661283,183
1585908662280,183
1585908662798,183
1585908664275,183
1585908664794,183
1585908665941,182
1585908666937,182
1585908668176,181
1585908669173,181
1585908669833,181
1585908670830,182
1585908671828,181
1585908672728,181
1585908675166,181
1585908675195,181
1585908676673,181
1585908676723,182
1585908678106,182
1585908678781,181
1585908680259,181
1585908680821,180
1585908681797,180
1585908682755,180
1585908683753,181
1585908685231,181
1585908685836,180
1585908686956,180
1585908687751,179
1585908689881,178
1585908689941,178
1585908690901,178
1585908691963,178
1585908692864,178
1585908693864,179
1585908694861,179
1585908695886,180
1585908696759,179
1585908698266,179
1585908698785,179
1585908699846,179
1585908700845,179
1585908701872,179
1585908702871,179
1585908703874,178
1585908704911,178
1585908706176,178
1585908706734,178
1585908707903,178
1585908709380,178
1585908709896,177
1585908710896,177
1585908711893,177
1585908712888,177
1585908715326,177
1585908715358,177
1585908715936,178
1585908717389,177
1585908717908,177
1585908719183,177
1585908720661,177
1585908720729,177
1585908721763,178
1585908722791,178
1585908723953,179
1585908724950,179
1585908725948,180
1585908728056,180
1585908728145,180
1585908729142,180
1585908730140,180
1585908730869,180
1585908731994,181
1585908733561,181
1585908733747,180
1585908735578,180
1585908735735,180
1585908736779,180
1585908737753,180
1585908739656,181
1585908739749,181
1585908740932,181
1585908741961,181
1585908742958,181
1585908744106,181
1585908745103,181
1585908746580,181
1585908746737,182
1585908748079,182
1585908749079,182
1585908750076,182
1585908750856,182
1585908751808,182
1585908753578,182
1585908753764,182
1585908754964,182
1585908755963,182
1585908757193,182
1585908758669,182
1585908758724,182
1585908760156,183
1585908761131,183
1585908761798,184
1585908763081,184
1585908763846,184
1585908765833,184
1585908765863,183
1585908766776,183
1585908767843,183
1585908769036,184
1585908770033,184
1585908771512,183
1585908772029,183
1585908773025,183
1585908774113,183
1585908775051,183
1585908776046,183
1585908777046,183
1585908778073,183
1585908779609,183
1585908779738,182
1585908781200,182
1585908782198,182
1585908783193,182
1585908784200,182
1585908785226,183
1585908785746,182
1585908787463,182
1585908788154,181
1585908788926,181
1585908789929,181
1585908790926,182
1585908791956,182
1585908792953,182
1585908793778,182
1585908794776,182
1585908796253,182
1585908796771,182
1585908797766,182
1585908798833,182
1585908799996,182
1585908800992,183
1585908801990,183
1585908803511,183
1585908803783,183
1585908804838,183
1585908806041,183
1585908807516,183
1585908807871,183
1585908808846,184
1585908809791,184
1585908811284,184
1585908811979,184
1585908813181,185
1585908814185,184
1585908815564,184
1585908815723,184
1585908817133,184
1585908818130,185
1585908820027,185
1585908820029,185
1585908821506,185
1585908821724,185
1585908823116,185
1585908823731,185
1585908825031,185
1585908825879,184
1585908826874,184
1585908829134,184
1585908829163,185
1585908830159,184
1585908831158,184
1585908832051,183
1585908832906,183
1585908834105,182
1585908836062,182
1585908836093,181
1585908837090,181
1585908838086,181
1585908839085,181
1585908839881,180
1585908840878,180
1585908841808,179
1585908842799,178
1585908844336,177
1585908844771,177
1585908846613,176
