time,value,accuracy
1585908370218,96.82198,1
1585908371194,96.82198,1
1585908372172,96.82198,2
1585908373139,96.82198,2
1585908374114,96.78133,2
1585908375085,97.14328,1
1585908376058,97.49301,1
1585908377026,97.49301,1
1585908378004,97.49823,2
1585908378980,100.10266,1
1585908379948,104.69523,1
1585908380921,105.17582,1
1585908381894,105.026375,1
1585908382866,105.026375,1
1585908383844,104.84979,1
1585908384814,104.67566,1
1585908385787,105.57977,1
1585908386758,106.96188,1
1585908387732,107.05899,1
1585908388700,107.05899,1
1585908389676,108.14631,1
1585908390653,108.225426,1
1585908391621,109.54659,0
1585908392596,109.732185,1
1585908393567,109.61297,1
1585908394539,109.61297,1
1585908395517,110.61243,1
1585908396486,110.686226,1
1585908397460,111.706154,1
1585908398429,113.06528,1
1585908399405,115.84857,1
1585908400375,115.84857,1
1585908401352,117.87655,1
1585908402325,118.78529,1
1585908403299,118.68662,1
1585908404273,118.43692,1
1585908405249,118.172485,0
1585908406216,118.172485,0
1585908407193,117.96316,1
1585908408170,117.79288,1
1585908409140,117.65327,1
1585908410115,117.53996,1
1585908411088,120.167,1
1585908412060,120.167,1
1585908413038,122.16766,1
1585908414006,123.171425,1
1585908414982,123.755905,1
1585908415959,124.24253,1
1585908416929,125.48242,1
1585908417901,125.48242,1
1585908418877,125.4637,1
1585908419849,125.289474,0
1585908420827,125.17613,1
1585908421798,125.08508,1
1585908422773,125.00827,1
1585908423747,125.00827,1
1585908424718,127.55526,1
1585908425695,127.74904,1
1585908426672,127.63367,1
1585908427642,128.66176,1
1585908428618,128.6568,1
1585908429593,128.6568,1
1585908430567,129.68802,1
1585908431542,131.15549,1
1585908432521,133.16437,1
1585908433488,134.29634,0
1585908434464,134.20702,1
1585908435440,134.20702,1
1585908436410,134.00397,1
1585908437386,133.83731,1
1585908438364,133.68475,1
1585908439334,133.90976,1
1585908440308,134.12538,1
1585908441278,134.12538,1
1585908442257,134.31117,1
1585908443230,134.48933,1
1585908444205,134.66783,1
1585908445180,134.84824,1
1585908446156,135.0304,1
1585908447132,135.0304,1
1585908448106,135.2137,0
1585908449081,135.39784,1
1585908450058,135.41908,1
1585908451027,135.54025,1
1585908452003,135.4747,1
1585908452979,135.4747,1
1585908453952,135.64644,1
1585908454929,136.0833,1
1585908455906,136.95367,1
1585908456884,137.11653,1
