time,value,value2,value3
1583167199348,6224849.0,7462308.0,0.0
1583167199394,6105118.0,7294861.0,0.0
1583167199444,6009392.0,7182733.0,0.0
1583167199490,5914309.0,7104956.0,0.0
1583167199539,5833955.0,7161333.0,0.0
1583167199608,5758745.0,7123273.0,0.0
1583167199684,5684861.0,7090403.0,0.0
1583167199696,5608512.0,7015374.0,0.0
1583167199765,5539514.0,6913812.0,0.0
1583167199781,5472811.0,6805130.0,0.0
1583167199829,5418501.0,6711478.0,0.0
1583167199875,5368250.0,6615907.0,0.0
1583167199926,5336296.0,6503241.0,0.0
1583167199971,5300848.0,6384540.0,0.0
1583167200027,5284907.0,6276641.0,0.0
1583167200068,5261954.0,6208501.0,0.0
1583167200117,5202304.0,6120594.0,0.0
1583167200169,5130813.0,6021605.0,0.0
1583167200217,5080619.0,5956114.0,0.0
1583167200265,5047651.0,5927518.0,0.0
1583167200313,5013245.0,5884559.0,0.0
1583167200362,4973227.0,5808890.0,0.0
1583167200410,4931141.0,5717083.0,0.0
1583167200459,4891036.0,5653932.0,0.0
1583167200509,4843863.0,5571184.0,0.0
1583167200555,4808432.0,5513221.0,0.0
1583167200609,4779281.0,5458575.0,0.0
1583167200652,4735331.0,5378429.0,0.0
1583167200701,4692789.0,5295344.0,0.0
1583167200750,4619389.0,5201664.0,0.0
1583167200797,4545477.0,5175802.0,0.0
1583167200847,4519004.0,5120253.0,0.0
1583167200894,4301965.0,5139573.0,0.0
1583167200944,4220125.0,5180888.0,0.0
1583167200991,4224605.0,5177735.0,0.0
1583167201040,4225635.0,5204644.0,0.0
1583167201087,4225326.0,5212217.0,0.0
1583167201137,4224585.0,5183652.0,0.0
1583167201189,4238427.0,5179770.0,0.0
1583167201233,4247009.0,5126447.0,0.0
1583167201282,4331347.0,4809466.0,0.0
1583167201330,4452392.0,4721076.0,0.0
1583167201379,4491160.0,4704344.0,0.0
1583167201428,4470952.0,4773950.0,0.0
1583167201478,4477127.0,4897462.0,0.0
1583167201528,4440852.0,5023767.0,0.0
1583167201571,4409490.0,5013284.0,0.0
1583167201623,4379786.0,5019360.0,0.0
1583167201673,4360098.0,5046794.0,0.0
1583167201720,4340400.0,5034989.0,0.0
1583167201772,4325741.0,5077454.0,0.0
1583167201817,4322958.0,5071508.0,0.0
1583167201865,4335845.0,4901023.0,0.0
1583167201908,4456216.0,4674831.0,0.0
1583167201962,4526461.0,4638516.0,0.0
1583167202010,4574033.0,4589453.0,0.0
1583167202053,4606291.0,4416130.0,0.0
1583167202105,4624920.0,4509987.0,0.0
1583167202152,4607138.0,4602766.0,0.0
1583167202201,4566434.0,4597262.0,0.0
1583167202247,4554528.0,4594597.0,0.0
1583167202300,4549916.0,4640968.0,0.0
1583167202353,4534601.0,4699195.0,0.0
1583167202397,4527839.0,4736400.0,0.0
1583167202445,4529861.0,4747763.0,0.0
1583167202488,4538656.0,4701518.0,0.0
1583167202542,4597266.0,4488317.0,0.0
1583167202587,4661010.0,4485307.0,0.0
1583167202634,4673070.0,4435835.0,0.0
1583167202685,4681555.0,4411315.0,0.0
1583167202732,4706369.0,4526360.0,0.0
1583167202778,4723195.0,4664751.0,0.0
1583167202827,4706840.0,4717361.0,0.0
1583167202877,4681073.0,4731115.0,0.0
1583167202930,4667107.0,4747716.0,0.0
1583167202978,4660260.0,4775762.0,0.0
1583167203022,4667771.0,4820170.0,0.0
1583167203075,4673349.0,4890462.0,0.0
1583167203123,4679137.0,4913911.0,0.0
1583167203170,4679755.0,4816239.0,0.0
1583167203220,4630651.0,4725598.0,0.0
1583167203268,4598345.0,4751841.0,0.0
1583167203316,4583791.0,4751289.0,0.0
1583167203365,4602997.0,4784264.0,0.0
1583167203412,4609105.0,4882167.0,0.0
1583167203462,4618244.0,4950794.0,0.0
1583167203512,4630245.0,4954388.0,0.0
1583167203558,4644386.0,4945668.0,0.0
1583167203602,4659132.0,4948748.0,0.0
1583167203648,4685775.0,4932961.0,0.0
1583167203699,4721066.0,4877869.0,0.0
1583167203749,4731343.0,4834830.0,0.0
1583167203797,4728878.0,4858807.0,0.0
1583167203849,4733346.0,4877066.0,0.0
1583167203897,4761348.0,4877134.0,0.0
1583167203946,4801137.0,4939350.0,0.0
1583167203992,4859603.0,5022614.0,0.0
1583167204042,4903793.0,5103258.0,0.0
1583167204091,4925486.0,5152652.0,0.0
1583167204139,4927047.0,5196174.0,0.0
1583167204188,4917953.0,5196564.0,0.0
1583167204231,4907686.0,5205330.0,0.0
1583167204284,4907205.0,5249600.0,0.0
1583167204333,4916345.0,5248313.0,0.0
1583167204382,4913060.0,5242190.0,0.0
1583167204431,4912993.0,5233135.0,0.0
1583167204478,4908544.0,5227218.0,0.0
1583167204528,4911183.0,5237466.0,0.0
1583167204571,4913907.0,5222267.0,0.0
1583167204623,4921256.0,5175942.0,0.0
1583167204670,4930456.0,5153249.0,0.0
1583167204713,4940781.0,5189613.0,0.0
1583167204765,4949768.0,5225517.0,0.0
1583167204810,4966257.0,5277243.0,0.0
1583167204860,4996309.0,5329566.0,0.0
1583167204910,5005710.0,5364242.0,0.0
1583167204962,4999460.0,5375628.0,0.0
1583167205011,4990106.0,5358693.0,0.0
1583167205053,4987544.0,5357487.0,0.0
1583167205102,4990579.0,5352177.0,0.0
1583167205151,4998564.0,5363633.0,0.0
1583167205204,5006837.0,5373594.0,0.0
1583167205254,5020409.0,5389082.0,0.0
1583167205301,5031631.0,5409131.0,0.0
1583167205349,5054545.0,5439843.0,0.0
1583167205395,5066979.0,5466246.0,0.0
1583167205446,5074271.0,5482089.0,0.0
1583167205492,5075927.0,5490718.0,0.0
1583167205535,5113628.0,5508102.0,0.0
1583167205587,5122633.0,5532758.0,0.0
1583167205634,5143543.0,5547718.0,0.0
1583167205685,5174790.0,5565687.0,0.0
1583167205732,5197377.0,5581117.0,0.0
1583167205784,5214878.0,5598571.0,0.0
1583167205832,5230098.0,5620044.0,0.0
1583167205881,5234432.0,5647424.0,0.0
1583167205929,5228092.0,5676411.0,0.0
1583167205976,5236965.0,5691381.0,0.0
1583167206027,5257472.0,5700562.0,0.0
1583167206073,5258280.0,5696656.0,0.0
1583167206123,5256632.0,5681961.0,0.0
1583167206172,5258502.0,5671390.0,0.0
1583167206220,5255188.0,5653283.0,0.0
1583167206268,5257096.0,5642116.0,0.0
1583167206313,5259715.0,5644046.0,0.0
1583167206365,5263530.0,5644126.0,0.0
1583167206412,5270001.0,5647320.0,0.0
1583167206462,5271399.0,5650066.0,0.0
1583167206511,5280501.0,5645848.0,0.0
1583167206560,5277698.0,5641288.0,0.0
1583167206609,5266767.0,5623444.0,0.0
1583167206655,5249044.0,5604073.0,0.0
1583167206705,5232938.0,5592251.0,0.0
1583167206752,5227611.0,5583680.0,0.0
1583167206801,5229490.0,5569754.0,0.0
1583167206849,5225146.0,5560322.0,0.0
1583167206894,5229096.0,5550635.0,0.0
1583167206946,5223903.0,5544557.0,0.0
1583167206993,5213781.0,5537860.0,0.0
1583167207043,5213655.0,5529139.0,0.0
1583167207091,5208320.0,5525324.0,0.0
1583167207142,5182264.0,5513858.0,0.0
1583167207189,5151355.0,5505288.0,0.0
1583167207234,5128066.0,5481664.0,0.0
1583167207285,5117374.0,5445289.0,0.0
1583167207332,5110660.0,5415876.0,0.0
1583167207382,5097618.0,5402708.0,0.0
1583167207432,5094085.0,5385876.0,0.0
1583167207474,5080840.0,5355934.0,0.0
1583167207528,5083566.0,5309598.0,0.0
1583167207574,5087611.0,5299773.0,0.0
1583167207618,5100334.0,5297913.0,0.0
1583167207669,5100326.0,5298188.0,0.0
1583167207716,5084702.0,5296225.0,0.0
1583167207766,5077093.0,5287056.0,0.0
1583167207812,5070504.0,5284965.0,0.0
1583167207861,5062076.0,5292364.0,0.0
1583167207913,5033518.0,5336002.0,0.0
1583167207958,5021718.0,5353936.0,0.0
1583167208012,5027825.0,5321719.0,0.0
1583167208054,5013985.0,5263721.0,0.0
1583167208108,5000441.0,5232883.0,0.0
1583167208157,4998863.0,5211088.0,0.0
1583167208205,4995693.0,5197863.0,0.0
1583167208253,4984521.0,5192439.0,0.0
1583167208300,4975380.0,5181720.0,0.0
1583167208350,4967086.0,5163658.0,0.0
1583167208393,4962135.0,5149745.0,0.0
1583167208447,4958118.0,5138762.0,0.0
1583167208494,4948333.0,5121412.0,0.0
1583167208544,4949392.0,5104728.0,0.0
1583167208591,4945058.0,5097641.0,0.0
1583167208635,4940954.0,5087574.0,0.0
1583167208690,4935031.0,5049820.0,0.0
1583167208735,4943400.0,4998589.0,0.0
1583167208785,4971652.0,4980597.0,0.0
1583167208833,5009938.0,4965212.0,0.0
1583167208881,5049207.0,4976057.0,0.0
1583167208931,5060670.0,4993282.0,0.0
1583167208975,5059023.0,4993339.0,0.0
1583167209028,5059687.0,4977139.0,0.0
1583167209074,5060987.0,4963798.0,0.0
1583167209123,5067442.0,4958951.0,0.0
1583167209173,5062674.0,4949737.0,0.0
1583167209216,5063482.0,4936972.0,0.0
1583167209269,5061883.0,4920276.0,0.0
1583167209315,5049354.0,4901020.0,0.0
1583167209365,5034193.0,4878397.0,0.0
1583167209414,5023780.0,4863715.0,0.0
1583167209463,5022951.0,4859464.0,0.0
1583167209511,5018213.0,4855636.0,0.0
1583167209557,5008648.0,4845010.0,0.0
1583167209609,4999285.0,4831085.0,0.0
1583167209655,4995626.0,4820973.0,0.0
1583167209704,4990260.0,4813483.0,0.0
1583167209753,4982631.0,4803164.0,0.0
1583167209798,4967298.0,4786332.0,0.0
1583167209845,4941956.0,4760664.0,0.0
1583167209897,4921864.0,4745511.0,0.0
1583167209947,4901097.0,4727357.0,0.0
1583167209994,4891495.0,4717155.0,0.0
1583167210043,4886668.0,4712708.0,0.0
1583167210093,4880331.0,4698611.0,0.0
1583167210137,4873404.0,4692911.0,0.0
1583167210188,4868792.0,4687465.0,0.0
1583167210231,4864562.0,4683916.0,0.0
1583167210285,4863071.0,4681538.0,0.0
1583167210332,4848709.0,4670220.0,0.0
1583167210378,4831930.0,4654100.0,0.0
1583167210431,4816442.0,4637394.0,0.0
1583167210478,4803815.0,4630881.0,0.0
1583167210529,4796871.0,4625606.0,0.0
1583167210576,4794345.0,4623514.0,0.0
1583167210617,4792313.0,4622676.0,0.0
1583167210672,4788894.0,4623733.0,0.0
1583167210716,4780495.0,4622377.0,0.0
1583167210768,4780216.0,4622241.0,0.0
1583167210817,4772721.0,4615450.0,0.0
1583167210861,4773975.0,4616402.0,0.0
1583167210913,4764997.0,4613807.0,0.0
1583167210961,4750616.0,4599789.0,0.0
1583167211011,4743836.0,4595216.0,0.0
1583167211060,4740571.0,4591620.0,0.0
1583167211103,4732084.0,4591194.0,0.0
1583167211158,4728801.0,4584497.0,0.0
1583167211205,4726219.0,4587678.0,0.0
1583167211252,4723407.0,4587852.0,0.0
1583167211297,4717665.0,4586621.0,0.0
1583167211350,4722356.0,4588162.0,0.0
1583167211397,4717665.0,4584990.0,0.0
1583167211447,4709680.0,4581039.0,0.0
1583167211494,4696947.0,4572157.0,0.0
1583167211539,4693105.0,4569021.0,0.0
1583167211591,4687739.0,4563782.0,0.0
1583167211639,4686333.0,4564160.0,0.0
1583167211688,4676518.0,4560966.0,0.0
1583167211736,4674505.0,4558451.0,0.0
1583167211786,4670854.0,4556440.0,0.0
1583167211833,4665634.0,4555358.0,0.0
1583167211877,4659874.0,4551211.0,0.0
1583167211931,4637730.0,4537701.0,0.0
