time,value,value2,value3
1586175114986,8159721.0,8372369.0,0.0
1586175115037,8155116.0,8359869.0,0.0
1586175115074,8148053.0,8336913.0,0.0
1586175115130,8129470.0,8305602.0,0.0
1586175115171,8104539.0,8284360.0,0.0
1586175115221,8049814.0,8259348.0,0.0
1586175115270,8012851.0,8237134.0,0.0
1586175115322,7949895.0,8207831.0,0.0
1586175115373,7891814.0,8169640.0,0.0
1586175115419,7852842.0,8143397.0,0.0
1586175115467,7810830.0,8122350.0,0.0
1586175115520,7775559.0,8102484.0,0.0
1586175115563,7737107.0,8082021.0,0.0
1586175115612,7695854.0,8037742.0,0.0
1586175115665,7638172.0,7961166.0,0.0
1586175115713,7614299.0,7938516.0,0.0
1586175115763,7586028.0,7908241.0,0.0
1586175115808,7565940.0,7876768.0,0.0
1586175115856,7541640.0,7838091.0,0.0
1586175115906,7528612.0,7812834.0,0.0
1586175115958,7513241.0,7788794.0,0.0
1586175116003,7516615.0,7805597.0,0.0
1586175116057,7500848.0,7802731.0,0.0
1586175116108,7574710.0,7930792.0,0.0
1586175116148,7531050.0,7879618.0,0.0
1586175116201,7574820.0,7994661.0,0.0
1586175116250,7574519.0,8029536.0,0.0
1586175116292,7571544.0,8062836.0,0.0
1586175116344,7583288.0,8062481.0,0.0
1586175116396,7557154.0,8067499.0,0.0
1586175116444,7464723.0,7920497.0,0.0
1586175116490,7475837.0,7960581.0,0.0
1586175116539,7493137.0,8056133.0,0.0
1586175116589,7619999.0,8186542.0,0.0
1586175116635,7394406.0,7753547.0,0.0
1586175116683,7408588.0,7673297.0,0.0
1586175116732,7786894.0,7972401.0,0.0
1586175116782,7935317.0,7970362.0,0.0
1586175116829,8051808.0,7926551.0,0.0
1586175116879,8214715.0,8072064.0,0.0
1586175116932,8471936.0,8297960.0,0.0
1586175116977,8495806.0,8334888.0,0.0
1586175117026,8505796.0,8325466.0,0.0
1586175117071,8434372.0,8183936.0,0.0
1586175117130,8263438.0,7908290.0,0.0
1586175117168,8137130.0,7782917.0,0.0
1586175117226,8112042.0,7816736.0,0.0
1586175117265,7989961.0,7697579.0,0.0
1586175117315,7907581.0,7717867.0,0.0
1586175117367,7806048.0,7732453.0,0.0
1586175117413,7721833.0,7728616.0,0.0
1586175117464,7622516.0,7603421.0,0.0
1586175117514,7546990.0,7450670.0,0.0
1586175117564,7555427.0,7426385.0,0.0
1586175117611,7583021.0,7439613.0,0.0
1586175117659,7566526.0,7413419.0,0.0
1586175117708,7534976.0,7381056.0,0.0
1586175117756,7513969.0,7365125.0,0.0
