time,value,value2,value3
1586171802238,9474614.0,5588707.0,0.0
1586171802301,9344576.0,5504729.0,0.0
1586171802394,9169916.0,5409771.0,0.0
1586171802396,8951954.0,5267053.0,0.0
1586171802494,8791302.0,5186931.0,0.0
1586171802501,8818185.0,5183234.0,0.0
1586171802532,8746288.0,5144462.0,0.0
1586171802576,8728938.0,5128405.0,0.0
1586171802622,8676071.0,5121021.0,0.0
1586171802671,8552243.0,5064803.0,0.0
1586171802721,8396239.0,4982759.0,0.0
1586171802769,8272341.0,4930385.0,0.0
1586171802819,8202803.0,4895683.0,0.0
1586171802871,8139657.0,4865978.0,0.0
1586171802915,8059196.0,4828688.0,0.0
1586171802963,7964065.0,4784613.0,0.0
1586171803010,7889590.0,4746339.0,0.0
1586171803061,7839521.0,4726505.0,0.0
1586171803108,7794998.0,4704558.0,0.0
1586171803158,7755754.0,4685732.0,0.0
1586171803206,7723120.0,4669234.0,0.0
1586171803255,7682855.0,4649469.0,0.0
1586171803303,7644288.0,4629558.0,0.0
1586171803352,7563452.0,4588741.0,0.0
1586171803405,7464673.0,4534477.0,0.0
1586171803450,7387977.0,4496666.0,0.0
1586171803500,7356888.0,4476517.0,0.0
1586171803546,7329176.0,4460438.0,0.0
1586171803596,7290657.0,4439757.0,0.0
1586171803643,7236062.0,4413118.0,0.0
1586171803692,7196629.0,4391635.0,0.0
1586171803743,7173595.0,4377681.0,0.0
1586171803790,7158890.0,4366149.0,0.0
1586171803849,7154276.0,4359907.0,0.0
1586171803890,7151445.0,4348972.0,0.0
1586171803935,7153496.0,4344890.0,0.0
1586171803987,7120609.0,4322887.0,0.0
1586171804035,7047628.0,4276652.0,0.0
1586171804083,7008499.0,4251211.0,0.0
1586171804133,6999408.0,4239939.0,0.0
1586171804180,7011163.0,4239815.0,0.0
1586171804230,7002529.0,4224085.0,0.0
1586171804279,6986977.0,4212293.0,0.0
1586171804327,6970185.0,4198645.0,0.0
1586171804380,6977206.0,4195512.0,0.0
1586171804425,6985264.0,4194799.0,0.0
1586171804473,6996559.0,4191114.0,0.0
1586171804526,7012147.0,4194167.0,0.0
1586171804569,7024103.0,4192312.0,0.0
1586171804620,6971425.0,4158561.0,0.0
1586171804664,6924766.0,4124424.0,0.0
1586171804717,6909772.0,4111829.0,0.0
