time,value,accuracy
1585908042699,93.717896,2
1585908043662,93.717896,2
1585908044633,93.717896,2
1585908045603,93.717896,1
1585908046565,93.592896,3
1585908047529,94.612015,2
1585908048495,95.19303,2
1585908049462,95.19303,2
1585908050430,95.26566,2
1585908051392,95.27474,1
1585908052361,96.390305,1
1585908053324,96.08629,1
1585908054294,95.997314,1
1585908055254,95.997314,1
1585908056221,95.93982,1
1585908057185,95.93263,1
1585908058165,95.89147,1
1585908059125,96.0261,1
1585908060084,91.30443,2
1585908061048,91.30443,2
1585908062017,91.023445,2
1585908062984,91.107414,2
1585908063949,92.67676,1
1585908064913,94.44959,2
1585908065880,94.57025,3
1585908066846,94.57025,3
1585908067813,105.06588,2
1585908068781,106.38517,1
1585908069742,106.55009,1
1585908070712,106.56336,1
1585908071677,99.13305,1
1585908072642,99.13305,1
1585908073606,96.20865,1
1585908074578,95.843094,1
1585908075543,95.76934,2
1585908076507,94.7407,2
1585908077475,93.69334,2
1585908078440,93.69334,2
1585908079407,93.53981,2
1585908080372,93.519844,1
1585908081338,93.51735,1
1585908082307,93.51704,1
1585908083274,93.514244,1
1585908084238,93.514244,1
1585908085209,93.49049,1
1585908086174,93.37216,1
1585908087136,94.357376,1
1585908088103,94.35552,1
1585908089071,101.34305,2
1585908090035,101.34305,2
1585908091002,102.64572,2
1585908091969,107.00188,2
1585908092938,108.70684,2
1585908093901,109.590454,2
1585908094867,110.89981,2
1585908095831,110.89981,2
1585908096799,112.19876,2
1585908097766,113.43428,2
1585908098733,111.98202,2
1585908099697,113.06771,2
1585908100664,113.521286,1
1585908101631,113.521286,1
1585908102595,115.94114,1
1585908103560,115.73609,1
1585908104527,118.16744,1
1585908105497,118.089935,1
1585908106461,118.690765,2
1585908107425,118.690765,2
1585908108393,120.207146,2
1585908109362,122.222374,3
1585908110326,122.80946,3
1585908111292,122.605774,2
1585908112264,120.89533,2
1585908113230,120.89533,2
1585908114196,120.74918,2
1585908115159,119.995995,2
1585908116123,120.549225,1
1585908117092,120.43682,1
1585908118053,120.390854,1
1585908119018,120.390854,1
1585908119984,121.69004,1
1585908120954,123.14228,1
1585908121919,123.24391,1
1585908122884,124.80884,1
1585908123850,124.72565,1
1585908124817,124.72565,1
1585908125786,126.91882,1
1585908126757,128.39806,1
1585908127727,128.83179,1
1585908128692,128.69278,1
1585908129652,128.51114,1
1585908130616,128.51114,1
1585908131616,128.34882,1
1585908132552,128.20985,1
1585908133518,131.52835,1
1585908134485,132.41743,1
1585908135453,132.33107,0
1585908136417,132.33107,0
1585908137384,132.1524,1
1585908138356,131.99911,1
1585908139320,131.85826,1
1585908140287,131.73718,1
1585908141253,132.47957,1
1585908142218,132.47957,1
1585908143188,132.72968,1
1585908144153,132.91678,1
1585908145124,133.09758,1
1585908146089,133.27925,1
1585908147054,133.46245,1
1585908148026,133.46245,1
1585908148991,133.6466,1
1585908149958,133.8313,0
1585908150931,133.97249,1
1585908151895,136.4439,1
1585908152860,136.6082,1
1585908153831,136.6082,1
1585908154800,136.50581,1
1585908155765,136.38852,1
1585908156732,136.28506,1
1585908157703,136.26273,1
1585908158668,136.912,1
1585908159638,136.912,1
1585908160606,137.14119,1
1585908161571,137.31836,1
1585908162546,137.4898,1
1585908163512,138.6985,0
1585908164478,138.7544,1
1585908165446,138.7544,1
1585908166416,138.69962,1
1585908167383,138.64087,1
1585908168354,138.5893,1
1585908169320,139.21625,1
1585908170294,139.43835,1
1585908171257,139.43835,1
1585908172228,139.60742,1
