time,value,accuracy
1586780211822,143.23218,1
1586780212821,143.22432,1
1586780213812,143.19977,1
1586780214820,143.19495,1
1586780215817,143.23253,1
1586780216817,143.27888,1
1586780217813,143.27888,1
1586780218816,144.65686,1
1586780219812,145.72346,1
1586780220811,146.53326,1
1586780221810,146.96793,1
1586780222808,147.24467,1
1586780223805,147.24467,1
1586780224799,147.38766,1
1586780225797,147.32703,0
1586780226797,147.25722,1
1586780227803,146.81128,1
1586780228796,146.85509,1
1586780229801,146.85509,1
1586780230800,146.82144,1
1586780231799,146.81522,1
1586780232797,147.0241,1
1586780233788,146.99515,1
1586780234797,146.96864,2
1586780235793,146.96864,2
1586780236792,146.83577,2
1586780237791,146.75095,2
1586780238791,145.3007,2
1586780239787,144.68504,2
1586780240787,145.00352,1
1586780241786,145.00352,1
1586780242786,144.99564,1
1586780243785,145.23822,1
1586780244785,150.31229,1
1586780245776,151.0805,1
1586780246784,151.37206,1
1586780247775,151.37206,1
1586780248783,150.25229,1
1586780249775,150.20369,1
1586780250780,151.32338,1
1586780251781,156.42801,1
1586780252782,157.45389,1
1586780253775,157.45389,1
1586780254777,159.46136,1
1586780255776,160.88785,1
1586780256774,162.09064,1
1586780257774,162.54419,1
1586780258764,162.41751,1
1586780259772,162.41751,1
1586780260771,163.9855,1
1586780261771,164.74663,1
1586780262770,164.59329,1
1586780263770,164.40121,1
1586780264767,164.234,1
1586780265767,164.234,1
1586780266767,166.54922,1
1586780267768,166.04991,1
1586780268771,165.0907,1
1586780269770,165.02548,1
1586780270769,164.91335,1
1586780271759,164.91335,1
1586780272768,166.1098,1
1586780273767,166.43924,1
1586780274767,166.49316,2
1586780275767,166.54465,1
1586780276766,166.8186,1
1586780277757,166.8186,1
1586780278767,166.95966,1
1586780279766,167.10251,1
1586780280767,167.2514,1
1586780281765,167.4036,1
1586780282767,167.55748,1
1586780283766,167.55748,1
1586780284760,167.71233,1
1586780285764,167.86755,1
1586780286760,168.02296,1
1586780287767,168.17813,1
1586780288768,168.33275,1
1586780289764,168.33275,1
1586780290762,169.78665,1
1586780291767,169.89476,1
1586780292768,170.0084,1
1586780293766,168.82678,1
1586780294770,168.99377,1
1586780295770,168.99377,1
1586780296768,169.15683,1
1586780297769,169.3162,1
1586780298774,169.29955,1
1586780299773,169.26639,1
1586780300774,167.68889,1
1586780301770,167.68889,1
1586780302772,167.52278,1
1586780303773,167.52846,1
1586780304769,167.58449,1
1586780305769,167.91785,1
1586780306774,168.13693,1
1586780307765,168.13693,1
1586780308777,168.30243,1
1586780309771,168.44801,1
1586780310779,168.58418,1
1586780311772,168.71417,1
1586780312777,168.83946,1
1586780313780,168.83946,1
1586780314781,168.83763,1
1586780315783,168.82254,1
1586780316784,164.68959,2
1586780317785,163.20331,1
1586780318778,162.1629,1
1586780319785,162.1629,1
1586780320789,161.25844,1
1586780321788,161.76567,1
1586780322789,159.69722,1
1586780323789,159.02168,1
1586780324789,158.39613,1
1586780325787,158.39613,1
1586780326786,157.82921,1
1586780327789,157.3198,1
1586780328790,156.87675,1
1586780329791,156.48222,1
1586780330795,156.40173,1
1586780331787,156.40173,1
1586780332788,156.46912,1
1586780333791,156.59822,1
1586780334796,156.71696,1
1586780335789,157.8269,1
1586780336797,158.06123,1
1586780337796,158.06123,1
1586780338796,158.15593,1
1586780339790,158.82591,1
1586780340797,159.44666,1
1586780341797,159.55107,1
1586780342798,159.54657,1
1586780343798,159.54657,1
1586780344800,159.53111,1
1586780345800,159.48997,1
1586780346801,159.40831,1
1586780347803,159.26053,1
1586780348799,159.13132,1
1586780349798,159.13132,1
1586780350807,159.0956,1
1586780351806,159.0811,1
1586780352811,159.07092,1
1586780353812,159.06169,1
1586780354810,159.0527,3
1586780355811,159.0527,3
1586780356820,159.04382,3
1586780357816,154.79091,1
1586780358819,154.12042,2
1586780359816,154.17404,1
1586780360819,154.29753,1
1586780361824,154.29753,1
1586780362827,154.41225,1
1586780363826,154.51099,1
1586780364829,154.14708,1
1586780365831,154.15439,1
1586780366832,154.19707,2
1586780367833,154.19707,2
1586780368826,154.22829,2
1586780369838,154.25307,1
1586780370839,154.29909,1
1586780371840,154.34132,1
1586780372841,154.67859,1
1586780373834,154.67859,1
1586780374842,154.73668,1
1586780375845,154.75749,1
1586780376846,154.74835,1
1586780377845,154.7348,1
1586780378846,154.71996,1
1586780379845,154.71996,1
1586780380839,154.70454,1
1586780381840,154.68849,1
1586780382842,154.73067,1
1586780383842,154.5775,2
1586780384849,153.54135,2
1586780385841,153.54135,2
1586780386845,152.49352,2
1586780387847,152.35251,2
1586780388849,152.3239,2
1586780389849,152.30382,2
1586780390855,151.91412,2
1586780391850,151.91412,2
1586780392857,150.64745,2
1586780393862,149.87453,2
1586780394867,149.26384,2
1586780395862,149.2922,2
1586780396863,149.38474,2
1586780397870,149.38474,2
1586780398866,149.50076,1
1586780399875,149.57857,1
1586780400876,149.6421,1
1586780401877,149.65169,1
1586780402878,149.69328,1
1586780403879,149.69328,1
1586780404882,149.73282,1
1586780405882,149.76846,1
1586780406883,149.81213,1
1586780407887,149.83813,1
1586780408887,149.70065,1
1586780409877,149.70065,1
1586780410883,149.72409,1
1586780411884,151.54128,1
1586780412894,151.91339,1
1586780413891,152.09726,1
1586780414890,152.65564,1
1586780415893,152.65564,1
1586780416901,152.72685,1
1586780417899,153.13562,1
1586780418907,153.2704,1
1586780419901,153.8196,1
1586780420910,153.85535,1
1586780421911,153.85535,1
1586780422914,153.80026,1
1586780423909,152.44278,1
1586780424918,153.52942,1
1586780425913,153.35364,1
1586780426914,153.30553,1
1586780427923,153.30553,1
1586780428927,154.73979,1
1586780429928,154.755,1
1586780430928,154.8477,1
1586780431929,154.85341,1
1586780432929,155.45673,1
1586780433928,155.45673,1
1586780434939,155.67487,1
1586780435942,156.6481,1
1586780436947,157.37823,1
1586780437951,158.01898,1
1586780438948,159.19101,1
1586780439943,159.19101,1
1586780440954,161.32193,1
1586780441957,161.85503,1
1586780442959,162.06238,1
1586780443961,162.38106,1
1586780444966,162.39365,1
1586780445970,162.39365,1
1586780446965,162.39484,1
1586780447975,163.96028,1
1586780448977,165.29042,2
1586780449982,165.2789,2
1586780450983,165.12637,2
1586780451983,165.12637,2
1586780452994,164.64235,2
1586780453990,164.48431,1
1586780454996,164.38167,1
1586780456003,164.67966,1
1586780457000,164.77066,1
1586780458006,164.77066,1
1586780459009,164.8228,1
1586780460010,164.87077,1
1586780461018,164.92151,1
1586780462022,164.97592,1
1586780463026,165.03355,1
1586780464025,165.03355,1
1586780465025,165.09389,1
1586780466037,165.06213,1
1586780467035,165.02477,1
1586780468036,164.6232,1
1586780469045,164.45334,1
1586780470040,164.45334,1
1586780471044,164.29718,1
1586780472053,164.1868,1
1586780473049,164.73645,1
1586780474057,165.25667,1
1586780475066,165.10022,1
1586780476063,165.10022,1
1586780477069,163.70445,0
1586780478071,163.71521,1
1586780479067,163.67348,1
1586780480079,163.28629,1
1586780481073,162.59561,1
1586780482075,162.59561,1
1586780483089,162.58554,1
1586780484090,162.44272,1
1586780485096,162.23459,1
1586780486096,162.0499,1
1586780487101,161.88911,1
1586780488103,161.88911,1
1586780489098,161.74579,1
1586780490111,161.62128,1
1586780491113,162.15639,1
1586780492113,162.02974,1
1586780493115,161.8685,1
1586780494114,161.8685,1
1586780495127,161.68175,1
1586780496128,161.55963,1
1586780497126,160.82283,1
1586780498133,160.77655,1
1586780499136,160.74567,1
1586780500132,160.74567,1
1586780501143,160.68959,1
1586780502148,160.62065,1
1586780503150,160.52351,1
1586780504153,160.44456,1
1586780505157,159.82751,1
1586780506157,159.82751,1
1586780507157,159.65132,1
1586780508160,159.05898,1
1586780509169,159.55269,1
1586780510172,159.25902,1
1586780511175,159.0207,1
1586780512180,159.0207,1
1586780513182,158.35141,1
1586780514184,158.29893,1
1586780515181,158.28813,1
1586780516188,158.2888,1
1586780517190,158.22662,1
1586780518194,158.22662,1
1586780519197,158.15865,1
1586780520199,157.94278,1
1586780521202,158.05475,1
1586780522206,157.97905,1
1586780523209,157.90408,1
1586780524216,157.90408,1
1586780525223,157.85081,1
1586780526227,157.80661,1
1586780527231,157.75668,1
1586780528233,157.70154,1
1586780529227,157.71738,1
1586780530238,157.71738,1
1586780531241,157.67241,1
1586780532243,157.52644,1
1586780533249,157.46756,1
1586780534252,157.3332,1
1586780535255,157.2394,1
1586780536261,157.2394,1
1586780537264,157.15817,1
1586780538266,157.08362,1
1586780539266,157.01039,1
1586780540273,156.93826,1
1586780541269,156.95055,1
1586780542280,156.95055,1
1586780543284,156.88127,1
1586780544286,156.8911,1
1586780545283,157.04791,1
1586780546292,157.17702,3
1586780547296,157.23814,3
1586780548300,157.23814,3
1586780549295,157.7657,2
1586780550307,159.21999,1
1586780551310,159.33916,1
1586780552313,159.30086,1
1586780553312,158.71019,1
1586780554314,158.71019,1
1586780555319,158.59691,1
1586780556321,158.55858,1
1586780557328,158.53378,1
1586780558329,158.51306,1
1586780559327,158.49483,1
1586780560335,158.49483,1
1586780561340,158.4785,1
1586780562343,158.46391,1
1586780563343,158.45078,1
1586780564347,157.89714,1
1586780565349,157.67305,1
1586780566352,157.67305,1
1586780567356,157.49838,1
1586780568358,157.33714,1
1586780569361,157.19044,1
1586780570366,157.0627,1
1586780571359,156.94545,1
1586780572368,156.94545,1
1586780573372,156.86217,1
1586780574374,156.86504,1
1586780575377,156.81725,1
1586780576378,156.75879,1
1586780577375,156.69951,1
1586780578382,156.69951,1
1586780579390,156.4932,1
1586780580386,156.42754,1
1586780581394,156.4011,1
1586780582395,156.40134,1
1586780583399,156.36772,1
1586780584400,156.36772,1
1586780585404,156.32266,1
1586780586410,156.28162,1
1586780587409,156.25069,1
1586780588411,156.22745,1
1586780589408,156.23885,1
1586780590417,156.23885,1
1586780591422,156.25244,1
1586780592420,156.23402,1
1586780593422,156.19734,1
1586780594423,156.15073,1
1586780595426,155.9618,1
1586780596424,155.9618,1
1586780597432,155.8682,1
1586780598438,155.78824,1
1586780599430,155.70955,1
1586780600442,155.63493,1
1586780601437,155.56438,1
1586780602446,155.56438,1
1586780603449,155.35304,1
1586780604444,155.24043,1
1586780605446,155.14717,1
1586780606456,155.0515,1
1586780607458,154.99614,1
1586780608459,154.99614,1
1586780609458,154.96649,1
1586780610463,154.81635,1
1586780611474,154.56503,1
1586780612475,154.41519,1
1586780613481,154.29257,1
1586780614482,154.29257,1
1586780615482,154.18457,1
1586780616486,153.93086,1
1586780617492,153.91934,1
1586780618486,153.8137,1
1586780619496,153.79346,1
1586780620490,153.79346,1
1586780621494,153.7736,1
1586780622502,153.77255,1
1586780623506,153.73251,1
1586780624509,153.69736,1
1586780625512,153.6624,1
1586780626509,153.6624,1
1586780627519,153.63055,1
1586780628523,153.59354,1
1586780629529,153.5512,1
1586780630531,153.50316,1
1586780631526,153.453,1
1586780632531,153.453,1
1586780633528,153.41537,1
1586780634539,153.00078,1
1586780635548,152.95432,1
1586780636547,152.96292,1
1586780637550,152.9843,1
1586780638551,152.9843,1
1586780639556,153.01239,1
1586780640557,153.03119,2
1586780641562,153.04483,2
1586780642556,153.05693,2
1586780643564,152.77377,1
1586780644564,152.77377,1
1586780645575,152.75603,1
1586780646579,152.75502,1
1586780647582,152.76813,1
1586780648583,152.78104,1
1586780649579,152.76917,1
1586780650590,152.76917,1
1586780651592,152.75337,1
1586780652600,152.73679,1
1586780653603,152.71979,1
1586780654601,152.70238,2
1586780655611,152.68484,1
1586780656611,152.68484,1
1586780657614,152.66714,1
1586780658617,152.5595,1
1586780659616,152.55554,1
1586780660624,152.56316,1
1586780661621,152.60406,1
1586780662631,152.60406,1
1586780663634,152.6175,1
1586780664629,152.62305,1
1586780665641,152.88889,1
1586780666645,153.00693,1
1586780667649,153.0132,1
1586780668652,153.0132,1
1586780669654,153.65678,1
1586780670658,153.62735,1
1586780671663,153.27509,1
1586780672660,152.4116,1
1586780673660,152.58992,1
1586780674658,152.58992,1
1586780675670,152.61478,1
1586780676670,153.1002,1
1586780677669,153.4469,1
1586780678681,153.66188,1
1586780679676,153.7232,1
1586780680685,153.7232,1
1586780681690,153.83656,1
1586780682691,153.9236,1
1586780683694,154.03157,1
1586780684698,154.09222,1
1586780685702,154.11714,1
1586780686699,154.11714,1
1586780687711,154.11505,1
1586780688713,154.40999,1
1586780689707,154.42133,1
1586780690712,154.41354,1
1586780691718,154.39368,1
1586780692722,154.39368,1
1586780693722,154.37515,1
1586780694732,154.35919,1
1586780695735,154.3456,1
1586780696738,154.21748,1
1586780697739,154.19711,1
1586780698742,154.19711,1
1586780699745,154.19087,1
1586780700747,154.23961,1
1586780701754,154.40587,1
1586780702752,154.41713,1
1586780703761,154.41045,1
1586780704763,154.41045,1
1586780705765,154.35909,1
1586780706771,153.97903,1
1586780707773,153.89354,2
1586780708774,153.55373,1
1586780709780,153.53093,1
1586780710780,153.53093,1
1586780711786,153.5448,1
1586780712791,153.60158,1
1586780713792,153.62064,3
1586780714785,153.63864,1
1586780715796,155.45023,1
1586780716795,155.45023,1
1586780717808,155.74988,1
1586780718805,156.00603,1
1586780719805,155.7787,1
1586780720812,155.71178,1
1586780721823,155.67068,1
1586780722818,155.67068,1
1586780723823,155.62828,1
1586780724834,155.59967,1
1586780725836,155.57628,1
1586780726834,155.62827,1
1586780727833,156.34326,1
1586780728844,156.34326,1
1586780729848,156.38301,1
1586780730847,155.61478,1
1586780731849,155.70169,1
1586780732853,155.74355,1
1586780733864,155.91086,1
1586780734865,155.91086,1
1586780735871,155.90399,1
1586780736873,155.94835,1
1586780737864,155.98848,1
1586780738876,155.85211,1
1586780739875,156.66302,1
1586780740876,156.66302,1
1586780741886,156.66809,1
1586780742888,156.68344,1
1586780743892,156.70206,1
1586780744897,156.7183,1
1586780745889,156.88663,1
1586780746887,156.88663,1
1586780747904,156.95808,1
1586780748905,156.36617,1
1586780749905,156.44832,1
1586780750903,156.53127,1
1586780751915,156.60106,1
1586780752917,156.60106,1
1586780753919,156.67108,1
1586780754922,156.76912,1
1586780755924,156.84106,1
1586780756926,156.69945,1
1586780757928,156.73418,1
1586780758931,156.73418,1
1586780759934,157.57414,1
1586780760930,156.89304,1
1586780761932,156.88583,1
1586780762932,156.69328,1
1586780763945,156.603,1
1586780764949,156.603,1
1586780765951,156.39801,1
1586780766942,156.00078,1
1586780767954,155.79335,1
1586780768946,155.7921,1
1586780769946,155.81291,1
1586780770951,155.81291,1
1586780771952,155.70438,1
1586780772960,155.71042,1
1586780773959,155.7353,1
1586780774961,155.58238,1
1586780775962,155.73291,1
1586780776961,155.73291,1
1586780777963,155.64638,1
1586780778969,155.5732,1
1586780779981,155.5771,1
1586780780972,155.55626,1
1586780781984,155.56233,1
1586780782983,155.56233,1
1586780783975,155.40762,1
1586780784989,155.29822,1
1586780785991,155.20242,1
1586780786993,155.11421,1
1586780787994,155.03627,1
1586780788993,155.03627,1
1586780789992,154.96368,1
1586780791001,154.89346,1
1586780792004,154.83862,1
1586780793006,154.78433,1
1586780794010,154.69595,1
1586780795003,154.69595,1
1586780796003,154.59819,1
1586780797005,154.523,1
1586780798019,154.48604,1
1586780799021,155.11171,1
1586780800011,155.07094,1
1586780801024,155.07094,1
1586780802020,155.02884,1
1586780803022,154.95538,1
1586780804033,154.23131,1
1586780805032,154.02519,1
1586780806024,153.4649,1
1586780807036,153.4649,1
1586780808042,153.18991,0
1586780809047,153.11945,1
1586780810045,152.96721,1
1586780811050,152.98708,1
1586780812052,152.75507,1
1586780813052,152.75507,1
1586780814050,152.6737,1
1586780815051,152.55583,1
1586780816057,152.41351,1
1586780817054,152.30222,1
1586780818056,152.17633,1
1586780819058,152.17633,1
1586780820065,152.7022,1
1586780821076,152.69623,1
1586780822075,152.57895,1
1586780823077,152.15031,1
1586780824070,150.98888,1
1586780825070,150.98888,1
1586780826078,150.50221,1
1586780827087,149.95717,0
1586780828086,149.68353,1
1586780829094,149.4725,1
1586780830087,149.26656,1
1586780831094,149.26656,1
1586780832100,149.04547,1
1586780833092,148.83339,1
1586780834102,148.6341,1
1586780835102,148.15446,2
1586780836097,147.91277,1
1586780837104,147.91277,1
1586780838106,147.95367,2
1586780839103,148.01921,2
1586780840111,148.35385,1
1586780841110,148.44402,1
1586780842110,148.48381,1
1586780843109,148.48381,1
1586780844112,148.51303,1
1586780845115,148.51218,1
1586780846105,148.53046,1
1586780847115,148.3859,1
1586780848111,148.57477,1
1586780849121,148.57477,1
1586780850117,148.65126,1
1586780851119,148.69475,1
1586780852121,148.70486,1
1586780853132,148.71013,0
1586780854122,148.62149,1
1586780855133,148.62149,1
1586780856137,148.54677,1
1586780857139,148.47096,1
1586780858140,148.4705,1
1586780859142,148.47812,1
1586780860144,149.80891,1
1586780861147,149.80891,1
1586780862147,154.43704,1
1586780863160,156.05205,1
1586780864164,156.29872,1
1586780865155,156.14754,1
1586780866166,155.7251,1
1586780867157,155.7251,1
1586780868170,155.18259,1
1586780869172,155.023,1
1586780870174,154.92505,1
1586780871176,155.81714,1
1586780872179,155.88963,1
1586780873176,155.88963,1
1586780874182,159.7668,1
1586780875186,162.30846,1
1586780876179,163.60722,1
1586780877190,163.5137,1
1586780878195,163.28452,1
1586780879194,163.28452,1
1586780880195,162.7044,1
1586780881197,162.48746,1
1586780882191,163.63756,1
1586780883198,163.56418,1
1586780884191,163.53523,1
1586780885187,163.53523,1
1586780886199,163.52722,1
1586780887198,162.23363,1
1586780888200,162.29662,1
1586780889203,162.26057,1
1586780890198,162.21873,1
1586780891197,162.21873,1
1586780892202,161.67274,1
1586780893205,162.83806,1
1586780894214,161.41074,1
1586780895216,161.2377,1
1586780896218,161.20198,1
1586780897210,161.20198,1
1586780898223,161.17899,1
1586780899228,161.1835,1
1586780900229,161.16855,1
1586780901229,161.13522,1
1586780902230,161.11362,1
1586780903230,161.11362,1
1586780904221,161.09218,1
1586780905231,161.07382,1
1586780906222,161.05795,1
1586780907233,161.05031,1
1586780908234,160.84811,1
1586780909234,160.84811,1
1586780910239,160.965,1
1586780911234,160.94728,1
1586780912235,160.33795,1
1586780913242,159.7918,1
1586780914251,159.23297,1
1586780915242,159.23297,1
1586780916241,159.19527,1
1586780917255,159.16454,1
1586780918253,159.10893,1
1586780919253,159.13966,1
1586780920251,159.03444,1
1586780921257,159.03444,1
1586780922258,159.02383,1
1586780923248,159.01099,1
1586780924256,158.69693,1
1586780925258,158.52625,1
1586780926258,158.446,1
1586780927257,158.446,1
1586780928254,158.40909,1
1586780929249,158.43385,1
1586780930259,158.52089,1
1586780931253,159.3684,1
1586780932257,159.46233,1
1586780933253,159.46233,1
1586780934244,159.46388,1
1586780935253,159.42734,1
1586780936250,159.41637,1
1586780937249,159.40958,1
1586780938241,159.4398,1
1586780939236,159.4398,1
1586780940238,159.53734,1
1586780941246,160.85884,1
1586780942245,161.60034,1
1586780943246,161.66228,1
1586780944245,161.61255,1
1586780945240,161.61255,1
1586780946243,161.5575,1
1586780947245,161.37497,1
1586780948235,161.3215,1
1586780949245,161.28877,1
1586780950237,161.27809,1
1586780951235,161.27809,1
1586780952227,161.27292,1
1586780953235,161.2708,1
1586780954234,161.4139,1
1586780955232,162.06358,1
1586780956230,162.05376,1
1586780957228,162.05376,1
1586780958225,161.37209,1
1586780959225,161.4047,1
1586780960223,161.4017,1
1586780961222,161.44487,0
1586780962220,161.48549,1
1586780963221,161.48549,1
1586780964213,161.53355,1
1586780965220,161.58006,1
1586780966217,161.61179,1
1586780967218,161.71146,1
1586780968217,161.95409,1
1586780969211,161.95409,1
1586780970207,161.827,1
1586780971201,162.63396,1
1586780972206,162.59598,1
1586780973203,162.56305,1
1586780974202,162.53328,1
1586780975203,162.53328,1
1586780976200,162.5007,1
1586780977196,162.47968,1
1586780978197,161.82118,1
1586780979200,161.89577,1
1586780980194,161.93782,1
1586780981188,161.93782,1
1586780982196,161.9455,1
1586780983189,162.04683,1
1586780984191,162.09702,1
1586780985184,162.14551,1
1586780986184,162.22157,1
1586780987174,162.22157,1
1586780988176,162.22487,1
1586780989177,162.22003,1
1586780990181,162.13376,1
1586780991175,162.12198,1
1586780992177,162.11966,3
1586780993170,162.11966,3
1586780994170,162.64786,3
1586780995163,164.23262,3
1586780996166,165.33223,3
1586780997160,166.33646,3
1586780998154,166.75241,1
1586780999151,166.75241,1
1586781000148,166.82233,1
1586781001152,167.05057,1
1586781002152,166.98566,3
1586781003140,166.89812,2
1586781004139,168.41197,2
1586781005139,168.41197,2
1586781006136,169.74144,2
1586781007128,169.86426,1
1586781008134,169.75816,2
1586781009131,170.11255,3
1586781010130,170.56618,3
1586781011128,170.56618,3
1586781012125,171.55083,3
1586781013115,171.66881,1
1586781014123,171.5722,3
1586781015122,171.83815,3
1586781016118,172.20805,3
1586781017117,172.20805,3
1586781018112,172.62144,3
1586781019112,172.89728,2
1586781020107,173.11618,2
1586781021107,173.39613,3
1586781022104,173.34416,3
1586781023096,173.34416,3
1586781024102,173.26375,3
1586781025098,173.17464,3
1586781026096,173.0995,3
1586781027087,173.03366,3
1586781028094,172.54512,3
1586781029088,172.54512,3
1586781030087,172.42177,3
1586781031082,172.3653,2
1586781032078,172.34866,2
1586781033076,172.33842,2
1586781034074,172.8365,2
1586781035062,172.8365,2
1586781036064,172.9153,2
1586781037066,173.238,1
1586781038062,173.24869,1
1586781039060,173.26491,1
1586781040058,173.28406,2
1586781041056,173.28406,2
1586781042049,173.26569,1
1586781043046,173.30055,1
1586781044044,173.34283,2
1586781045042,173.33185,2
1586781046037,173.31665,1
1586781047033,173.31665,1
1586781048028,172.939,1
1586781049019,172.89441,1
1586781050019,172.89104,2
1586781051017,172.8925,3
1586781052008,172.8943,3
1586781053003,172.8943,3
1586781054014,171.20647,3
1586781054999,170.17665,3
1586781056000,169.69109,3
1586781056992,169.29303,3
1586781057989,169.32935,1
1586781058991,169.32935,1
1586781059983,169.40704,1
1586781060978,169.5843,1
1586781061981,169.77036,1
1586781062977,169.86943,1
1586781063967,169.94164,1
1586781064965,169.94164,1
1586781065959,170.00354,2
1586781066965,170.03175,2
1586781067953,170.05272,3
1586781068952,169.3521,3
1586781069951,169.30197,3
1586781070948,169.30197,3
1586781071948,169.32751,3
1586781072949,169.99068,3
1586781073935,170.2124,3
1586781074934,170.74628,3
1586781075934,171.4096,3
1586781076932,171.4096,3
1586781077928,171.72092,3
1586781078919,171.94537,3
1586781079920,172.13968,3
1586781080914,172.34874,3
1586781081914,173.39265,3
1586781082904,173.39265,3
1586781083902,174.24666,3
1586781084902,174.67722,2
1586781085898,174.93819,2
1586781086894,174.89336,3
1586781087888,174.86671,3
1586781088886,174.86671,3
1586781089879,175.32088,3
1586781090880,175.60664,3
1586781091877,176.25601,2
1586781092869,177.0186,3
1586781093864,177.4088,3
1586781094862,177.4088,3
1586781095859,177.69702,3
1586781096851,177.94012,3
1586781097841,178.59602,3
1586781098836,178.94551,3
1586781099835,179.20625,2
1586781100827,179.20625,2
1586781101831,179.41978,3
1586781102821,179.59515,3
1586781103819,179.63097,3
1586781104815,179.61171,3
1586781105810,179.54512,3
1586781106800,179.54512,3
1586781107801,179.49876,3
1586781108793,180.30316,3
1586781109797,180.60371,2
1586781110786,180.74667,2
1586781111784,181.09958,2
1586781112781,181.09958,2
1586781113780,181.159,2
1586781114777,181.1514,2
1586781115763,181.69153,2
1586781116757,181.74283,1
1586781117759,181.73528,3
1586781118749,181.73528,3
1586781119751,181.75706,3
1586781120747,181.77728,1
1586781121734,181.75777,1
1586781122737,181.71935,1
1586781123732,181.69646,3
1586781124727,181.69646,3
1586781125723,181.66716,1
1586781126718,181.64104,3
1586781127709,181.61868,3
1586781128707,181.67747,3
1586781129702,182.14445,3
1586781130692,182.14445,3
1586781131684,182.32259,3
1586781132685,182.89656,3
1586781133679,182.92838,3
1586781134671,182.94762,3
1586781135667,182.93481,3
1586781136667,182.93481,3
1586781137664,182.93727,3
1586781138663,182.90988,1
1586781139658,182.88292,1
1586781140653,182.84143,1
1586781141639,182.78305,1
1586781142643,182.78305,1
1586781143634,182.76262,2
1586781144635,182.74933,2
1586781145633,182.71649,3
1586781146627,182.61443,1
1586781147616,182.59886,3
1586781148618,182.59886,3
1586781149618,182.59454,2
1586781150612,182.65222,2
1586781151607,182.67268,1
1586781152597,182.69203,1
1586781153587,183.20036,1
1586781154583,183.20036,1
1586781155589,183.30832,1
1586781156583,183.3582,2
1586781157577,183.34537,2
1586781158574,183.32758,2
1586781159571,182.74828,2
1586781160564,182.74828,2
1586781161562,182.562,2
1586781162557,182.54955,1
1586781163555,182.5572,1
1586781164546,182.56628,1
1586781165544,182.57405,1
1586781166540,182.57405,1
1586781167530,182.58392,1
1586781168527,182.59314,2
1586781169528,182.59816,2
1586781170516,182.58072,2
1586781171516,182.58208,2
1586781172515,182.58208,2
1586781173512,182.58525,2
1586781174511,182.57782,2
1586781175506,182.56699,3
1586781176501,182.52863,3
1586781177493,182.5274,3
1586781178481,182.5274,3
1586781179480,182.53029,3
1586781180472,183.76993,3
1586781181476,183.91234,3
1586781182472,183.93427,3
1586781183466,183.90547,3
1586781184463,183.90547,3
1586781185462,183.87505,2
1586781186456,183.34846,2
1586781187447,183.22528,2
1586781188443,183.21005,1
1586781189440,183.2083,1
1586781190435,183.2083,1
1586781191432,183.29597,1
1586781192428,183.36337,2
1586781193425,183.36723,2
1586781194420,183.4007,1
1586781195415,183.4044,1
1586781196412,183.4044,1
1586781197405,183.43965,1
1586781198407,183.45007,1
1586781199398,183.4856,2
1586781200394,183.52176,2
1586781201385,183.55688,2
1586781202388,183.55688,2
1586781203382,183.75838,2
1586781204378,183.81451,1
1586781205374,183.82335,1
1586781206363,183.84114,2
1586781207362,183.85509,1
1586781208359,183.85509,1
1586781209357,183.84769,1
1586781210353,183.81248,1
