time,value,accuracy
1585862626270,73.25601,2
1585862627235,73.25601,2
1585862628198,73.25601,2
1585862629165,72.09544,2
1585862630123,72.09544,2
1585862631091,71.964714,3
1585862632053,73.072754,2
1585862633019,73.07063,2
1585862633982,72.91805,2
1585862634952,71.85696,1
1585862635913,71.85696,1
1585862636878,70.66195,2
1585862637838,70.41754,1
1585862638801,69.370056,1
1585862639765,70.19118,2
1585862640729,69.16882,2
1585862641691,69.16882,2
1585862642655,70.16603,2
1585862643624,70.17198,2
1585862644587,70.20849,1
1585862645548,70.23006,1
1585862646512,70.23989,1
1585862647473,70.23989,1
1585862648440,70.24132,1
1585862649403,70.29128,3
1585862650364,76.60357,2
1585862651327,81.70077,3
1585862652296,85.49285,3
1585862653256,85.49285,3
1585862654220,86.12975,1
1585862655182,87.09445,2
1585862656145,87.23883,1
1585862657108,87.359505,1
1585862658070,88.3855,1
1585862659031,88.3855,1
1585862659996,90.66162,1
1585862660961,92.62036,2
1585862661927,96.70026,2
1585862662976,97.51784,1
1585862663854,97.62003,1
1585862664814,97.62003,1
1585862665779,97.63281,1
1585862666742,97.19025,2
1585862667705,96.894295,3
1585862668668,96.706024,3
1585862669638,86.75905,3
1585862670599,86.75905,3
1585862671564,83.72184,3
1585862672528,83.00157,1
1585862673490,82.91154,1
1585862674454,81.90028,1
1585862675425,82.597404,1
1585862676390,82.597404,1
1585862677367,82.878136,1
1585862678312,82.98949,1
1585862679276,83.05213,1
1585862680240,83.10193,1
1585862681201,84.14813,1
1585862682162,84.14813,1
1585862683135,84.19309,1
1585862684098,84.198715,1
1585862685060,84.19942,1
1585862686023,83.6434,0
1585862686985,82.423416,1
1585862687947,82.423416,1
1585862688913,82.22976,1
1585862689877,82.04727,1
1585862690839,81.65056,1
1585862691809,80.93299,1
1585862692770,81.78198,1
1585862693732,81.78198,1
1585862694699,81.54282,1
1585862695660,81.29188,2
1585862696623,80.81525,1
1585862697595,80.28152,1
1585862698715,76.55359,1
1585862699677,76.55359,1
1585862700483,76.0876,1
1585862701445,76.02935,2
1585862702413,76.47874,3
1585862703373,76.7226,3
1585862704334,76.75308,3
1585862705298,76.75308,3
1585862706267,76.7569,3
1585862707231,76.274025,3
1585862708192,75.75192,3
1585862709155,75.11377,1
1585862710119,74.034,3
1585862711079,74.034,3
1585862712045,73.69235,3
1585862713015,73.410255,3
1585862714031,72.41958,3
1585862714940,71.682434,3
1585862715906,71.54844,3
1585862716867,71.54844,3
1585862717832,70.96213,3
1585862718793,70.4234,3
1585862719759,70.328445,3
1585862720726,69.29301,2
1585862721688,69.1179,2
1585862722648,69.1179,2
1585862723616,68.63181,1
1585862724579,68.57105,1
1585862725543,68.56345,1
1585862726512,68.57606,1
1585862727475,69.36044,1
1585862728436,69.36044,1
1585862729403,76.3161,1
1585862730367,77.185555,1
1585862731328,77.40656,1
1585862732294,77.43419,1
1585862733260,77.79522,1
1585862734222,77.79522,1
1585862735187,78.865456,1
1585862736152,87.558754,0
1585862737115,93.31388,1
1585862738080,94.1945,1
1585862739049,94.34959,1
1585862740010,94.34959,1
1585862740972,94.75373,2
1585862741955,94.0606,1
1585862742904,94.732285,1
1585862743869,94.81725,2
1585862744837,94.87823,2
1585862745797,94.87823,2
1585862746764,97.07294,2
1585862747728,97.70129,2
1585862748692,97.77983,1
1585862749663,97.803795,1
1585862750625,98.306786,1
1585862751585,98.306786,1
1585862752551,98.30716,1
1585862753516,98.475586,1
1585862754480,98.54687,1
1585862755444,98.82443,1
1585862756415,98.91339,1
1585862757370,98.91339,1
1585862758341,99.19238,1
1585862759302,99.42558,1
1585862760399,99.622856,1
1585862761232,99.80705,1
1585862762200,99.98616,1
1585862763160,99.98616,1
1585862764129,100.16225,1
1585862765090,100.33594,0
1585862766054,100.50743,1
1585862767021,100.52887,1
1585862767988,100.53155,1
1585862768948,100.53155,1
1585862769918,98.39967,1
1585862770879,97.31641,1
1585862771842,96.840164,1
1585862772808,96.026764,1
1585862773779,95.400314,1
1585862774736,95.400314,1
1585862775695,95.7992,1
1585862776662,95.232254,1
1585862777629,94.72907,2
1585862778590,93.99423,2
1585862779561,92.715866,2
1585862780524,92.715866,2
1585862781487,87.468506,2
1585862782452,86.23979,1
1585862783416,86.086205,1
1585862784379,86.067,1
1585862785343,86.54794,1
1585862786306,86.54794,1
1585862787275,86.663055,1
1585862788234,86.677444,1
1585862789198,86.67924,1
1585862790165,86.64885,2
1585862791126,86.613716,2
1585862792090,86.613716,2
1585862793055,86.578094,2
1585862794022,84.68106,2
1585862794982,84.44394,2
1585862795947,84.41429,2
1585862796910,84.19846,2
1585862797872,84.19846,2
1585862798837,84.49976,1
1585862799800,84.65721,2
1585862800763,84.676895,2
1585862801726,90.36751,1
1585862802693,92.45413,1
1585862803653,92.45413,1
1585862804617,94.82236,2
1585862805641,96.72595,1
1585862806544,96.9639,2
1585862807507,96.99364,2
1585862808467,96.958755,1
1585862809499,96.958755,1
1585862810396,95.90125,1
1585862811364,94.76507,1
1585862812327,95.82589,1
1585862813288,95.77353,1
1585862814249,94.64198,1
1585862815211,94.64198,1
1585862816176,94.64117,1
1585862817139,96.06722,1
1585862818101,96.10485,1
1585862819065,96.19824,1
1585862820033,96.28053,1
1585862820996,96.28053,1
1585862821959,96.43452,1
1585862822921,96.453766,1
1585862823884,96.45618,0
1585862824848,96.11606,1
1585862825810,96.02939,1
1585862826769,96.02939,1
1585862827736,95.93735,1
1585862828699,95.71121,1
1585862829664,95.31743,1
1585862830629,95.10442,1
1585862831592,94.68821,1
1585862832552,94.68821,1
1585862833519,94.177025,1
1585862834481,93.58291,1
1585862835445,93.47843,1
1585862836407,92.43274,2
1585862837372,90.393166,3
1585862838337,90.393166,3
1585862839304,88.84021,2
1585862840265,81.46515,2
1585862841231,80.12693,2
1585862842206,79.959656,1
1585862843161,80.35508,1
1585862844117,80.35508,1
1585862845089,80.62011,1
1585862846050,80.78517,1
1585862847094,80.8058,1
1585862847980,80.80838,2
1585862848945,80.71663,1
1585862849958,80.71663,1
1585862850870,80.611115,3
1585862851833,80.504395,3
1585862852789,80.398544,2
1585862853758,79.084114,2
1585862854725,78.8928,2
1585862855681,78.8928,2
1585862856659,77.39097,1
1585862857615,77.40254,1
1585862858579,77.40276,1
1585862859539,77.49629,3
1585862860509,77.58745,1
1585862861470,77.58745,1
1585862862435,78.02118,3
1585862863399,77.91363,3
1585862864366,77.804924,3
1585862865330,72.33529,2
1585862866297,71.07327,2
1585862867259,71.07327,2
1585862868227,70.46512,2
1585862869191,70.37993,2
1585862870162,70.36928,2
1585862871130,70.36794,1
1585862872090,70.38093,1
1585862873051,70.38093,1
1585862874024,69.28488,1
1585862874985,69.37541,1
1585862875956,70.01486,1
1585862876921,70.411575,2
1585862877878,70.63913,2
1585862878846,70.63913,2
1585862879847,71.42328,1
1585862880774,71.589935,1
1585862881747,72.3524,1
1585862882714,72.54748,1
1585862883669,72.69299,1
1585862884646,72.69299,1
1585862885609,74.295456,1
1585862886572,74.42763,1
1585862887536,74.48319,1
1585862888505,74.70498,1
1585862889467,74.901436,1
1585862890432,74.901436,1
1585862891404,74.99335,1
1585862892365,75.25627,0
1585862893331,75.33412,1
1585862894294,75.87454,1
