time,x,y,z
1577366235192,0.0,0.0,0.0
1577366235192,0.15061009,0.14367604,-0.0057373047
1577366235192,0.090991855,0.11030507,-0.17912674
1577366235197,0.14473677,0.053026438,-0.18117332
1577366235260,-0.046899796,0.16442084,-0.23724747
1577366235262,0.035880685,0.25233328,-0.20351791
1577366235263,0.107090235,-0.05674386,-0.3187828
1577366235310,0.006067872,-0.27204275,-0.4105234
1577366235311,0.07552838,-0.28377438,-0.44118404
1577366235383,-0.084525585,-0.5376353,-0.5301857
1577366235393,-0.080177546,-0.5397818,-0.503458
1577366235401,0.28020716,0.0020809174,-0.24972057
1577366235445,0.10597968,0.28735316,-0.061460495
1577366235456,0.11824691,0.28377092,-0.057269096
1577366235458,-0.016268969,0.032080412,-0.16129684
1577366235511,-0.016431093,-0.14858794,-0.17337513
1577366235513,-0.03288436,-0.21726108,-0.26766682
1577366235541,-0.07365775,0.08191776,-0.26616
1577366235542,-0.25389743,0.44451165,-0.2446394
1577366235598,-0.1255889,0.42758667,-0.1402607
1577366235643,-0.14968336,0.3712077,-0.04667759
1577366235645,-0.22754538,0.2115457,-0.26113892
1577366235651,-0.045737743,0.22151661,-0.2538395
1577366235653,0.5818065,0.18310404,0.068971634
1577366235657,0.5893606,0.02083397,0.2961321
1577366235704,0.35583115,0.062080383,0.4743986
1577366235730,0.13853383,-0.16048455,0.50972176
1577366235733,-0.15428245,-0.14034724,0.3244381
1577366235736,-0.004683733,-0.17669463,0.12584114
1577366235756,-0.032565117,-0.28898954,0.13806534
1577366235783,-0.2504102,-0.037219048,0.080934525
1577366235797,-0.31501687,0.31934834,-0.2529173
1577366235818,-0.4120847,0.2991488,-0.73108006
1577366235837,-0.02690208,0.09536338,-0.7300577
1577366235856,0.5098234,-0.23327422,-0.30600643
1577366235880,0.5902976,-0.19383717,-0.0073108673
1577366235898,0.5603774,0.2268486,0.10550976
1577366235924,0.27288753,0.2929945,0.33005238
1577366235935,-0.062437296,-0.030306578,0.49555016
1577366235957,-0.2843144,-0.20494604,0.5642214
1577366235974,-0.25297755,-0.16688776,0.44746017
1577366235998,-0.20896965,-0.13431478,0.30491924
1577366236021,-0.22530258,-0.13964796,0.25637722
